"X","trialNum","rt","subject","condition","InducerL","InducerR","ConcurrentL","ConcurrentR","choice"
33,34,3485,"1d8E46bnpK","Affect-2","Affect-PD-L","Affect-PD-H","Brightness-Diamonds-H","Brightness-Diamonds-L",1
34,35,2081,"1d8E46bnpK","Affect-2","Affect-HS-L","Affect-HS-H","Size-Squares-L","Size-Squares-H",0
35,36,4211,"1d8E46bnpK","Affect-2","Affect-EB-H","Affect-EB-L","Noise-Tone-L","Noise-Tone-H",0
36,37,2573,"1d8E46bnpK","Affect-2","Affect-SC-H","Affect-SC-L","Size-Squares-H","Size-Squares-L",1
37,38,2022,"1d8E46bnpK","Affect-2","Brightness-Diamonds-L","Brightness-Diamonds-H","Affect-HS-L","Affect-HS-H",0
38,39,2870,"1d8E46bnpK","Affect-2","Affect-PD-L","Affect-PD-H","Color-YB-H","Color-YB-L",1
39,40,2624,"1d8E46bnpK","Affect-2","Affect-PD-L","Affect-PD-H","Speed-SP4-H","Speed-SP4-L",1
40,41,2295,"1d8E46bnpK","Affect-2","Speed-SP4-L","Speed-SP4-H","Affect-HS-L","Affect-HS-H",0
41,42,3805,"1d8E46bnpK","Affect-2","Amp-Tone-L","Amp-Tone-H","Affect-PD-H","Affect-PD-L",1
42,43,3103,"1d8E46bnpK","Affect-2","Affect-HS-L","Affect-HS-H","Brightness-Diamonds-L","Brightness-Diamonds-H",0
43,44,2373,"1d8E46bnpK","Affect-2","Affect-SC-H","Affect-SC-L","Brightness-Diamonds-H","Brightness-Diamonds-L",0
44,45,2411,"1d8E46bnpK","Affect-2","Affect-EB-H","Affect-EB-L","Brightness-Diamonds-L","Brightness-Diamonds-H",1
45,46,3022,"1d8E46bnpK","Affect-2","Shape-BK3-H","Shape-BK3-L","Affect-EB-L","Affect-EB-H",1
46,47,2966,"1d8E46bnpK","Affect-2","Size-Squares-L","Size-Squares-H","Affect-PD-H","Affect-PD-L",1
47,48,4938,"1d8E46bnpK","Affect-2","Affect-HS-L","Affect-HS-H","Shape-BK3-L","Shape-BK3-H",0
48,49,3696,"1d8E46bnpK","Affect-2","Affect-SC-H","Affect-SC-L","Noise-Tone-H","Noise-Tone-L",0
49,50,2348,"1d8E46bnpK","Affect-2","Affect-SC-H","Affect-SC-L","Color-YB-H","Color-YB-L",0
50,51,5859,"1d8E46bnpK","Affect-2","Noise-Tone-L","Noise-Tone-H","Affect-HS-L","Affect-HS-H",1
51,52,7244,"1d8E46bnpK","Affect-2","Affect-SC-H","Affect-SC-L","Pitch-Tone-H","Pitch-Tone-L",0
52,53,4314,"1d8E46bnpK","Affect-2","Size-Squares-H","Size-Squares-L","Affect-EB-L","Affect-EB-H",1
53,54,4645,"1d8E46bnpK","Affect-2","Color-YB-L","Color-YB-H","Affect-PD-H","Affect-PD-L",1
54,55,297797,"1d8E46bnpK","Affect-2","Noise-Tone-L","Noise-Tone-H","Affect-PD-H","Affect-PD-L",0
55,56,2745,"1d8E46bnpK","Affect-2","Shape-BK3-L","Shape-BK3-H","Affect-PD-H","Affect-PD-L",1
56,57,4454,"1d8E46bnpK","Affect-2","Amp-Tone-H","Amp-Tone-L","Affect-SC-H","Affect-SC-L",0
57,58,2452,"1d8E46bnpK","Affect-2","Speed-SP4-L","Speed-SP4-H","Affect-PD-H","Affect-PD-L",1
58,59,3688,"1d8E46bnpK","Affect-2","Noise-Tone-H","Noise-Tone-L","Affect-SC-H","Affect-SC-L",0
59,60,3787,"1d8E46bnpK","Affect-2","Affect-EB-H","Affect-EB-L","Shape-BK3-L","Shape-BK3-H",1
60,61,3914,"1d8E46bnpK","Affect-2","Pitch-Tone-H","Pitch-Tone-L","Affect-SC-H","Affect-SC-L",0
61,62,3784,"1d8E46bnpK","Affect-2","Amp-Tone-H","Amp-Tone-L","Affect-EB-L","Affect-EB-H",1
62,63,4350,"1d8E46bnpK","Affect-2","Affect-EB-H","Affect-EB-L","Color-YB-L","Color-YB-H",1
63,64,2645,"1d8E46bnpK","Affect-2","Affect-HS-L","Affect-HS-H","Color-YB-L","Color-YB-H",0
0,1,3823,"2Nt4vVUsEA","Affect-16","Affect-EB-L","Affect-EB-H","Shape-BK4-H","Shape-BK4-L",1
1,2,2356,"2Nt4vVUsEA","Affect-16","Affect-HS-H","Affect-HS-L","Brightness-Diamonds-H","Brightness-Diamonds-L",0
2,3,2715,"2Nt4vVUsEA","Affect-16","Affect-HS-H","Affect-HS-L","Shape-BK4-H","Shape-BK4-L",0
3,4,3353,"2Nt4vVUsEA","Affect-16","Affect-SC-L","Affect-SC-H","Color-RY-L","Color-RY-H",0
4,5,6043,"2Nt4vVUsEA","Affect-16","Affect-SC-L","Affect-SC-H","Amp-Piano-L","Amp-Piano-H",0
5,6,2762,"2Nt4vVUsEA","Affect-16","Affect-PD-H","Affect-PD-L","Size-Triangles-L","Size-Triangles-H",1
6,7,2175,"2Nt4vVUsEA","Affect-16","Color-RY-L","Color-RY-H","Affect-SC-L","Affect-SC-H",0
7,8,5838,"2Nt4vVUsEA","Affect-16","Affect-HS-H","Affect-HS-L","Pitch-Piano-H","Pitch-Piano-L",0
8,9,3533,"2Nt4vVUsEA","Affect-16","Speed-SP1-H","Speed-SP1-L","Affect-HS-H","Affect-HS-L",0
9,10,4098,"2Nt4vVUsEA","Affect-16","Affect-HS-H","Affect-HS-L","Noise-Piano-H","Noise-Piano-L",1
10,11,3103,"2Nt4vVUsEA","Affect-16","Speed-SP1-H","Speed-SP1-L","Affect-PD-L","Affect-PD-H",0
11,12,2630,"2Nt4vVUsEA","Affect-16","Affect-PD-H","Affect-PD-L","Speed-SP1-L","Speed-SP1-H",0
12,13,2923,"2Nt4vVUsEA","Affect-16","Affect-HS-H","Affect-HS-L","Size-Triangles-H","Size-Triangles-L",0
13,14,4059,"2Nt4vVUsEA","Affect-16","Brightness-Diamonds-H","Brightness-Diamonds-L","Affect-HS-H","Affect-HS-L",0
14,15,6119,"2Nt4vVUsEA","Affect-16","Noise-Piano-L","Noise-Piano-H","Affect-EB-H","Affect-EB-L",0
15,16,4922,"2Nt4vVUsEA","Affect-16","Color-RY-L","Color-RY-H","Affect-EB-H","Affect-EB-L",1
16,17,6307,"2Nt4vVUsEA","Affect-16","Affect-SC-L","Affect-SC-H","Noise-Piano-L","Noise-Piano-H",0
17,18,3008,"2Nt4vVUsEA","Affect-16","Speed-SP1-L","Speed-SP1-H","Affect-EB-H","Affect-EB-L",1
18,19,4291,"2Nt4vVUsEA","Affect-16","Pitch-Piano-L","Pitch-Piano-H","Affect-SC-L","Affect-SC-H",0
19,20,5766,"2Nt4vVUsEA","Affect-16","Color-RY-H","Color-RY-L","Affect-HS-H","Affect-HS-L",0
20,21,17814,"2Nt4vVUsEA","Affect-16","Size-Triangles-L","Size-Triangles-H","Affect-EB-H","Affect-EB-L",1
21,22,3032,"2Nt4vVUsEA","Affect-16","Speed-SP1-L","Speed-SP1-H","Affect-SC-L","Affect-SC-H",0
22,23,12493,"2Nt4vVUsEA","Affect-16","Brightness-Diamonds-H","Brightness-Diamonds-L","Affect-PD-L","Affect-PD-H",0
23,24,3992,"2Nt4vVUsEA","Affect-16","Brightness-Diamonds-L","Brightness-Diamonds-H","Affect-SC-L","Affect-SC-H",0
24,25,4583,"2Nt4vVUsEA","Affect-16","Amp-Piano-H","Amp-Piano-L","Affect-HS-H","Affect-HS-L",0
25,26,26200,"2Nt4vVUsEA","Affect-16","Affect-EB-L","Affect-EB-H","Size-Triangles-H","Size-Triangles-L",1
26,27,5617,"2Nt4vVUsEA","Affect-16","Affect-HS-H","Affect-HS-L","Amp-Piano-H","Amp-Piano-L",0
27,28,2608,"2Nt4vVUsEA","Affect-16","Size-Triangles-H","Size-Triangles-L","Affect-PD-L","Affect-PD-H",0
28,29,2988,"2Nt4vVUsEA","Affect-16","Affect-PD-H","Affect-PD-L","Brightness-Diamonds-L","Brightness-Diamonds-H",0
29,30,2546,"2Nt4vVUsEA","Affect-16","Size-Triangles-L","Size-Triangles-H","Affect-SC-L","Affect-SC-H",0
30,31,2520,"2Nt4vVUsEA","Affect-16","Affect-HS-H","Affect-HS-L","Speed-SP1-H","Speed-SP1-L",0
31,32,4450,"2Nt4vVUsEA","Affect-16","Color-RY-H","Color-RY-L","Affect-PD-L","Affect-PD-H",0
32,33,4976,"2Nt4vVUsEA","Affect-16","Amp-Piano-L","Amp-Piano-H","Affect-EB-H","Affect-EB-L",1
33,34,4713,"2Nt4vVUsEA","Affect-16","Affect-EB-L","Affect-EB-H","Noise-Piano-H","Noise-Piano-L",0
34,35,3547,"2Nt4vVUsEA","Affect-16","Noise-Piano-H","Noise-Piano-L","Affect-PD-L","Affect-PD-H",0
35,36,3879,"2Nt4vVUsEA","Affect-16","Affect-PD-H","Affect-PD-L","Pitch-Piano-L","Pitch-Piano-H",1
36,37,2594,"2Nt4vVUsEA","Affect-16","Affect-HS-H","Affect-HS-L","Color-RY-H","Color-RY-L",1
37,38,2453,"2Nt4vVUsEA","Affect-16","Shape-BK4-H","Shape-BK4-L","Affect-PD-L","Affect-PD-H",0
38,39,2843,"2Nt4vVUsEA","Affect-16","Affect-SC-L","Affect-SC-H","Speed-SP1-L","Speed-SP1-H",0
39,40,3632,"2Nt4vVUsEA","Affect-16","Affect-EB-L","Affect-EB-H","Brightness-Diamonds-H","Brightness-Diamonds-L",1
40,41,3394,"2Nt4vVUsEA","Affect-16","Affect-PD-H","Affect-PD-L","Color-RY-L","Color-RY-H",0
41,42,6016,"2Nt4vVUsEA","Affect-16","Affect-PD-H","Affect-PD-L","Amp-Piano-L","Amp-Piano-H",0
42,43,216153,"2Nt4vVUsEA","Affect-16","Affect-EB-L","Affect-EB-H","Speed-SP1-H","Speed-SP1-L",1
43,44,2318,"2Nt4vVUsEA","Affect-16","Affect-SC-L","Affect-SC-H","Size-Triangles-L","Size-Triangles-H",0
44,45,5150,"2Nt4vVUsEA","Affect-16","Shape-BK4-H","Shape-BK4-L","Affect-HS-H","Affect-HS-L",0
45,46,5674,"2Nt4vVUsEA","Affect-16","Noise-Piano-L","Noise-Piano-H","Affect-SC-L","Affect-SC-H",1
46,47,10595,"2Nt4vVUsEA","Affect-16","Pitch-Piano-H","Pitch-Piano-L","Affect-HS-H","Affect-HS-L",0
47,48,3085,"2Nt4vVUsEA","Affect-16","Brightness-Diamonds-L","Brightness-Diamonds-H","Affect-EB-H","Affect-EB-L",1
48,49,4588,"2Nt4vVUsEA","Affect-16","Affect-PD-H","Affect-PD-L","Noise-Piano-L","Noise-Piano-H",0
49,50,7371,"2Nt4vVUsEA","Affect-16","Pitch-Piano-H","Pitch-Piano-L","Affect-PD-L","Affect-PD-H",1
50,51,4702,"2Nt4vVUsEA","Affect-16","Affect-EB-L","Affect-EB-H","Color-RY-H","Color-RY-L",1
51,52,26422,"2Nt4vVUsEA","Affect-16","Affect-EB-L","Affect-EB-H","Pitch-Piano-H","Pitch-Piano-L",1
52,53,2160,"2Nt4vVUsEA","Affect-16","Shape-BK4-L","Shape-BK4-H","Affect-EB-H","Affect-EB-L",0
53,54,2745,"2Nt4vVUsEA","Affect-16","Affect-SC-L","Affect-SC-H","Brightness-Diamonds-L","Brightness-Diamonds-H",0
54,55,2381,"2Nt4vVUsEA","Affect-16","Affect-SC-L","Affect-SC-H","Shape-BK4-L","Shape-BK4-H",0
55,56,5178,"2Nt4vVUsEA","Affect-16","Affect-SC-L","Affect-SC-H","Pitch-Piano-L","Pitch-Piano-H",0
56,57,2426,"2Nt4vVUsEA","Affect-16","Size-Triangles-H","Size-Triangles-L","Affect-HS-H","Affect-HS-L",0
57,58,4517,"2Nt4vVUsEA","Affect-16","Pitch-Piano-L","Pitch-Piano-H","Affect-EB-H","Affect-EB-L",1
58,59,5062,"2Nt4vVUsEA","Affect-16","Shape-BK4-L","Shape-BK4-H","Affect-SC-L","Affect-SC-H",0
59,60,3965,"2Nt4vVUsEA","Affect-16","Affect-EB-L","Affect-EB-H","Amp-Piano-H","Amp-Piano-L",1
60,61,4497,"2Nt4vVUsEA","Affect-16","Noise-Piano-H","Noise-Piano-L","Affect-HS-H","Affect-HS-L",1
61,62,3008,"2Nt4vVUsEA","Affect-16","Affect-PD-H","Affect-PD-L","Shape-BK4-L","Shape-BK4-H",1
62,63,6049,"2Nt4vVUsEA","Affect-16","Amp-Piano-L","Amp-Piano-H","Affect-SC-L","Affect-SC-H",0
63,64,4949,"2Nt4vVUsEA","Affect-16","Amp-Piano-H","Amp-Piano-L","Affect-PD-L","Affect-PD-H",0
0,1,4383,"4CwgPWWDdT","Affect-40","Affect-SC-H","Affect-SC-L","Noise-Piano-H","Noise-Piano-L",0
1,2,3953,"4CwgPWWDdT","Affect-40","Affect-HS-L","Affect-HS-H","Speed-SP1-H","Speed-SP1-L",1
2,3,4693,"4CwgPWWDdT","Affect-40","Shape-BK4-L","Shape-BK4-H","Affect-EB-L","Affect-EB-H",0
3,4,4595,"4CwgPWWDdT","Affect-40","Affect-HS-L","Affect-HS-H","Noise-Piano-H","Noise-Piano-L",0
4,5,3697,"4CwgPWWDdT","Affect-40","Affect-PD-H","Affect-PD-L","Pitch-Piano-L","Pitch-Piano-H",1
5,6,3027,"4CwgPWWDdT","Affect-40","Brightness-Circles-H","Brightness-Circles-L","Affect-SC-H","Affect-SC-L",1
6,7,2725,"4CwgPWWDdT","Affect-40","Speed-SP1-L","Speed-SP1-H","Affect-HS-H","Affect-HS-L",1
7,8,2797,"4CwgPWWDdT","Affect-40","Affect-HS-L","Affect-HS-H","Brightness-Circles-H","Brightness-Circles-L",1
8,9,3049,"4CwgPWWDdT","Affect-40","Shape-BK4-L","Shape-BK4-H","Affect-HS-H","Affect-HS-L",0
9,10,2218,"4CwgPWWDdT","Affect-40","Color-YB-L","Color-YB-H","Affect-HS-H","Affect-HS-L",1
10,11,4991,"4CwgPWWDdT","Affect-40","Shape-BK4-H","Shape-BK4-L","Affect-SC-H","Affect-SC-L",0
11,12,8328,"4CwgPWWDdT","Affect-40","Amp-Tone-H","Amp-Tone-L","Affect-SC-H","Affect-SC-L",1
12,13,4043,"4CwgPWWDdT","Affect-40","Affect-SC-H","Affect-SC-L","Pitch-Piano-H","Pitch-Piano-L",1
13,14,2772,"4CwgPWWDdT","Affect-40","Affect-HS-L","Affect-HS-H","Size-Circles-H","Size-Circles-L",1
14,15,2896,"4CwgPWWDdT","Affect-40","Affect-SC-H","Affect-SC-L","Color-YB-H","Color-YB-L",0
15,16,4575,"4CwgPWWDdT","Affect-40","Noise-Piano-H","Noise-Piano-L","Affect-PD-L","Affect-PD-H",0
16,17,4767,"4CwgPWWDdT","Affect-40","Noise-Piano-L","Noise-Piano-H","Affect-EB-L","Affect-EB-H",1
17,18,12869,"4CwgPWWDdT","Affect-40","Affect-SC-H","Affect-SC-L","Brightness-Circles-H","Brightness-Circles-L",1
18,19,2255,"4CwgPWWDdT","Affect-40","Size-Circles-L","Size-Circles-H","Affect-HS-H","Affect-HS-L",1
19,20,4047,"4CwgPWWDdT","Affect-40","Affect-HS-L","Affect-HS-H","Amp-Tone-H","Amp-Tone-L",1
20,21,5412,"4CwgPWWDdT","Affect-40","Affect-EB-L","Affect-EB-H","Pitch-Piano-L","Pitch-Piano-H",1
21,22,3235,"4CwgPWWDdT","Affect-40","Size-Circles-L","Size-Circles-H","Affect-EB-L","Affect-EB-H",0
22,23,5573,"4CwgPWWDdT","Affect-40","Pitch-Piano-H","Pitch-Piano-L","Affect-PD-L","Affect-PD-H",1
23,24,4510,"4CwgPWWDdT","Affect-40","Affect-EB-L","Affect-EB-H","Amp-Tone-L","Amp-Tone-H",0
24,25,3334,"4CwgPWWDdT","Affect-40","Speed-SP1-L","Speed-SP1-H","Affect-EB-L","Affect-EB-H",0
25,26,2031,"4CwgPWWDdT","Affect-40","Affect-SC-H","Affect-SC-L","Size-Circles-H","Size-Circles-L",1
26,27,2314,"4CwgPWWDdT","Affect-40","Affect-EB-L","Affect-EB-H","Speed-SP1-L","Speed-SP1-H",0
27,28,2301,"4CwgPWWDdT","Affect-40","Affect-PD-H","Affect-PD-L","Shape-BK4-L","Shape-BK4-H",1
28,29,4147,"4CwgPWWDdT","Affect-40","Affect-SC-H","Affect-SC-L","Amp-Tone-H","Amp-Tone-L",0
29,30,3385,"4CwgPWWDdT","Affect-40","Size-Circles-H","Size-Circles-L","Affect-SC-H","Affect-SC-L",0
30,31,3070,"4CwgPWWDdT","Affect-40","Brightness-Circles-L","Brightness-Circles-H","Affect-EB-L","Affect-EB-H",0
31,32,1968,"4CwgPWWDdT","Affect-40","Affect-PD-H","Affect-PD-L","Size-Circles-L","Size-Circles-H",1
32,33,1216,"4CwgPWWDdT","Affect-40","Affect-EB-L","Affect-EB-H","Brightness-Circles-L","Brightness-Circles-H",0
33,34,4902,"4CwgPWWDdT","Affect-40","Pitch-Piano-L","Pitch-Piano-H","Affect-EB-L","Affect-EB-H",1
34,35,6095,"4CwgPWWDdT","Affect-40","Noise-Piano-L","Noise-Piano-H","Affect-HS-H","Affect-HS-L",0
35,36,4453,"4CwgPWWDdT","Affect-40","Affect-EB-L","Affect-EB-H","Noise-Piano-L","Noise-Piano-H",1
36,37,4186,"4CwgPWWDdT","Affect-40","Affect-PD-H","Affect-PD-L","Amp-Tone-L","Amp-Tone-H",1
37,38,3946,"4CwgPWWDdT","Affect-40","Brightness-Circles-L","Brightness-Circles-H","Affect-HS-H","Affect-HS-L",1
38,39,1946,"4CwgPWWDdT","Affect-40","Affect-EB-L","Affect-EB-H","Color-YB-L","Color-YB-H",0
39,40,2247,"4CwgPWWDdT","Affect-40","Color-YB-L","Color-YB-H","Affect-EB-L","Affect-EB-H",0
40,41,4445,"4CwgPWWDdT","Affect-40","Pitch-Piano-L","Pitch-Piano-H","Affect-HS-H","Affect-HS-L",1
41,42,2850,"4CwgPWWDdT","Affect-40","Affect-EB-L","Affect-EB-H","Size-Circles-L","Size-Circles-H",0
42,43,3294,"4CwgPWWDdT","Affect-40","Shape-BK4-H","Shape-BK4-L","Affect-PD-L","Affect-PD-H",0
43,44,2282,"4CwgPWWDdT","Affect-40","Affect-EB-L","Affect-EB-H","Shape-BK4-L","Shape-BK4-H",1
44,45,2832,"4CwgPWWDdT","Affect-40","Brightness-Circles-H","Brightness-Circles-L","Affect-PD-L","Affect-PD-H",1
45,46,2112,"4CwgPWWDdT","Affect-40","Speed-SP1-H","Speed-SP1-L","Affect-PD-L","Affect-PD-H",1
46,47,1872,"4CwgPWWDdT","Affect-40","Size-Circles-H","Size-Circles-L","Affect-PD-L","Affect-PD-H",1
47,48,2320,"4CwgPWWDdT","Affect-40","Color-YB-H","Color-YB-L","Affect-SC-H","Affect-SC-L",1
48,49,1982,"4CwgPWWDdT","Affect-40","Affect-PD-H","Affect-PD-L","Brightness-Circles-L","Brightness-Circles-H",1
49,50,5662,"4CwgPWWDdT","Affect-40","Noise-Piano-H","Noise-Piano-L","Affect-SC-H","Affect-SC-L",0
50,51,5219,"4CwgPWWDdT","Affect-40","Amp-Tone-L","Amp-Tone-H","Affect-EB-L","Affect-EB-H",0
51,52,3609,"4CwgPWWDdT","Affect-40","Amp-Tone-H","Amp-Tone-L","Affect-PD-L","Affect-PD-H",1
52,53,2420,"4CwgPWWDdT","Affect-40","Affect-PD-H","Affect-PD-L","Color-YB-L","Color-YB-H",1
53,54,3744,"4CwgPWWDdT","Affect-40","Affect-PD-H","Affect-PD-L","Noise-Piano-L","Noise-Piano-H",0
54,55,4763,"4CwgPWWDdT","Affect-40","Speed-SP1-H","Speed-SP1-L","Affect-SC-H","Affect-SC-L",1
55,56,1931,"4CwgPWWDdT","Affect-40","Affect-SC-H","Affect-SC-L","Speed-SP1-H","Speed-SP1-L",0
56,57,3409,"4CwgPWWDdT","Affect-40","Affect-HS-L","Affect-HS-H","Color-YB-H","Color-YB-L",1
57,58,4903,"4CwgPWWDdT","Affect-40","Color-YB-H","Color-YB-L","Affect-PD-L","Affect-PD-H",1
58,59,4923,"4CwgPWWDdT","Affect-40","Affect-HS-L","Affect-HS-H","Shape-BK4-H","Shape-BK4-L",0
59,60,4046,"4CwgPWWDdT","Affect-40","Pitch-Piano-H","Pitch-Piano-L","Affect-SC-H","Affect-SC-L",1
60,61,4039,"4CwgPWWDdT","Affect-40","Affect-HS-L","Affect-HS-H","Pitch-Piano-H","Pitch-Piano-L",0
61,62,2578,"4CwgPWWDdT","Affect-40","Affect-SC-H","Affect-SC-L","Shape-BK4-H","Shape-BK4-L",0
62,63,4297,"4CwgPWWDdT","Affect-40","Amp-Tone-L","Amp-Tone-H","Affect-HS-H","Affect-HS-L",1
63,64,2037,"4CwgPWWDdT","Affect-40","Affect-PD-H","Affect-PD-L","Speed-SP1-L","Speed-SP1-H",1
0,1,16354,"4Ua6uJkClC","Affect-37","Noise-Pulse-L","Noise-Pulse-H","Affect-SC-H","Affect-SC-L",1
1,2,7898,"4Ua6uJkClC","Affect-37","Affect-HS-H","Affect-HS-L","Noise-Pulse-L","Noise-Pulse-H",1
2,3,5981,"4Ua6uJkClC","Affect-37","Affect-SC-L","Affect-SC-H","Size-Circles-H","Size-Circles-L",1
3,4,8019,"4Ua6uJkClC","Affect-37","Affect-EB-H","Affect-EB-L","Color-RB-H","Color-RB-L",0
4,5,3558,"4Ua6uJkClC","Affect-37","Brightness-Circles-L","Brightness-Circles-H","Affect-SC-H","Affect-SC-L",1
5,6,5290,"4Ua6uJkClC","Affect-37","Size-Circles-H","Size-Circles-L","Affect-EB-H","Affect-EB-L",0
6,7,2529,"4Ua6uJkClC","Affect-37","Size-Circles-L","Size-Circles-H","Affect-SC-H","Affect-SC-L",1
7,8,10531,"4Ua6uJkClC","Affect-37","Affect-SC-L","Affect-SC-H","Amp-Hum-H","Amp-Hum-L",1
8,9,6269,"4Ua6uJkClC","Affect-37","Affect-PD-L","Affect-PD-H","Speed-SP4-L","Speed-SP4-H",0
9,10,5368,"4Ua6uJkClC","Affect-37","Color-RB-L","Color-RB-H","Affect-SC-H","Affect-SC-L",1
10,11,8340,"4Ua6uJkClC","Affect-37","Pitch-Pulse-L","Pitch-Pulse-H","Affect-SC-H","Affect-SC-L",0
11,12,5350,"4Ua6uJkClC","Affect-37","Affect-PD-L","Affect-PD-H","Shape-BK4-L","Shape-BK4-H",1
12,13,3696,"4Ua6uJkClC","Affect-37","Affect-HS-H","Affect-HS-L","Speed-SP4-L","Speed-SP4-H",1
13,14,6444,"4Ua6uJkClC","Affect-37","Affect-EB-H","Affect-EB-L","Amp-Hum-H","Amp-Hum-L",0
14,15,6204,"4Ua6uJkClC","Affect-37","Brightness-Circles-L","Brightness-Circles-H","Affect-PD-L","Affect-PD-H",0
15,16,9068,"4Ua6uJkClC","Affect-37","Affect-PD-L","Affect-PD-H","Amp-Hum-L","Amp-Hum-H",0
16,17,5562,"4Ua6uJkClC","Affect-37","Amp-Hum-H","Amp-Hum-L","Affect-HS-L","Affect-HS-H",1
17,18,20246,"4Ua6uJkClC","Affect-37","Noise-Pulse-H","Noise-Pulse-L","Affect-EB-H","Affect-EB-L",1
18,19,8812,"4Ua6uJkClC","Affect-37","Shape-BK4-H","Shape-BK4-L","Affect-HS-L","Affect-HS-H",0
19,20,9718,"4Ua6uJkClC","Affect-37","Affect-HS-H","Affect-HS-L","Pitch-Pulse-L","Pitch-Pulse-H",0
20,21,9896,"4Ua6uJkClC","Affect-37","Pitch-Pulse-L","Pitch-Pulse-H","Affect-PD-L","Affect-PD-H",0
