"Id"	"TrialNum"	"Focal1"	"Inducer"	"Concurrent"	"TrialType"	"InducerL"	"InducerR"	"ConcurrentL"	"ConcurrentR"
"Affect-11"	1	"Affect"	"Affect"	"Shape"	1	"Affect-HS-H"	"Affect-HS-L"	"Shape-BK2-H"	"Shape-BK2-L"
"Affect-11"	2	"Affect"	"Brightness"	"Affect"	2	"Brightness-Squares-H"	"Brightness-Squares-L"	"Affect-EB-L"	"Affect-EB-H"
"Affect-11"	3	"Affect"	"Brightness"	"Affect"	4	"Brightness-Squares-L"	"Brightness-Squares-H"	"Affect-SC-L"	"Affect-SC-H"
"Affect-11"	4	"Affect"	"Affect"	"Pitch"	1	"Affect-HS-H"	"Affect-HS-L"	"Pitch-Hum-H"	"Pitch-Hum-L"
"Affect-11"	5	"Affect"	"Affect"	"Color"	1	"Affect-HS-H"	"Affect-HS-L"	"Color-YB-H"	"Color-YB-L"
"Affect-11"	6	"Affect"	"Affect"	"Size"	2	"Affect-EB-H"	"Affect-EB-L"	"Size-Circles-L"	"Size-Circles-H"
"Affect-11"	7	"Affect"	"Affect"	"Amp"	1	"Affect-HS-H"	"Affect-HS-L"	"Amp-Hum-H"	"Amp-Hum-L"
"Affect-11"	8	"Affect"	"Color"	"Affect"	4	"Color-YB-L"	"Color-YB-H"	"Affect-SC-L"	"Affect-SC-H"
"Affect-11"	9	"Affect"	"Size"	"Affect"	3	"Size-Circles-L"	"Size-Circles-H"	"Affect-PD-H"	"Affect-PD-L"
"Affect-11"	10	"Affect"	"Pitch"	"Affect"	3	"Pitch-Hum-L"	"Pitch-Hum-H"	"Affect-PD-H"	"Affect-PD-L"
"Affect-11"	11	"Affect"	"Affect"	"Size"	1	"Affect-HS-H"	"Affect-HS-L"	"Size-Circles-H"	"Size-Circles-L"
"Affect-11"	12	"Affect"	"Affect"	"Noise"	1	"Affect-HS-H"	"Affect-HS-L"	"Noise-Tone-H"	"Noise-Tone-L"
"Affect-11"	13	"Affect"	"Shape"	"Affect"	2	"Shape-BK2-H"	"Shape-BK2-L"	"Affect-EB-L"	"Affect-EB-H"
"Affect-11"	14	"Affect"	"Noise"	"Affect"	1	"Noise-Tone-H"	"Noise-Tone-L"	"Affect-HS-H"	"Affect-HS-L"
"Affect-11"	15	"Affect"	"Affect"	"Amp"	2	"Affect-EB-H"	"Affect-EB-L"	"Amp-Hum-L"	"Amp-Hum-H"
"Affect-11"	16	"Affect"	"Affect"	"Size"	3	"Affect-PD-L"	"Affect-PD-H"	"Size-Circles-H"	"Size-Circles-L"
"Affect-11"	17	"Affect"	"Color"	"Affect"	3	"Color-YB-L"	"Color-YB-H"	"Affect-PD-H"	"Affect-PD-L"
"Affect-11"	18	"Affect"	"Shape"	"Affect"	4	"Shape-BK2-L"	"Shape-BK2-H"	"Affect-SC-L"	"Affect-SC-H"
"Affect-11"	19	"Affect"	"Affect"	"Brightness"	4	"Affect-SC-L"	"Affect-SC-H"	"Brightness-Squares-L"	"Brightness-Squares-H"
"Affect-11"	20	"Affect"	"Affect"	"Pitch"	3	"Affect-PD-L"	"Affect-PD-H"	"Pitch-Hum-H"	"Pitch-Hum-L"
"Affect-11"	21	"Affect"	"Affect"	"Speed"	4	"Affect-SC-L"	"Affect-SC-H"	"Speed-SP2-L"	"Speed-SP2-H"
"Affect-11"	22	"Affect"	"Speed"	"Affect"	3	"Speed-SP2-L"	"Speed-SP2-H"	"Affect-PD-H"	"Affect-PD-L"
"Affect-11"	23	"Affect"	"Affect"	"Noise"	2	"Affect-EB-H"	"Affect-EB-L"	"Noise-Tone-L"	"Noise-Tone-H"
"Affect-11"	24	"Affect"	"Amp"	"Affect"	3	"Amp-Hum-L"	"Amp-Hum-H"	"Affect-PD-H"	"Affect-PD-L"
"Affect-11"	25	"Affect"	"Affect"	"Speed"	2	"Affect-EB-H"	"Affect-EB-L"	"Speed-SP2-L"	"Speed-SP2-H"
"Affect-11"	26	"Affect"	"Noise"	"Affect"	3	"Noise-Tone-L"	"Noise-Tone-H"	"Affect-PD-H"	"Affect-PD-L"
"Affect-11"	27	"Affect"	"Amp"	"Affect"	2	"Amp-Hum-H"	"Amp-Hum-L"	"Affect-EB-L"	"Affect-EB-H"
"Affect-11"	28	"Affect"	"Amp"	"Affect"	1	"Amp-Hum-H"	"Amp-Hum-L"	"Affect-HS-H"	"Affect-HS-L"
"Affect-11"	29	"Affect"	"Affect"	"Brightness"	1	"Affect-HS-H"	"Affect-HS-L"	"Brightness-Squares-H"	"Brightness-Squares-L"
"Affect-11"	30	"Affect"	"Affect"	"Shape"	4	"Affect-SC-L"	"Affect-SC-H"	"Shape-BK2-L"	"Shape-BK2-H"
"Affect-11"	31	"Affect"	"Pitch"	"Affect"	4	"Pitch-Hum-L"	"Pitch-Hum-H"	"Affect-SC-L"	"Affect-SC-H"
"Affect-11"	32	"Affect"	"Size"	"Affect"	4	"Size-Circles-L"	"Size-Circles-H"	"Affect-SC-L"	"Affect-SC-H"
"Affect-11"	33	"Affect"	"Affect"	"Noise"	4	"Affect-SC-L"	"Affect-SC-H"	"Noise-Tone-L"	"Noise-Tone-H"
"Affect-11"	34	"Affect"	"Speed"	"Affect"	1	"Speed-SP2-H"	"Speed-SP2-L"	"Affect-HS-H"	"Affect-HS-L"
"Affect-11"	35	"Affect"	"Affect"	"Brightness"	2	"Affect-EB-H"	"Affect-EB-L"	"Brightness-Squares-L"	"Brightness-Squares-H"
"Affect-11"	36	"Affect"	"Affect"	"Noise"	3	"Affect-PD-L"	"Affect-PD-H"	"Noise-Tone-H"	"Noise-Tone-L"
"Affect-11"	37	"Affect"	"Shape"	"Affect"	1	"Shape-BK2-H"	"Shape-BK2-L"	"Affect-HS-H"	"Affect-HS-L"
"Affect-11"	38	"Affect"	"Affect"	"Pitch"	2	"Affect-EB-H"	"Affect-EB-L"	"Pitch-Hum-L"	"Pitch-Hum-H"
"Affect-11"	39	"Affect"	"Color"	"Affect"	2	"Color-YB-H"	"Color-YB-L"	"Affect-EB-L"	"Affect-EB-H"
"Affect-11"	40	"Affect"	"Affect"	"Color"	3	"Affect-PD-L"	"Affect-PD-H"	"Color-YB-H"	"Color-YB-L"
"Affect-11"	41	"Affect"	"Pitch"	"Affect"	1	"Pitch-Hum-H"	"Pitch-Hum-L"	"Affect-HS-H"	"Affect-HS-L"
"Affect-11"	42	"Affect"	"Noise"	"Affect"	2	"Noise-Tone-H"	"Noise-Tone-L"	"Affect-EB-L"	"Affect-EB-H"
"Affect-11"	43	"Affect"	"Size"	"Affect"	2	"Size-Circles-H"	"Size-Circles-L"	"Affect-EB-L"	"Affect-EB-H"
"Affect-11"	44	"Affect"	"Noise"	"Affect"	4	"Noise-Tone-L"	"Noise-Tone-H"	"Affect-SC-L"	"Affect-SC-H"
"Affect-11"	45	"Affect"	"Affect"	"Speed"	1	"Affect-HS-H"	"Affect-HS-L"	"Speed-SP2-H"	"Speed-SP2-L"
"Affect-11"	46	"Affect"	"Pitch"	"Affect"	2	"Pitch-Hum-H"	"Pitch-Hum-L"	"Affect-EB-L"	"Affect-EB-H"
"Affect-11"	47	"Affect"	"Affect"	"Amp"	3	"Affect-PD-L"	"Affect-PD-H"	"Amp-Hum-H"	"Amp-Hum-L"
"Affect-11"	48	"Affect"	"Speed"	"Affect"	2	"Speed-SP2-H"	"Speed-SP2-L"	"Affect-EB-L"	"Affect-EB-H"
"Affect-11"	49	"Affect"	"Affect"	"Size"	4	"Affect-SC-L"	"Affect-SC-H"	"Size-Circles-L"	"Size-Circles-H"
"Affect-11"	50	"Affect"	"Affect"	"Color"	4	"Affect-SC-L"	"Affect-SC-H"	"Color-YB-L"	"Color-YB-H"
"Affect-11"	51	"Affect"	"Shape"	"Affect"	3	"Shape-BK2-L"	"Shape-BK2-H"	"Affect-PD-H"	"Affect-PD-L"
"Affect-11"	52	"Affect"	"Speed"	"Affect"	4	"Speed-SP2-L"	"Speed-SP2-H"	"Affect-SC-L"	"Affect-SC-H"
"Affect-11"	53	"Affect"	"Affect"	"Shape"	3	"Affect-PD-L"	"Affect-PD-H"	"Shape-BK2-H"	"Shape-BK2-L"
"Affect-11"	54	"Affect"	"Affect"	"Pitch"	4	"Affect-SC-L"	"Affect-SC-H"	"Pitch-Hum-L"	"Pitch-Hum-H"
"Affect-11"	55	"Affect"	"Brightness"	"Affect"	3	"Brightness-Squares-L"	"Brightness-Squares-H"	"Affect-PD-H"	"Affect-PD-L"
"Affect-11"	56	"Affect"	"Affect"	"Speed"	3	"Affect-PD-L"	"Affect-PD-H"	"Speed-SP2-H"	"Speed-SP2-L"
"Affect-11"	57	"Affect"	"Brightness"	"Affect"	1	"Brightness-Squares-H"	"Brightness-Squares-L"	"Affect-HS-H"	"Affect-HS-L"
"Affect-11"	58	"Affect"	"Affect"	"Brightness"	3	"Affect-PD-L"	"Affect-PD-H"	"Brightness-Squares-H"	"Brightness-Squares-L"
"Affect-11"	59	"Affect"	"Affect"	"Shape"	2	"Affect-EB-H"	"Affect-EB-L"	"Shape-BK2-L"	"Shape-BK2-H"
"Affect-11"	60	"Affect"	"Affect"	"Amp"	4	"Affect-SC-L"	"Affect-SC-H"	"Amp-Hum-L"	"Amp-Hum-H"
"Affect-11"	61	"Affect"	"Color"	"Affect"	1	"Color-YB-H"	"Color-YB-L"	"Affect-HS-H"	"Affect-HS-L"
"Affect-11"	62	"Affect"	"Amp"	"Affect"	4	"Amp-Hum-L"	"Amp-Hum-H"	"Affect-SC-L"	"Affect-SC-H"
"Affect-11"	63	"Affect"	"Affect"	"Color"	2	"Affect-EB-H"	"Affect-EB-L"	"Color-YB-L"	"Color-YB-H"
"Affect-11"	64	"Affect"	"Size"	"Affect"	1	"Size-Circles-H"	"Size-Circles-L"	"Affect-HS-H"	"Affect-HS-L"
