"Id"	"TrialNum"	"Focal1"	"Inducer"	"Concurrent"	"TrialType"	"InducerL"	"InducerR"	"ConcurrentL"	"ConcurrentR"
"Affect-25"	1	"Affect"	"Brightness"	"Affect"	4	"Brightness-Diamonds-L"	"Brightness-Diamonds-H"	"Affect-HS-L"	"Affect-HS-H"
"Affect-25"	2	"Affect"	"Size"	"Affect"	1	"Size-Triangles-H"	"Size-Triangles-L"	"Affect-PD-H"	"Affect-PD-L"
"Affect-25"	3	"Affect"	"Affect"	"Amp"	2	"Affect-EB-H"	"Affect-EB-L"	"Amp-Hum-L"	"Amp-Hum-H"
"Affect-25"	4	"Affect"	"Amp"	"Affect"	1	"Amp-Hum-H"	"Amp-Hum-L"	"Affect-PD-H"	"Affect-PD-L"
"Affect-25"	5	"Affect"	"Affect"	"Pitch"	3	"Affect-SC-L"	"Affect-SC-H"	"Pitch-Piano-H"	"Pitch-Piano-L"
"Affect-25"	6	"Affect"	"Noise"	"Affect"	2	"Noise-Pulse-H"	"Noise-Pulse-L"	"Affect-EB-L"	"Affect-EB-H"
"Affect-25"	7	"Affect"	"Size"	"Affect"	2	"Size-Triangles-H"	"Size-Triangles-L"	"Affect-EB-L"	"Affect-EB-H"
"Affect-25"	8	"Affect"	"Color"	"Affect"	3	"Color-RG-L"	"Color-RG-H"	"Affect-SC-H"	"Affect-SC-L"
"Affect-25"	9	"Affect"	"Affect"	"Noise"	3	"Affect-SC-L"	"Affect-SC-H"	"Noise-Pulse-H"	"Noise-Pulse-L"
"Affect-25"	10	"Affect"	"Pitch"	"Affect"	2	"Pitch-Piano-H"	"Pitch-Piano-L"	"Affect-EB-L"	"Affect-EB-H"
"Affect-25"	11	"Affect"	"Affect"	"Shape"	1	"Affect-PD-H"	"Affect-PD-L"	"Shape-BK2-H"	"Shape-BK2-L"
"Affect-25"	12	"Affect"	"Shape"	"Affect"	4	"Shape-BK2-L"	"Shape-BK2-H"	"Affect-HS-L"	"Affect-HS-H"
"Affect-25"	13	"Affect"	"Affect"	"Color"	2	"Affect-EB-H"	"Affect-EB-L"	"Color-RG-L"	"Color-RG-H"
"Affect-25"	14	"Affect"	"Affect"	"Speed"	1	"Affect-PD-H"	"Affect-PD-L"	"Speed-SP1-H"	"Speed-SP1-L"
"Affect-25"	15	"Affect"	"Affect"	"Size"	1	"Affect-PD-H"	"Affect-PD-L"	"Size-Triangles-H"	"Size-Triangles-L"
"Affect-25"	16	"Affect"	"Brightness"	"Affect"	3	"Brightness-Diamonds-L"	"Brightness-Diamonds-H"	"Affect-SC-H"	"Affect-SC-L"
"Affect-25"	17	"Affect"	"Affect"	"Speed"	3	"Affect-SC-L"	"Affect-SC-H"	"Speed-SP1-H"	"Speed-SP1-L"
"Affect-25"	18	"Affect"	"Speed"	"Affect"	1	"Speed-SP1-H"	"Speed-SP1-L"	"Affect-PD-H"	"Affect-PD-L"
"Affect-25"	19	"Affect"	"Affect"	"Brightness"	1	"Affect-PD-H"	"Affect-PD-L"	"Brightness-Diamonds-H"	"Brightness-Diamonds-L"
"Affect-25"	20	"Affect"	"Shape"	"Affect"	2	"Shape-BK2-H"	"Shape-BK2-L"	"Affect-EB-L"	"Affect-EB-H"
"Affect-25"	21	"Affect"	"Color"	"Affect"	2	"Color-RG-H"	"Color-RG-L"	"Affect-EB-L"	"Affect-EB-H"
"Affect-25"	22	"Affect"	"Speed"	"Affect"	4	"Speed-SP1-L"	"Speed-SP1-H"	"Affect-HS-L"	"Affect-HS-H"
"Affect-25"	23	"Affect"	"Affect"	"Brightness"	4	"Affect-HS-L"	"Affect-HS-H"	"Brightness-Diamonds-L"	"Brightness-Diamonds-H"
"Affect-25"	24	"Affect"	"Affect"	"Brightness"	3	"Affect-SC-L"	"Affect-SC-H"	"Brightness-Diamonds-H"	"Brightness-Diamonds-L"
"Affect-25"	25	"Affect"	"Size"	"Affect"	3	"Size-Triangles-L"	"Size-Triangles-H"	"Affect-SC-H"	"Affect-SC-L"
"Affect-25"	26	"Affect"	"Affect"	"Pitch"	2	"Affect-EB-H"	"Affect-EB-L"	"Pitch-Piano-L"	"Pitch-Piano-H"
"Affect-25"	27	"Affect"	"Affect"	"Brightness"	2	"Affect-EB-H"	"Affect-EB-L"	"Brightness-Diamonds-L"	"Brightness-Diamonds-H"
"Affect-25"	28	"Affect"	"Amp"	"Affect"	2	"Amp-Hum-H"	"Amp-Hum-L"	"Affect-EB-L"	"Affect-EB-H"
"Affect-25"	29	"Affect"	"Affect"	"Shape"	4	"Affect-HS-L"	"Affect-HS-H"	"Shape-BK2-L"	"Shape-BK2-H"
"Affect-25"	30	"Affect"	"Pitch"	"Affect"	1	"Pitch-Piano-H"	"Pitch-Piano-L"	"Affect-PD-H"	"Affect-PD-L"
"Affect-25"	31	"Affect"	"Affect"	"Noise"	2	"Affect-EB-H"	"Affect-EB-L"	"Noise-Pulse-L"	"Noise-Pulse-H"
"Affect-25"	32	"Affect"	"Speed"	"Affect"	2	"Speed-SP1-H"	"Speed-SP1-L"	"Affect-EB-L"	"Affect-EB-H"
"Affect-25"	33	"Affect"	"Amp"	"Affect"	3	"Amp-Hum-L"	"Amp-Hum-H"	"Affect-SC-H"	"Affect-SC-L"
"Affect-25"	34	"Affect"	"Shape"	"Affect"	1	"Shape-BK2-H"	"Shape-BK2-L"	"Affect-PD-H"	"Affect-PD-L"
"Affect-25"	35	"Affect"	"Pitch"	"Affect"	3	"Pitch-Piano-L"	"Pitch-Piano-H"	"Affect-SC-H"	"Affect-SC-L"
"Affect-25"	36	"Affect"	"Affect"	"Speed"	2	"Affect-EB-H"	"Affect-EB-L"	"Speed-SP1-L"	"Speed-SP1-H"
"Affect-25"	37	"Affect"	"Affect"	"Amp"	3	"Affect-SC-L"	"Affect-SC-H"	"Amp-Hum-H"	"Amp-Hum-L"
"Affect-25"	38	"Affect"	"Affect"	"Pitch"	4	"Affect-HS-L"	"Affect-HS-H"	"Pitch-Piano-L"	"Pitch-Piano-H"
"Affect-25"	39	"Affect"	"Affect"	"Noise"	1	"Affect-PD-H"	"Affect-PD-L"	"Noise-Pulse-H"	"Noise-Pulse-L"
"Affect-25"	40	"Affect"	"Affect"	"Size"	4	"Affect-HS-L"	"Affect-HS-H"	"Size-Triangles-L"	"Size-Triangles-H"
