"Id"	"TrialNum"	"Focal1"	"Inducer"	"Concurrent"	"TrialType"	"InducerL"	"InducerR"	"ConcurrentL"	"ConcurrentR"
"Affect-86"	1	"Affect"	"Affect"	"Shape"	1	"Affect-PD-H"	"Affect-PD-L"	"Shape-BK3-H"	"Shape-BK3-L"
"Affect-86"	2	"Affect"	"Affect"	"Amp"	1	"Affect-PD-H"	"Affect-PD-L"	"Amp-Tone-H"	"Amp-Tone-L"
"Affect-86"	3	"Affect"	"Color"	"Affect"	4	"Color-RY-L"	"Color-RY-H"	"Affect-EB-L"	"Affect-EB-H"
"Affect-86"	4	"Affect"	"Affect"	"Brightness"	2	"Affect-SC-H"	"Affect-SC-L"	"Brightness-Diamonds-L"	"Brightness-Diamonds-H"
"Affect-86"	5	"Affect"	"Affect"	"Brightness"	3	"Affect-HS-L"	"Affect-HS-H"	"Brightness-Diamonds-H"	"Brightness-Diamonds-L"
"Affect-86"	6	"Affect"	"Speed"	"Affect"	2	"Speed-SP4-H"	"Speed-SP4-L"	"Affect-SC-L"	"Affect-SC-H"
"Affect-86"	7	"Affect"	"Affect"	"Brightness"	4	"Affect-EB-L"	"Affect-EB-H"	"Brightness-Diamonds-L"	"Brightness-Diamonds-H"
"Affect-86"	8	"Affect"	"Affect"	"Size"	1	"Affect-PD-H"	"Affect-PD-L"	"Size-Triangles-H"	"Size-Triangles-L"
"Affect-86"	9	"Affect"	"Affect"	"Noise"	2	"Affect-SC-H"	"Affect-SC-L"	"Noise-Tone-L"	"Noise-Tone-H"
"Affect-86"	10	"Affect"	"Pitch"	"Affect"	1	"Pitch-Pulse-H"	"Pitch-Pulse-L"	"Affect-PD-H"	"Affect-PD-L"
"Affect-86"	11	"Affect"	"Affect"	"Amp"	2	"Affect-SC-H"	"Affect-SC-L"	"Amp-Tone-L"	"Amp-Tone-H"
"Affect-86"	12	"Affect"	"Shape"	"Affect"	3	"Shape-BK3-L"	"Shape-BK3-H"	"Affect-HS-H"	"Affect-HS-L"
"Affect-86"	13	"Affect"	"Affect"	"Color"	2	"Affect-SC-H"	"Affect-SC-L"	"Color-RY-L"	"Color-RY-H"
