"Id"	"TrialNum"	"Focal1"	"Inducer"	"Concurrent"	"TrialType"	"InducerL"	"InducerR"	"ConcurrentL"	"ConcurrentR"
"Affect-63"	1	"Affect"	"Affect"	"Pitch"	3	"Affect-HS-L"	"Affect-HS-H"	"Pitch-Hum-H"	"Pitch-Hum-L"
"Affect-63"	2	"Affect"	"Affect"	"Amp"	4	"Affect-PD-L"	"Affect-PD-H"	"Amp-Hum-L"	"Amp-Hum-H"
"Affect-63"	3	"Affect"	"Brightness"	"Affect"	2	"Brightness-Triangles-H"	"Brightness-Triangles-L"	"Affect-SC-L"	"Affect-SC-H"
"Affect-63"	4	"Affect"	"Noise"	"Affect"	4	"Noise-Piano-L"	"Noise-Piano-H"	"Affect-PD-L"	"Affect-PD-H"
"Affect-63"	5	"Affect"	"Speed"	"Affect"	4	"Speed-SP1-L"	"Speed-SP1-H"	"Affect-PD-L"	"Affect-PD-H"
"Affect-63"	6	"Affect"	"Affect"	"Noise"	4	"Affect-PD-L"	"Affect-PD-H"	"Noise-Piano-L"	"Noise-Piano-H"
"Affect-63"	7	"Affect"	"Pitch"	"Affect"	1	"Pitch-Hum-H"	"Pitch-Hum-L"	"Affect-EB-H"	"Affect-EB-L"
"Affect-63"	8	"Affect"	"Amp"	"Affect"	2	"Amp-Hum-H"	"Amp-Hum-L"	"Affect-SC-L"	"Affect-SC-H"
"Affect-63"	9	"Affect"	"Color"	"Affect"	1	"Color-RY-H"	"Color-RY-L"	"Affect-EB-H"	"Affect-EB-L"
"Affect-63"	10	"Affect"	"Affect"	"Size"	2	"Affect-SC-H"	"Affect-SC-L"	"Size-Diamonds-L"	"Size-Diamonds-H"
"Affect-63"	11	"Affect"	"Amp"	"Affect"	1	"Amp-Hum-H"	"Amp-Hum-L"	"Affect-EB-H"	"Affect-EB-L"
"Affect-63"	12	"Affect"	"Affect"	"Shape"	4	"Affect-PD-L"	"Affect-PD-H"	"Shape-BK3-L"	"Shape-BK3-H"
"Affect-63"	13	"Affect"	"Affect"	"Speed"	4	"Affect-PD-L"	"Affect-PD-H"	"Speed-SP1-L"	"Speed-SP1-H"
"Affect-63"	14	"Affect"	"Brightness"	"Affect"	4	"Brightness-Triangles-L"	"Brightness-Triangles-H"	"Affect-PD-L"	"Affect-PD-H"
"Affect-63"	15	"Affect"	"Affect"	"Amp"	2	"Affect-SC-H"	"Affect-SC-L"	"Amp-Hum-L"	"Amp-Hum-H"
"Affect-63"	16	"Affect"	"Size"	"Affect"	1	"Size-Diamonds-H"	"Size-Diamonds-L"	"Affect-EB-H"	"Affect-EB-L"
"Affect-63"	17	"Affect"	"Shape"	"Affect"	2	"Shape-BK3-H"	"Shape-BK3-L"	"Affect-SC-L"	"Affect-SC-H"
"Affect-63"	18	"Affect"	"Color"	"Affect"	3	"Color-RY-L"	"Color-RY-H"	"Affect-HS-H"	"Affect-HS-L"
"Affect-63"	19	"Affect"	"Color"	"Affect"	2	"Color-RY-H"	"Color-RY-L"	"Affect-SC-L"	"Affect-SC-H"
"Affect-63"	20	"Affect"	"Affect"	"Color"	1	"Affect-EB-H"	"Affect-EB-L"	"Color-RY-H"	"Color-RY-L"
"Affect-63"	21	"Affect"	"Affect"	"Brightness"	1	"Affect-EB-H"	"Affect-EB-L"	"Brightness-Triangles-H"	"Brightness-Triangles-L"
"Affect-63"	22	"Affect"	"Noise"	"Affect"	3	"Noise-Piano-L"	"Noise-Piano-H"	"Affect-HS-H"	"Affect-HS-L"
"Affect-63"	23	"Affect"	"Noise"	"Affect"	2	"Noise-Piano-H"	"Noise-Piano-L"	"Affect-SC-L"	"Affect-SC-H"
"Affect-63"	24	"Affect"	"Size"	"Affect"	2	"Size-Diamonds-H"	"Size-Diamonds-L"	"Affect-SC-L"	"Affect-SC-H"
"Affect-63"	25	"Affect"	"Speed"	"Affect"	3	"Speed-SP1-L"	"Speed-SP1-H"	"Affect-HS-H"	"Affect-HS-L"
"Affect-63"	26	"Affect"	"Affect"	"Color"	3	"Affect-HS-L"	"Affect-HS-H"	"Color-RY-H"	"Color-RY-L"
"Affect-63"	27	"Affect"	"Amp"	"Affect"	3	"Amp-Hum-L"	"Amp-Hum-H"	"Affect-HS-H"	"Affect-HS-L"
"Affect-63"	28	"Affect"	"Affect"	"Amp"	3	"Affect-HS-L"	"Affect-HS-H"	"Amp-Hum-H"	"Amp-Hum-L"
"Affect-63"	29	"Affect"	"Affect"	"Brightness"	3	"Affect-HS-L"	"Affect-HS-H"	"Brightness-Triangles-H"	"Brightness-Triangles-L"
"Affect-63"	30	"Affect"	"Size"	"Affect"	3	"Size-Diamonds-L"	"Size-Diamonds-H"	"Affect-HS-H"	"Affect-HS-L"
"Affect-63"	31	"Affect"	"Pitch"	"Affect"	3	"Pitch-Hum-L"	"Pitch-Hum-H"	"Affect-HS-H"	"Affect-HS-L"
"Affect-63"	32	"Affect"	"Pitch"	"Affect"	2	"Pitch-Hum-H"	"Pitch-Hum-L"	"Affect-SC-L"	"Affect-SC-H"
"Affect-63"	33	"Affect"	"Affect"	"Color"	2	"Affect-SC-H"	"Affect-SC-L"	"Color-RY-L"	"Color-RY-H"
"Affect-63"	34	"Affect"	"Speed"	"Affect"	2	"Speed-SP1-H"	"Speed-SP1-L"	"Affect-SC-L"	"Affect-SC-H"
"Affect-63"	35	"Affect"	"Affect"	"Size"	1	"Affect-EB-H"	"Affect-EB-L"	"Size-Diamonds-H"	"Size-Diamonds-L"
"Affect-63"	36	"Affect"	"Brightness"	"Affect"	1	"Brightness-Triangles-H"	"Brightness-Triangles-L"	"Affect-EB-H"	"Affect-EB-L"
"Affect-63"	37	"Affect"	"Shape"	"Affect"	4	"Shape-BK3-L"	"Shape-BK3-H"	"Affect-PD-L"	"Affect-PD-H"
"Affect-63"	38	"Affect"	"Brightness"	"Affect"	3	"Brightness-Triangles-L"	"Brightness-Triangles-H"	"Affect-HS-H"	"Affect-HS-L"
"Affect-63"	39	"Affect"	"Affect"	"Size"	4	"Affect-PD-L"	"Affect-PD-H"	"Size-Diamonds-L"	"Size-Diamonds-H"
"Affect-63"	40	"Affect"	"Affect"	"Shape"	2	"Affect-SC-H"	"Affect-SC-L"	"Shape-BK3-L"	"Shape-BK3-H"
"Affect-63"	41	"Affect"	"Affect"	"Shape"	3	"Affect-HS-L"	"Affect-HS-H"	"Shape-BK3-H"	"Shape-BK3-L"
"Affect-63"	42	"Affect"	"Affect"	"Color"	4	"Affect-PD-L"	"Affect-PD-H"	"Color-RY-L"	"Color-RY-H"
"Affect-63"	43	"Affect"	"Color"	"Affect"	4	"Color-RY-L"	"Color-RY-H"	"Affect-PD-L"	"Affect-PD-H"
"Affect-63"	44	"Affect"	"Speed"	"Affect"	1	"Speed-SP1-H"	"Speed-SP1-L"	"Affect-EB-H"	"Affect-EB-L"
"Affect-63"	45	"Affect"	"Affect"	"Speed"	1	"Affect-EB-H"	"Affect-EB-L"	"Speed-SP1-H"	"Speed-SP1-L"
"Affect-63"	46	"Affect"	"Pitch"	"Affect"	4	"Pitch-Hum-L"	"Pitch-Hum-H"	"Affect-PD-L"	"Affect-PD-H"
"Affect-63"	47	"Affect"	"Affect"	"Brightness"	4	"Affect-PD-L"	"Affect-PD-H"	"Brightness-Triangles-L"	"Brightness-Triangles-H"
"Affect-63"	48	"Affect"	"Affect"	"Noise"	1	"Affect-EB-H"	"Affect-EB-L"	"Noise-Piano-H"	"Noise-Piano-L"
"Affect-63"	49	"Affect"	"Affect"	"Size"	3	"Affect-HS-L"	"Affect-HS-H"	"Size-Diamonds-H"	"Size-Diamonds-L"
"Affect-63"	50	"Affect"	"Affect"	"Pitch"	4	"Affect-PD-L"	"Affect-PD-H"	"Pitch-Hum-L"	"Pitch-Hum-H"
"Affect-63"	51	"Affect"	"Size"	"Affect"	4	"Size-Diamonds-L"	"Size-Diamonds-H"	"Affect-PD-L"	"Affect-PD-H"
"Affect-63"	52	"Affect"	"Affect"	"Shape"	1	"Affect-EB-H"	"Affect-EB-L"	"Shape-BK3-H"	"Shape-BK3-L"
"Affect-63"	53	"Affect"	"Amp"	"Affect"	4	"Amp-Hum-L"	"Amp-Hum-H"	"Affect-PD-L"	"Affect-PD-H"
"Affect-63"	54	"Affect"	"Affect"	"Speed"	2	"Affect-SC-H"	"Affect-SC-L"	"Speed-SP1-L"	"Speed-SP1-H"
"Affect-63"	55	"Affect"	"Affect"	"Pitch"	1	"Affect-EB-H"	"Affect-EB-L"	"Pitch-Hum-H"	"Pitch-Hum-L"
"Affect-63"	56	"Affect"	"Shape"	"Affect"	1	"Shape-BK3-H"	"Shape-BK3-L"	"Affect-EB-H"	"Affect-EB-L"
"Affect-63"	57	"Affect"	"Noise"	"Affect"	1	"Noise-Piano-H"	"Noise-Piano-L"	"Affect-EB-H"	"Affect-EB-L"
"Affect-63"	58	"Affect"	"Affect"	"Pitch"	2	"Affect-SC-H"	"Affect-SC-L"	"Pitch-Hum-L"	"Pitch-Hum-H"
"Affect-63"	59	"Affect"	"Affect"	"Speed"	3	"Affect-HS-L"	"Affect-HS-H"	"Speed-SP1-H"	"Speed-SP1-L"
"Affect-63"	60	"Affect"	"Affect"	"Noise"	3	"Affect-HS-L"	"Affect-HS-H"	"Noise-Piano-H"	"Noise-Piano-L"
"Affect-63"	61	"Affect"	"Affect"	"Brightness"	2	"Affect-SC-H"	"Affect-SC-L"	"Brightness-Triangles-L"	"Brightness-Triangles-H"
"Affect-63"	62	"Affect"	"Affect"	"Noise"	2	"Affect-SC-H"	"Affect-SC-L"	"Noise-Piano-L"	"Noise-Piano-H"
