"Id"	"TrialNum"	"Focal1"	"Inducer"	"Concurrent"	"TrialType"	"InducerL"	"InducerR"	"ConcurrentL"	"ConcurrentR"
"Affect-74"	1	"Affect"	"Affect"	"Brightness"	3	"Affect-HS-L"	"Affect-HS-H"	"Brightness-Diamonds-H"	"Brightness-Diamonds-L"
"Affect-74"	2	"Affect"	"Affect"	"Brightness"	2	"Affect-PD-H"	"Affect-PD-L"	"Brightness-Diamonds-L"	"Brightness-Diamonds-H"
"Affect-74"	3	"Affect"	"Affect"	"Shape"	2	"Affect-PD-H"	"Affect-PD-L"	"Shape-BK3-L"	"Shape-BK3-H"
"Affect-74"	4	"Affect"	"Noise"	"Affect"	2	"Noise-Hum-H"	"Noise-Hum-L"	"Affect-PD-L"	"Affect-PD-H"
"Affect-74"	5	"Affect"	"Brightness"	"Affect"	2	"Brightness-Diamonds-H"	"Brightness-Diamonds-L"	"Affect-PD-L"	"Affect-PD-H"
"Affect-74"	6	"Affect"	"Affect"	"Brightness"	4	"Affect-EB-L"	"Affect-EB-H"	"Brightness-Diamonds-L"	"Brightness-Diamonds-H"
"Affect-74"	7	"Affect"	"Shape"	"Affect"	1	"Shape-BK3-H"	"Shape-BK3-L"	"Affect-SC-H"	"Affect-SC-L"
"Affect-74"	8	"Affect"	"Affect"	"Size"	2	"Affect-PD-H"	"Affect-PD-L"	"Size-Triangles-L"	"Size-Triangles-H"
"Affect-74"	9	"Affect"	"Pitch"	"Affect"	1	"Pitch-Hum-H"	"Pitch-Hum-L"	"Affect-SC-H"	"Affect-SC-L"
"Affect-74"	10	"Affect"	"Brightness"	"Affect"	1	"Brightness-Diamonds-H"	"Brightness-Diamonds-L"	"Affect-SC-H"	"Affect-SC-L"
"Affect-74"	11	"Affect"	"Affect"	"Speed"	3	"Affect-HS-L"	"Affect-HS-H"	"Speed-SP1-H"	"Speed-SP1-L"
"Affect-74"	12	"Affect"	"Size"	"Affect"	3	"Size-Triangles-L"	"Size-Triangles-H"	"Affect-HS-H"	"Affect-HS-L"
"Affect-74"	13	"Affect"	"Affect"	"Speed"	1	"Affect-SC-H"	"Affect-SC-L"	"Speed-SP1-H"	"Speed-SP1-L"
"Affect-74"	14	"Affect"	"Affect"	"Shape"	3	"Affect-HS-L"	"Affect-HS-H"	"Shape-BK3-H"	"Shape-BK3-L"
"Affect-74"	15	"Affect"	"Color"	"Affect"	1	"Color-RB-H"	"Color-RB-L"	"Affect-SC-H"	"Affect-SC-L"
"Affect-74"	16	"Affect"	"Pitch"	"Affect"	3	"Pitch-Hum-L"	"Pitch-Hum-H"	"Affect-HS-H"	"Affect-HS-L"
"Affect-74"	17	"Affect"	"Affect"	"Pitch"	4	"Affect-EB-L"	"Affect-EB-H"	"Pitch-Hum-L"	"Pitch-Hum-H"
"Affect-74"	18	"Affect"	"Affect"	"Noise"	2	"Affect-PD-H"	"Affect-PD-L"	"Noise-Hum-L"	"Noise-Hum-H"
"Affect-74"	19	"Affect"	"Brightness"	"Affect"	3	"Brightness-Diamonds-L"	"Brightness-Diamonds-H"	"Affect-HS-H"	"Affect-HS-L"
"Affect-74"	20	"Affect"	"Affect"	"Color"	2	"Affect-PD-H"	"Affect-PD-L"	"Color-RB-L"	"Color-RB-H"
"Affect-74"	21	"Affect"	"Affect"	"Size"	1	"Affect-SC-H"	"Affect-SC-L"	"Size-Triangles-H"	"Size-Triangles-L"
"Affect-74"	22	"Affect"	"Noise"	"Affect"	1	"Noise-Hum-H"	"Noise-Hum-L"	"Affect-SC-H"	"Affect-SC-L"
