"","DataSet","Subject","Condition","TrialNum","Inducer","Concurrent","Comparison","Response","Magnitude","LitReview","Affect"
"1","Main","07v6VRVWrL","Brightness-Amp-Affect",1,"Noise","Brightness","Brightness-Noise",1,1,1,1
"2","Main","07v6VRVWrL","Brightness-Amp-Affect",2,"Brightness","Speed","Brightness-Speed",0,0,0,0
"3","Main","07v6VRVWrL","Brightness-Amp-Affect",3,"Affect SC","Brightness","Affect SC-Brightness",0,0,0,0
"4","Main","07v6VRVWrL","Brightness-Amp-Affect",4,"Brightness","Amp","Amp-Brightness",0,0,0,0
"5","Main","07v6VRVWrL","Brightness-Amp-Affect",5,"Size","Affect HS","Affect HS-Size",0,0,1,0
"6","Main","07v6VRVWrL","Brightness-Amp-Affect",6,"Brightness","Affect EB","Affect EB-Brightness",1,1,1,1
"7","Main","07v6VRVWrL","Brightness-Amp-Affect",7,"Amp","Color RB","Amp-Color RB",0,0,0,0
"8","Main","07v6VRVWrL","Brightness-Amp-Affect",8,"Amp","Noise","Amp-Noise",0,0,0,0
"9","Main","07v6VRVWrL","Brightness-Amp-Affect",9,"Pitch","Amp","Amp-Pitch",0,0,1,0
"10","Main","07v6VRVWrL","Brightness-Amp-Affect",10,"Affect PD","Amp","Affect PD-Amp",0,0,1,0
"11","Main","07v6VRVWrL","Brightness-Amp-Affect",11,"Amp","Size","Amp-Size",1,1,1,1
"12","Main","07v6VRVWrL","Brightness-Amp-Affect",12,"Size","Brightness","Brightness-Size",0,0,1,0
"13","Main","07v6VRVWrL","Brightness-Amp-Affect",13,"Noise","Amp","Amp-Noise",0,0,0,0
"14","Main","07v6VRVWrL","Brightness-Amp-Affect",14,"Speed","Affect EB","Affect EB-Speed",1,1,1,1
"15","Main","07v6VRVWrL","Brightness-Amp-Affect",15,"Color RB","Brightness","Brightness-Color RB",0,0,0,0
"16","Main","07v6VRVWrL","Brightness-Amp-Affect",16,"Color RB","Amp","Amp-Color RB",0,0,0,0
"17","Main","07v6VRVWrL","Brightness-Amp-Affect",17,"Amp","Size","Amp-Size",1,1,1,1
"18","Main","07v6VRVWrL","Brightness-Amp-Affect",18,"Affect PD","Brightness","Affect PD-Brightness",1,1,1,1
"19","Main","07v6VRVWrL","Brightness-Amp-Affect",19,"Shape","Amp","Amp-Shape",0,0,0,0
"20","Main","07v6VRVWrL","Brightness-Amp-Affect",20,"Amp","Brightness","Amp-Brightness",1,1,1,1
"21","Main","07v6VRVWrL","Brightness-Amp-Affect",21,"Affect PD","Shape","Affect PD-Shape",1,1,1,0
"22","Main","07v6VRVWrL","Brightness-Amp-Affect",22,"Affect SC","Shape","Affect SC-Shape",0,0,0,0
"23","Main","07v6VRVWrL","Brightness-Amp-Affect",23,"Affect PD","Amp","Affect PD-Amp",1,1,0,1
"24","Main","07v6VRVWrL","Brightness-Amp-Affect",24,"Shape","Brightness","Brightness-Shape",0,0,0,0
"25","Main","07v6VRVWrL","Brightness-Amp-Affect",25,"Affect PD","Brightness","Affect PD-Brightness",1,1,1,1
"26","Main","07v6VRVWrL","Brightness-Amp-Affect",26,"Amp","Pitch","Amp-Pitch",0,0,1,0
"27","Main","07v6VRVWrL","Brightness-Amp-Affect",27,"Amp","Shape","Amp-Shape",0,0,0,0
"28","Main","07v6VRVWrL","Brightness-Amp-Affect",28,"Amp","Brightness","Amp-Brightness",1,1,1,1
"29","Main","07v6VRVWrL","Brightness-Amp-Affect",29,"Speed","Brightness","Brightness-Speed",1,1,1,1
"30","Main","07v6VRVWrL","Brightness-Amp-Affect",30,"Noise","Affect HS","Affect HS-Noise",1,1,0,0
"31","Main","07v6VRVWrL","Brightness-Amp-Affect",31,"Shape","Amp","Amp-Shape",1,1,1,1
"32","Main","07v6VRVWrL","Brightness-Amp-Affect",32,"Brightness","Noise","Brightness-Noise",1,1,1,1
"33","Main","07v6VRVWrL","Brightness-Amp-Affect",33,"Pitch","Brightness","Brightness-Pitch",1,1,1,1
"34","Main","07v6VRVWrL","Brightness-Amp-Affect",34,"Speed","Affect HS","Affect HS-Speed",1,1,1,1
"35","Main","07v6VRVWrL","Brightness-Amp-Affect",35,"Size","Brightness","Brightness-Size",0,0,1,0
"36","Main","07v6VRVWrL","Brightness-Amp-Affect",36,"Brightness","Shape","Brightness-Shape",0,0,0,0
"37","Main","07v6VRVWrL","Brightness-Amp-Affect",37,"Affect PD","Pitch","Affect PD-Pitch",1,1,1,1
"38","Main","07v6VRVWrL","Brightness-Amp-Affect",38,"Speed","Brightness","Brightness-Speed",0,0,0,0
"39","Main","07v6VRVWrL","Brightness-Amp-Affect",39,"Amp","Noise","Amp-Noise",1,1,1,1
"40","Main","07v6VRVWrL","Brightness-Amp-Affect",40,"Color RB","Affect HS","Affect HS-Color RB",0,0,0,0
"41","Main","07v6VRVWrL","Brightness-Amp-Affect",41,"Affect PD","Size","Affect PD-Size",1,1,0,1
"42","Main","07v6VRVWrL","Brightness-Amp-Affect",42,"Affect SC","Pitch","Affect SC-Pitch",0,0,0,0
"43","Main","07v6VRVWrL","Brightness-Amp-Affect",43,"Brightness","Amp","Amp-Brightness",1,1,1,1
"44","Main","07v6VRVWrL","Brightness-Amp-Affect",44,"Pitch","Affect HS","Affect HS-Pitch",0,0,0,0
"45","Main","07v6VRVWrL","Brightness-Amp-Affect",45,"Amp","Affect PD","Affect PD-Amp",0,0,1,0
"46","Main","07v6VRVWrL","Brightness-Amp-Affect",46,"Affect SC","Speed","Affect SC-Speed",1,1,1,1
"47","Main","07v6VRVWrL","Brightness-Amp-Affect",47,"Amp","Shape","Amp-Shape",1,1,1,1
"48","Main","07v6VRVWrL","Brightness-Amp-Affect",48,"Pitch","Affect EB","Affect EB-Pitch",1,1,1,1
"49","Main","07v6VRVWrL","Brightness-Amp-Affect",49,"Amp","Affect EB","Affect EB-Amp",0,0,0,0
"50","Main","07v6VRVWrL","Brightness-Amp-Affect",50,"Amp","Speed","Amp-Speed",1,1,1,1
"51","Main","07v6VRVWrL","Brightness-Amp-Affect",51,"Brightness","Amp","Amp-Brightness",0,0,0,0
"52","Main","07v6VRVWrL","Brightness-Amp-Affect",52,"Affect PD","Brightness","Affect PD-Brightness",1,1,1,1
"53","Main","07v6VRVWrL","Brightness-Amp-Affect",53,"Color RB","Affect EB","Affect EB-Color RB",0,0,0,0
"54","Main","07v6VRVWrL","Brightness-Amp-Affect",54,"Noise","Amp","Amp-Noise",0,0,0,0
"55","Main","07v6VRVWrL","Brightness-Amp-Affect",55,"Amp","Brightness","Amp-Brightness",0,0,0,0
"56","Main","07v6VRVWrL","Brightness-Amp-Affect",56,"Brightness","Pitch","Brightness-Pitch",1,1,1,1
"57","Main","07v6VRVWrL","Brightness-Amp-Affect",57,"Amp","Brightness","Amp-Brightness",0,0,0,0
"58","Main","07v6VRVWrL","Brightness-Amp-Affect",58,"Noise","Brightness","Brightness-Noise",0,0,0,0
"59","Main","07v6VRVWrL","Brightness-Amp-Affect",59,"Brightness","Shape","Brightness-Shape",0,0,0,0
"60","Main","07v6VRVWrL","Brightness-Amp-Affect",60,"Brightness","Color RB","Brightness-Color RB",0,0,0,0
"61","Main","07v6VRVWrL","Brightness-Amp-Affect",61,"Brightness","Pitch","Brightness-Pitch",0,0,0,0
"62","Main","07v6VRVWrL","Brightness-Amp-Affect",62,"Pitch","Amp","Amp-Pitch",1,1,0,1
"63","Main","07v6VRVWrL","Brightness-Amp-Affect",63,"Affect SC","Noise","Affect SC-Noise",0,0,0,0
"64","Main","07v6VRVWrL","Brightness-Amp-Affect",64,"Affect SC","Color RB","Affect SC-Color RB",1,1,1,1
"65","Main","07v6VRVWrL","Brightness-Amp-Affect",65,"Amp","Affect HS","Affect HS-Amp",0,0,0,0
"66","Main","07v6VRVWrL","Brightness-Amp-Affect",66,"Amp","Color RB","Amp-Color RB",1,1,1,1
"67","Main","07v6VRVWrL","Brightness-Amp-Affect",67,"Color RB","Brightness","Brightness-Color RB",1,1,1,1
"68","Main","07v6VRVWrL","Brightness-Amp-Affect",68,"Affect PD","Speed","Affect PD-Speed",0,0,0,0
"69","Main","07v6VRVWrL","Brightness-Amp-Affect",69,"Pitch","Brightness","Brightness-Pitch",1,1,1,1
"70","Main","07v6VRVWrL","Brightness-Amp-Affect",70,"Affect PD","Noise","Affect PD-Noise",0,0,1,1
"71","Main","07v6VRVWrL","Brightness-Amp-Affect",71,"Noise","Affect EB","Affect EB-Noise",1,1,1,0
"72","Main","07v6VRVWrL","Brightness-Amp-Affect",72,"Brightness","Noise","Brightness-Noise",0,0,0,0
"73","Main","07v6VRVWrL","Brightness-Amp-Affect",73,"Brightness","Speed","Brightness-Speed",1,1,1,1
"74","Main","07v6VRVWrL","Brightness-Amp-Affect",74,"Size","Affect EB","Affect EB-Size",1,1,0,1
"75","Main","07v6VRVWrL","Brightness-Amp-Affect",75,"Affect SC","Amp","Affect SC-Amp",1,1,1,1
"76","Main","07v6VRVWrL","Brightness-Amp-Affect",76,"Amp","Affect PD","Affect PD-Amp",0,0,1,0
"77","Main","07v6VRVWrL","Brightness-Amp-Affect",77,"Amp","Pitch","Amp-Pitch",0,0,1,0
"78","Main","07v6VRVWrL","Brightness-Amp-Affect",78,"Speed","Amp","Amp-Speed",0,0,0,0
"79","Main","07v6VRVWrL","Brightness-Amp-Affect",79,"Brightness","Affect PD","Affect PD-Brightness",0,0,0,0
"80","Main","07v6VRVWrL","Brightness-Amp-Affect",80,"Color RB","Amp","Amp-Color RB",1,1,1,1
"81","Main","07v6VRVWrL","Brightness-Amp-Affect",81,"Brightness","Size","Brightness-Size",0,0,1,0
"82","Main","07v6VRVWrL","Brightness-Amp-Affect",82,"Shape","Affect EB","Affect EB-Shape",0,0,0,0
"83","Main","07v6VRVWrL","Brightness-Amp-Affect",83,"Shape","Brightness","Brightness-Shape",0,0,0,0
"84","Main","07v6VRVWrL","Brightness-Amp-Affect",84,"Size","Amp","Amp-Size",1,1,1,1
"85","Main","07v6VRVWrL","Brightness-Amp-Affect",85,"Brightness","Color RB","Brightness-Color RB",1,1,1,1
"86","Main","07v6VRVWrL","Brightness-Amp-Affect",86,"Amp","Speed","Amp-Speed",0,0,0,0
"87","Main","07v6VRVWrL","Brightness-Amp-Affect",87,"Affect PD","Amp","Affect PD-Amp",1,1,0,1
"88","Main","07v6VRVWrL","Brightness-Amp-Affect",88,"Speed","Amp","Amp-Speed",1,1,1,1
"89","Main","07v6VRVWrL","Brightness-Amp-Affect",89,"Shape","Affect HS","Affect HS-Shape",1,1,1,1
"90","Main","07v6VRVWrL","Brightness-Amp-Affect",90,"Affect PD","Color RB","Affect PD-Color RB",0,0,1,1
"91","Main","07v6VRVWrL","Brightness-Amp-Affect",91,"Brightness","Size","Brightness-Size",1,1,0,1
"92","Main","07v6VRVWrL","Brightness-Amp-Affect",92,"Size","Amp","Amp-Size",0,0,0,0
"93","Main","07v6VRVWrL","Brightness-Amp-Affect",93,"Affect SC","Size","Affect SC-Size",1,1,0,1
"94","Main","07v6VRVWrL","Brightness-Amp-Affect",94,"Brightness","Affect HS","Affect HS-Brightness",0,0,0,0
"95","Main","07v6VRVWrL","Brightness-Amp-Affect",95,"Brightness","Amp","Amp-Brightness",1,1,1,1
"96","Main","07v6VRVWrL","Brightness-Amp-Affect",96,"Brightness","Affect PD","Affect PD-Brightness",1,1,1,1
"97","Main","0hyFge02V3","Brightness-Amp-Affect",1,"Amp","Brightness","Amp-Brightness",0,0,0,0
"98","Main","0hyFge02V3","Brightness-Amp-Affect",2,"Brightness","Amp","Amp-Brightness",0,0,0,0
"99","Main","0hyFge02V3","Brightness-Amp-Affect",3,"Amp","Pitch","Amp-Pitch",0,0,1,0
"100","Main","0hyFge02V3","Brightness-Amp-Affect",4,"Brightness","Pitch","Brightness-Pitch",1,1,1,1
"101","Main","0hyFge02V3","Brightness-Amp-Affect",5,"Color RY","Amp","Amp-Color RY",1,1,1,1
"102","Main","0hyFge02V3","Brightness-Amp-Affect",6,"Shape","Amp","Amp-Shape",1,1,1,1
"103","Main","0hyFge02V3","Brightness-Amp-Affect",7,"Pitch","Affect SC","Affect SC-Pitch",1,1,1,1
"104","Main","0hyFge02V3","Brightness-Amp-Affect",8,"Pitch","Brightness","Brightness-Pitch",0,0,0,0
"105","Main","0hyFge02V3","Brightness-Amp-Affect",9,"Noise","Amp","Amp-Noise",1,1,1,1
"106","Main","0hyFge02V3","Brightness-Amp-Affect",10,"Speed","Amp","Amp-Speed",1,1,1,1
"107","Main","0hyFge02V3","Brightness-Amp-Affect",11,"Brightness","Noise","Brightness-Noise",1,1,1,1
"108","Main","0hyFge02V3","Brightness-Amp-Affect",12,"Amp","Noise","Amp-Noise",1,1,1,1
"109","Main","0hyFge02V3","Brightness-Amp-Affect",13,"Speed","Brightness","Brightness-Speed",1,1,1,1
"110","Main","0hyFge02V3","Brightness-Amp-Affect",14,"Brightness","Size","Brightness-Size",0,0,1,0
"111","Main","0hyFge02V3","Brightness-Amp-Affect",15,"Brightness","Amp","Amp-Brightness",0,0,0,0
"112","Main","0hyFge02V3","Brightness-Amp-Affect",16,"Affect HS","Brightness","Affect HS-Brightness",1,1,1,1
"113","Main","0hyFge02V3","Brightness-Amp-Affect",17,"Brightness","Amp","Amp-Brightness",0,0,0,0
"114","Main","0hyFge02V3","Brightness-Amp-Affect",18,"Size","Amp","Amp-Size",1,1,1,1
"115","Main","0hyFge02V3","Brightness-Amp-Affect",19,"Amp","Color RY","Amp-Color RY",0,0,0,0
"116","Main","0hyFge02V3","Brightness-Amp-Affect",20,"Color RY","Brightness","Brightness-Color RY",0,0,1,0
"117","Main","0hyFge02V3","Brightness-Amp-Affect",21,"Speed","Affect SC","Affect SC-Speed",1,1,1,1
"118","Main","0hyFge02V3","Brightness-Amp-Affect",22,"Pitch","Amp","Amp-Pitch",0,0,1,0
"119","Main","0hyFge02V3","Brightness-Amp-Affect",23,"Brightness","Noise","Brightness-Noise",0,0,0,0
"120","Main","0hyFge02V3","Brightness-Amp-Affect",24,"Amp","Size","Amp-Size",0,0,0,0
"121","Main","0hyFge02V3","Brightness-Amp-Affect",25,"Pitch","Affect PD","Affect PD-Pitch",0,0,0,0
"122","Main","0hyFge02V3","Brightness-Amp-Affect",26,"Amp","Size","Amp-Size",0,0,0,0
"123","Main","0hyFge02V3","Brightness-Amp-Affect",27,"Affect HS","Speed","Affect HS-Speed",0,0,0,0
"124","Main","0hyFge02V3","Brightness-Amp-Affect",28,"Color RY","Amp","Amp-Color RY",0,0,0,0
"125","Main","0hyFge02V3","Brightness-Amp-Affect",29,"Shape","Affect PD","Affect PD-Shape",0,0,0,1
"126","Main","0hyFge02V3","Brightness-Amp-Affect",30,"Affect PD","Brightness","Affect PD-Brightness",1,1,1,1
"127","Main","0hyFge02V3","Brightness-Amp-Affect",31,"Shape","Amp","Amp-Shape",0,0,0,0
"128","Main","0hyFge02V3","Brightness-Amp-Affect",32,"Amp","Brightness","Amp-Brightness",0,0,0,0
"129","Main","0hyFge02V3","Brightness-Amp-Affect",33,"Amp","Shape","Amp-Shape",0,0,0,0
"130","Main","0hyFge02V3","Brightness-Amp-Affect",34,"Speed","Brightness","Brightness-Speed",1,1,1,1
"131","Main","0hyFge02V3","Brightness-Amp-Affect",35,"Noise","Brightness","Brightness-Noise",0,0,0,0
"132","Main","0hyFge02V3","Brightness-Amp-Affect",36,"Pitch","Brightness","Brightness-Pitch",0,0,0,0
"133","Main","0hyFge02V3","Brightness-Amp-Affect",37,"Brightness","Affect PD","Affect PD-Brightness",0,0,0,0
"134","Main","0hyFge02V3","Brightness-Amp-Affect",38,"Affect EB","Size","Affect EB-Size",1,1,0,1
"135","Main","0hyFge02V3","Brightness-Amp-Affect",39,"Amp","Affect PD","Affect PD-Amp",0,0,1,0
"136","Main","0hyFge02V3","Brightness-Amp-Affect",40,"Amp","Affect PD","Affect PD-Amp",0,0,1,0
"137","Main","0hyFge02V3","Brightness-Amp-Affect",41,"Brightness","Shape","Brightness-Shape",0,0,0,0
"138","Main","0hyFge02V3","Brightness-Amp-Affect",42,"Affect HS","Size","Affect HS-Size",0,0,1,0
"139","Main","0hyFge02V3","Brightness-Amp-Affect",43,"Amp","Noise","Amp-Noise",1,1,1,1
"140","Main","0hyFge02V3","Brightness-Amp-Affect",44,"Brightness","Color RY","Brightness-Color RY",1,1,0,1
"141","Main","0hyFge02V3","Brightness-Amp-Affect",45,"Affect EB","Speed","Affect EB-Speed",0,0,0,0
"142","Main","0hyFge02V3","Brightness-Amp-Affect",46,"Speed","Affect PD","Affect PD-Speed",1,1,1,1
"143","Main","0hyFge02V3","Brightness-Amp-Affect",47,"Color RY","Brightness","Brightness-Color RY",1,1,0,1
"144","Main","0hyFge02V3","Brightness-Amp-Affect",48,"Brightness","Affect SC","Affect SC-Brightness",0,0,0,0
"145","Main","0hyFge02V3","Brightness-Amp-Affect",49,"Speed","Amp","Amp-Speed",0,0,0,0
"146","Main","0hyFge02V3","Brightness-Amp-Affect",50,"Amp","Affect SC","Affect SC-Amp",0,0,0,0
"147","Main","0hyFge02V3","Brightness-Amp-Affect",51,"Size","Brightness","Brightness-Size",0,0,1,0
"148","Main","0hyFge02V3","Brightness-Amp-Affect",52,"Brightness","Affect PD","Affect PD-Brightness",1,1,1,1
"149","Main","0hyFge02V3","Brightness-Amp-Affect",53,"Brightness","Shape","Brightness-Shape",1,1,1,1
"150","Main","0hyFge02V3","Brightness-Amp-Affect",54,"Brightness","Affect PD","Affect PD-Brightness",1,1,1,1
"151","Main","0hyFge02V3","Brightness-Amp-Affect",55,"Noise","Affect SC","Affect SC-Noise",0,0,0,0
"152","Main","0hyFge02V3","Brightness-Amp-Affect",56,"Amp","Color RY","Amp-Color RY",0,0,0,0
"153","Main","0hyFge02V3","Brightness-Amp-Affect",57,"Affect EB","Amp","Affect EB-Amp",0,0,0,0
"154","Main","0hyFge02V3","Brightness-Amp-Affect",58,"Amp","Affect PD","Affect PD-Amp",0,0,1,0
"155","Main","0hyFge02V3","Brightness-Amp-Affect",59,"Affect PD","Amp","Affect PD-Amp",1,1,0,1
"156","Main","0hyFge02V3","Brightness-Amp-Affect",60,"Affect HS","Amp","Affect HS-Amp",0,0,0,0
"157","Main","0hyFge02V3","Brightness-Amp-Affect",61,"Brightness","Size","Brightness-Size",1,1,0,1
"158","Main","0hyFge02V3","Brightness-Amp-Affect",62,"Color RY","Affect SC","Affect SC-Color RY",1,1,1,1
"159","Main","0hyFge02V3","Brightness-Amp-Affect",63,"Noise","Brightness","Brightness-Noise",0,0,0,0
"160","Main","0hyFge02V3","Brightness-Amp-Affect",64,"Color RY","Affect PD","Affect PD-Color RY",1,1,0,0
"161","Main","0hyFge02V3","Brightness-Amp-Affect",65,"Brightness","Color RY","Brightness-Color RY",0,0,1,0
"162","Main","0hyFge02V3","Brightness-Amp-Affect",66,"Size","Affect PD","Affect PD-Size",1,1,0,1
"163","Main","0hyFge02V3","Brightness-Amp-Affect",67,"Affect PD","Amp","Affect PD-Amp",0,0,1,0
"164","Main","0hyFge02V3","Brightness-Amp-Affect",68,"Affect EB","Noise","Affect EB-Noise",1,1,1,0
"165","Main","0hyFge02V3","Brightness-Amp-Affect",69,"Affect HS","Color RY","Affect HS-Color RY",1,1,0,0
"166","Main","0hyFge02V3","Brightness-Amp-Affect",70,"Affect HS","Noise","Affect HS-Noise",0,0,1,1
"167","Main","0hyFge02V3","Brightness-Amp-Affect",71,"Brightness","Speed","Brightness-Speed",1,1,1,1
"168","Main","0hyFge02V3","Brightness-Amp-Affect",72,"Brightness","Pitch","Brightness-Pitch",0,0,0,0
"169","Main","0hyFge02V3","Brightness-Amp-Affect",73,"Brightness","Speed","Brightness-Speed",1,1,1,1
"170","Main","0hyFge02V3","Brightness-Amp-Affect",74,"Affect HS","Shape","Affect HS-Shape",1,1,1,1
"171","Main","0hyFge02V3","Brightness-Amp-Affect",75,"Shape","Brightness","Brightness-Shape",0,0,0,0
"172","Main","0hyFge02V3","Brightness-Amp-Affect",76,"Amp","Brightness","Amp-Brightness",0,0,0,0
"173","Main","0hyFge02V3","Brightness-Amp-Affect",77,"Size","Amp","Amp-Size",0,0,0,0
"174","Main","0hyFge02V3","Brightness-Amp-Affect",78,"Shape","Affect SC","Affect SC-Shape",1,1,1,1
"175","Main","0hyFge02V3","Brightness-Amp-Affect",79,"Amp","Speed","Amp-Speed",0,0,0,0
"176","Main","0hyFge02V3","Brightness-Amp-Affect",80,"Pitch","Amp","Amp-Pitch",1,1,0,1
"177","Main","0hyFge02V3","Brightness-Amp-Affect",81,"Size","Brightness","Brightness-Size",0,0,1,0
"178","Main","0hyFge02V3","Brightness-Amp-Affect",82,"Noise","Affect PD","Affect PD-Noise",0,0,1,1
"179","Main","0hyFge02V3","Brightness-Amp-Affect",83,"Brightness","Amp","Amp-Brightness",1,1,1,1
"180","Main","0hyFge02V3","Brightness-Amp-Affect",84,"Affect PD","Brightness","Affect PD-Brightness",0,0,0,0
"181","Main","0hyFge02V3","Brightness-Amp-Affect",85,"Amp","Speed","Amp-Speed",0,0,0,0
"182","Main","0hyFge02V3","Brightness-Amp-Affect",86,"Affect EB","Brightness","Affect EB-Brightness",1,1,1,1
"183","Main","0hyFge02V3","Brightness-Amp-Affect",87,"Noise","Amp","Amp-Noise",0,0,0,0
"184","Main","0hyFge02V3","Brightness-Amp-Affect",88,"Amp","Shape","Amp-Shape",0,0,0,0
"185","Main","0hyFge02V3","Brightness-Amp-Affect",89,"Amp","Brightness","Amp-Brightness",0,0,0,0
"186","Main","0hyFge02V3","Brightness-Amp-Affect",90,"Affect EB","Color RY","Affect EB-Color RY",0,0,0,1
"187","Main","0hyFge02V3","Brightness-Amp-Affect",91,"Amp","Pitch","Amp-Pitch",1,1,0,1
"188","Main","0hyFge02V3","Brightness-Amp-Affect",92,"Affect HS","Pitch","Affect HS-Pitch",0,0,0,0
"189","Main","0hyFge02V3","Brightness-Amp-Affect",93,"Size","Affect SC","Affect SC-Size",1,1,0,1
"190","Main","0hyFge02V3","Brightness-Amp-Affect",94,"Affect EB","Shape","Affect EB-Shape",0,0,0,0
"191","Main","0hyFge02V3","Brightness-Amp-Affect",95,"Shape","Brightness","Brightness-Shape",0,0,0,0
"192","Main","0hyFge02V3","Brightness-Amp-Affect",96,"Affect EB","Pitch","Affect EB-Pitch",0,0,0,0
"193","Main","0n9FgftmIS","Amp-Size-Speed",1,"Brightness","Amp","Amp-Brightness",0,0,0,0
"194","Main","0n9FgftmIS","Amp-Size-Speed",2,"Size","Noise","Noise-Size",0,0,1,0
"195","Main","0n9FgftmIS","Amp-Size-Speed",3,"Amp","Speed","Amp-Speed",0,0,0,0
"196","Main","0n9FgftmIS","Amp-Size-Speed",4,"Size","Pitch","Pitch-Size",1,1,0,1
"197","Main","0n9FgftmIS","Amp-Size-Speed",5,"Size","Affect PD","Affect PD-Size",0,0,1,0
"198","Main","0n9FgftmIS","Amp-Size-Speed",6,"Speed","Noise","Noise-Speed",1,1,1,1
"199","Main","0n9FgftmIS","Amp-Size-Speed",7,"Amp","Speed","Amp-Speed",1,1,1,1
"200","Main","0n9FgftmIS","Amp-Size-Speed",8,"Speed","Amp","Amp-Speed",0,0,0,0
"201","Main","0n9FgftmIS","Amp-Size-Speed",9,"Size","Amp","Amp-Size",1,1,1,1
"202","Main","0n9FgftmIS","Amp-Size-Speed",10,"Speed","Shape","Shape-Speed",1,1,1,1
"203","Main","0n9FgftmIS","Amp-Size-Speed",11,"Shape","Amp","Amp-Shape",0,0,0,0
"204","Main","0n9FgftmIS","Amp-Size-Speed",12,"Size","Amp","Amp-Size",0,0,0,0
"205","Main","0n9FgftmIS","Amp-Size-Speed",13,"Noise","Speed","Noise-Speed",0,0,0,0
"206","Main","0n9FgftmIS","Amp-Size-Speed",14,"Amp","Size","Amp-Size",1,1,1,1
"207","Main","0n9FgftmIS","Amp-Size-Speed",15,"Size","Amp","Amp-Size",0,0,0,0
"208","Main","0n9FgftmIS","Amp-Size-Speed",16,"Speed","Size","Size-Speed",0,0,1,0
"209","Main","0n9FgftmIS","Amp-Size-Speed",17,"Size","Pitch","Pitch-Size",1,1,0,1
"210","Main","0n9FgftmIS","Amp-Size-Speed",18,"Affect PD","Amp","Affect PD-Amp",0,0,1,0
"211","Main","0n9FgftmIS","Amp-Size-Speed",19,"Noise","Size","Noise-Size",1,1,0,1
"212","Main","0n9FgftmIS","Amp-Size-Speed",20,"Shape","Speed","Shape-Speed",1,1,1,1
"213","Main","0n9FgftmIS","Amp-Size-Speed",21,"Size","Noise","Noise-Size",0,0,1,0
"214","Main","0n9FgftmIS","Amp-Size-Speed",22,"Amp","Brightness","Amp-Brightness",0,0,0,0
"215","Main","0n9FgftmIS","Amp-Size-Speed",23,"Shape","Size","Shape-Size",1,1,0,1
"216","Main","0n9FgftmIS","Amp-Size-Speed",24,"Speed","Amp","Amp-Speed",1,1,1,1
"217","Main","0n9FgftmIS","Amp-Size-Speed",25,"Pitch","Speed","Pitch-Speed",1,1,1,1
"218","Main","0n9FgftmIS","Amp-Size-Speed",26,"Size","Shape","Shape-Size",0,0,1,0
"219","Main","0n9FgftmIS","Amp-Size-Speed",27,"Speed","Size","Size-Speed",1,1,0,1
"220","Main","0n9FgftmIS","Amp-Size-Speed",28,"Size","Brightness","Brightness-Size",0,0,1,0
"221","Main","0n9FgftmIS","Amp-Size-Speed",29,"Color RB","Amp","Amp-Color RB",0,0,0,0
"222","Main","0n9FgftmIS","Amp-Size-Speed",30,"Size","Affect PD","Affect PD-Size",0,0,1,0
"223","Main","0n9FgftmIS","Amp-Size-Speed",31,"Shape","Size","Shape-Size",0,0,1,0
"224","Main","0n9FgftmIS","Amp-Size-Speed",32,"Affect PD","Size","Affect PD-Size",0,0,1,0
"225","Main","0n9FgftmIS","Amp-Size-Speed",33,"Shape","Amp","Amp-Shape",0,0,0,0
"226","Main","0n9FgftmIS","Amp-Size-Speed",34,"Noise","Size","Noise-Size",0,0,1,0
"227","Main","0n9FgftmIS","Amp-Size-Speed",35,"Speed","Noise","Noise-Speed",0,0,0,0
"228","Main","0n9FgftmIS","Amp-Size-Speed",36,"Amp","Shape","Amp-Shape",1,1,1,1
"229","Main","0n9FgftmIS","Amp-Size-Speed",37,"Pitch","Amp","Amp-Pitch",1,1,0,1
"230","Main","0n9FgftmIS","Amp-Size-Speed",38,"Color RB","Amp","Amp-Color RB",1,1,1,1
"231","Main","0n9FgftmIS","Amp-Size-Speed",39,"Noise","Amp","Amp-Noise",0,0,0,0
"232","Main","0n9FgftmIS","Amp-Size-Speed",40,"Affect PD","Amp","Affect PD-Amp",0,0,1,0
"233","Main","0n9FgftmIS","Amp-Size-Speed",41,"Affect PD","Speed","Affect PD-Speed",0,0,0,0
"234","Main","0n9FgftmIS","Amp-Size-Speed",42,"Amp","Noise","Amp-Noise",0,0,0,0
"235","Main","0n9FgftmIS","Amp-Size-Speed",43,"Amp","Pitch","Amp-Pitch",0,0,1,0
"236","Main","0n9FgftmIS","Amp-Size-Speed",44,"Color RB","Speed","Color RB-Speed",1,1,1,1
"237","Main","0n9FgftmIS","Amp-Size-Speed",45,"Speed","Brightness","Brightness-Speed",1,1,1,1
"238","Main","0n9FgftmIS","Amp-Size-Speed",46,"Speed","Color RB","Color RB-Speed",1,1,1,1
"239","Main","0n9FgftmIS","Amp-Size-Speed",47,"Speed","Shape","Shape-Speed",1,1,1,1
"240","Main","0n9FgftmIS","Amp-Size-Speed",48,"Brightness","Speed","Brightness-Speed",0,0,0,0
"241","Main","0n9FgftmIS","Amp-Size-Speed",49,"Shape","Speed","Shape-Speed",1,1,1,1
"242","Main","0n9FgftmIS","Amp-Size-Speed",50,"Amp","Shape","Amp-Shape",0,0,0,0
