"","DataSet","Subject","Condition","TrialNum","Inducer","Concurrent","Comparison","Response","Magnitude","LitReview","Affect"
"11101","Main","SvhueKopb9","Brightness-Amp-Affect",61,"Color RG","Brightness","Brightness-Color RG",0,0,1,0
"11102","Main","SvhueKopb9","Brightness-Amp-Affect",62,"Size","Brightness","Brightness-Size",0,0,1,0
"11103","Main","SvhueKopb9","Brightness-Amp-Affect",63,"Pitch","Brightness","Brightness-Pitch",0,0,0,0
"11104","Main","SvhueKopb9","Brightness-Amp-Affect",64,"Amp","Size","Amp-Size",1,1,1,1
"11105","Main","SvhueKopb9","Brightness-Amp-Affect",65,"Shape","Brightness","Brightness-Shape",0,0,0,0
"11106","Main","SvhueKopb9","Brightness-Amp-Affect",66,"Affect PD","Amp","Affect PD-Amp",1,1,0,1
"11107","Main","SvhueKopb9","Brightness-Amp-Affect",67,"Brightness","Noise","Brightness-Noise",1,1,1,1
"11108","Main","SvhueKopb9","Brightness-Amp-Affect",68,"Brightness","Amp","Amp-Brightness",0,0,0,0
"11109","Main","SvhueKopb9","Brightness-Amp-Affect",69,"Brightness","Affect PD","Affect PD-Brightness",0,0,0,0
"11110","Main","SvhueKopb9","Brightness-Amp-Affect",70,"Affect SC","Speed","Affect SC-Speed",1,1,1,1
"11111","Main","SvhueKopb9","Brightness-Amp-Affect",71,"Brightness","Amp","Amp-Brightness",1,1,1,1
"11112","Main","SvhueKopb9","Brightness-Amp-Affect",72,"Affect PD","Brightness","Affect PD-Brightness",1,1,1,1
"11113","Main","SvhueKopb9","Brightness-Amp-Affect",73,"Speed","Brightness","Brightness-Speed",0,0,0,0
"11114","Main","SvhueKopb9","Brightness-Amp-Affect",74,"Noise","Affect HS","Affect HS-Noise",1,1,0,0
"11115","Main","SvhueKopb9","Brightness-Amp-Affect",75,"Pitch","Amp","Amp-Pitch",0,0,1,0
"11116","Main","SvhueKopb9","Brightness-Amp-Affect",76,"Shape","Brightness","Brightness-Shape",1,1,1,1
"11117","Main","SvhueKopb9","Brightness-Amp-Affect",77,"Brightness","Color RG","Brightness-Color RG",0,0,1,0
"11118","Main","SvhueKopb9","Brightness-Amp-Affect",78,"Brightness","Affect PD","Affect PD-Brightness",1,1,1,1
"11119","Main","SvhueKopb9","Brightness-Amp-Affect",79,"Amp","Affect PD","Affect PD-Amp",0,0,1,0
"11120","Main","SvhueKopb9","Brightness-Amp-Affect",80,"Speed","Brightness","Brightness-Speed",1,1,1,1
"11121","Main","SvhueKopb9","Brightness-Amp-Affect",81,"Affect PD","Brightness","Affect PD-Brightness",0,0,0,0
"11122","Main","SvhueKopb9","Brightness-Amp-Affect",82,"Brightness","Speed","Brightness-Speed",0,0,0,0
"11123","Main","SvhueKopb9","Brightness-Amp-Affect",83,"Amp","Shape","Amp-Shape",1,1,1,1
"11124","Main","SvhueKopb9","Brightness-Amp-Affect",84,"Speed","Affect HS","Affect HS-Speed",1,1,1,1
"11125","Main","SvhueKopb9","Brightness-Amp-Affect",85,"Pitch","Affect HS","Affect HS-Pitch",0,0,0,0
"11126","Main","SvhueKopb9","Brightness-Amp-Affect",86,"Brightness","Amp","Amp-Brightness",1,1,1,1
"11127","Main","SvhueKopb9","Brightness-Amp-Affect",87,"Affect PD","Brightness","Affect PD-Brightness",1,1,1,1
"11128","Main","SvhueKopb9","Brightness-Amp-Affect",88,"Brightness","Affect HS","Affect HS-Brightness",1,1,1,1
"11129","Main","SvhueKopb9","Brightness-Amp-Affect",89,"Affect PD","Amp","Affect PD-Amp",1,1,0,1
"11130","Main","SvhueKopb9","Brightness-Amp-Affect",90,"Affect SC","Brightness","Affect SC-Brightness",1,1,1,1
"11131","Main","SvhueKopb9","Brightness-Amp-Affect",91,"Affect SC","Noise","Affect SC-Noise",1,1,1,1
"11132","Main","SvhueKopb9","Brightness-Amp-Affect",92,"Size","Amp","Amp-Size",1,1,1,1
"11133","Main","SvhueKopb9","Brightness-Amp-Affect",93,"Noise","Affect EB","Affect EB-Noise",1,1,1,0
"11134","Main","SvhueKopb9","Brightness-Amp-Affect",94,"Amp","Brightness","Amp-Brightness",1,1,1,1
"11135","Main","SvhueKopb9","Brightness-Amp-Affect",95,"Brightness","Shape","Brightness-Shape",0,0,0,0
"11136","Main","SvhueKopb9","Brightness-Amp-Affect",96,"Color RG","Amp","Amp-Color RG",0,0,0,0
"11137","Main","Tpvu5c6eCm","Pitch-Size-Color",1,"Color RY","Amp","Amp-Color RY",1,1,1,1
"11138","Main","Tpvu5c6eCm","Pitch-Size-Color",2,"Size","Affect HS","Affect HS-Size",1,1,0,1
"11139","Main","Tpvu5c6eCm","Pitch-Size-Color",3,"Pitch","Speed","Pitch-Speed",1,1,1,1
"11140","Main","Tpvu5c6eCm","Pitch-Size-Color",4,"Amp","Pitch","Amp-Pitch",1,1,0,1
"11141","Main","Tpvu5c6eCm","Pitch-Size-Color",5,"Color RG","Shape","Color RG-Shape",0,0,0,1
"11142","Main","Tpvu5c6eCm","Pitch-Size-Color",6,"Pitch","Color RY","Color RY-Pitch",1,1,0,1
"11143","Main","Tpvu5c6eCm","Pitch-Size-Color",7,"Color RY","Noise","Color RY-Noise",1,1,1,0
"11144","Main","Tpvu5c6eCm","Pitch-Size-Color",8,"Size","Brightness","Brightness-Size",0,0,1,0
"11145","Main","Tpvu5c6eCm","Pitch-Size-Color",9,"Speed","Size","Size-Speed",1,1,0,1
"11146","Main","Tpvu5c6eCm","Pitch-Size-Color",10,"Shape","Pitch","Pitch-Shape",0,0,1,0
"11147","Main","Tpvu5c6eCm","Pitch-Size-Color",11,"Color RY","Brightness","Brightness-Color RY",0,0,1,0
"11148","Main","Tpvu5c6eCm","Pitch-Size-Color",12,"Affect HS","Pitch","Affect HS-Pitch",0,0,0,0
"11149","Main","Tpvu5c6eCm","Pitch-Size-Color",13,"Size","Shape","Shape-Size",1,1,0,1
"11150","Main","Tpvu5c6eCm","Pitch-Size-Color",14,"Amp","Size","Amp-Size",0,0,0,0
"11151","Main","Tpvu5c6eCm","Pitch-Size-Color",15,"Shape","Size","Shape-Size",0,0,1,0
"11152","Main","Tpvu5c6eCm","Pitch-Size-Color",16,"Size","Amp","Amp-Size",1,1,1,1
"11153","Main","Tpvu5c6eCm","Pitch-Size-Color",17,"Affect HS","Color YB","Affect HS-Color YB",0,0,0,0
"11154","Main","Tpvu5c6eCm","Pitch-Size-Color",18,"Size","Shape","Shape-Size",0,0,1,0
"11155","Main","Tpvu5c6eCm","Pitch-Size-Color",19,"Size","Pitch","Pitch-Size",1,1,0,1
"11156","Main","Tpvu5c6eCm","Pitch-Size-Color",20,"Size","Pitch","Pitch-Size",0,0,1,0
"11157","Main","Tpvu5c6eCm","Pitch-Size-Color",21,"Pitch","Amp","Amp-Pitch",0,0,1,0
"11158","Main","Tpvu5c6eCm","Pitch-Size-Color",22,"Affect HS","Size","Affect HS-Size",0,0,1,0
"11159","Main","Tpvu5c6eCm","Pitch-Size-Color",23,"Shape","Color RB","Color RB-Shape",1,1,1,1
"11160","Main","Tpvu5c6eCm","Pitch-Size-Color",24,"Noise","Pitch","Noise-Pitch",1,1,0,0
"11161","Main","Tpvu5c6eCm","Pitch-Size-Color",25,"Pitch","Affect HS","Affect HS-Pitch",1,1,1,1
"11162","Main","Tpvu5c6eCm","Pitch-Size-Color",26,"Pitch","Size","Pitch-Size",0,0,1,0
"11163","Main","Tpvu5c6eCm","Pitch-Size-Color",27,"Brightness","Color YB","Brightness-Color YB",0,0,0,0
"11164","Main","Tpvu5c6eCm","Pitch-Size-Color",28,"Shape","Pitch","Pitch-Shape",1,1,0,1
"11165","Main","Tpvu5c6eCm","Pitch-Size-Color",29,"Size","Noise","Noise-Size",1,1,0,1
"11166","Main","Tpvu5c6eCm","Pitch-Size-Color",30,"Pitch","Brightness","Brightness-Pitch",0,0,0,0
"11167","Main","Tpvu5c6eCm","Pitch-Size-Color",31,"Pitch","Noise","Noise-Pitch",1,1,0,0
"11168","Main","Tpvu5c6eCm","Pitch-Size-Color",32,"Brightness","Pitch","Brightness-Pitch",0,0,0,0
"11169","Main","Tpvu5c6eCm","Pitch-Size-Color",33,"Color RG","Brightness","Brightness-Color RG",0,0,1,0
"11170","Main","Tpvu5c6eCm","Pitch-Size-Color",34,"Color RG","Noise","Color RG-Noise",0,0,0,1
"11171","Main","Tpvu5c6eCm","Pitch-Size-Color",35,"Speed","Color YB","Color YB-Speed",0,0,0,0
"11172","Main","Tpvu5c6eCm","Pitch-Size-Color",36,"Pitch","Color RB","Color RB-Pitch",0,0,0,0
"11173","Main","Tpvu5c6eCm","Pitch-Size-Color",37,"Color RG","Affect HS","Affect HS-Color RG",0,0,1,1
"11174","Main","Tpvu5c6eCm","Pitch-Size-Color",38,"Amp","Color YB","Amp-Color YB",1,1,1,1
"11175","Main","Tpvu5c6eCm","Pitch-Size-Color",39,"Size","Color RY","Color RY-Size",1,1,1,1
"11176","Main","Tpvu5c6eCm","Pitch-Size-Color",40,"Size","Color RY","Color RY-Size",0,0,0,0
"11177","Main","Tpvu5c6eCm","Pitch-Size-Color",41,"Color RG","Size","Color RG-Size",1,1,0,1
"11178","Main","Tpvu5c6eCm","Pitch-Size-Color",42,"Noise","Size","Noise-Size",0,0,1,0
"11179","Main","Tpvu5c6eCm","Pitch-Size-Color",43,"Speed","Size","Size-Speed",0,0,1,0
"11180","Main","Tpvu5c6eCm","Pitch-Size-Color",44,"Amp","Pitch","Amp-Pitch",1,1,0,1
"11181","Main","Tpvu5c6eCm","Pitch-Size-Color",45,"Pitch","Affect HS","Affect HS-Pitch",0,0,0,0
"11182","Main","Tpvu5c6eCm","Pitch-Size-Color",46,"Color RY","Speed","Color RY-Speed",1,1,1,1
"11183","Main","Tpvu5c6eCm","Pitch-Size-Color",47,"Color RG","Amp","Amp-Color RG",1,1,1,1
"11184","Main","Tpvu5c6eCm","Pitch-Size-Color",48,"Noise","Color RB","Color RB-Noise",1,1,1,0
"11185","Main","Tpvu5c6eCm","Pitch-Size-Color",49,"Color RY","Pitch","Color RY-Pitch",0,0,1,0
"11186","Main","Tpvu5c6eCm","Pitch-Size-Color",50,"Color RY","Affect HS","Affect HS-Color RY",1,1,0,0
"11187","Main","Tpvu5c6eCm","Pitch-Size-Color",51,"Affect HS","Color RB","Affect HS-Color RB",0,0,0,0
"11188","Main","Tpvu5c6eCm","Pitch-Size-Color",52,"Shape","Color YB","Color YB-Shape",1,1,1,1
"11189","Main","Tpvu5c6eCm","Pitch-Size-Color",53,"Noise","Size","Noise-Size",1,1,0,1
"11190","Main","Tpvu5c6eCm","Pitch-Size-Color",54,"Brightness","Size","Brightness-Size",1,1,0,1
"11191","Main","Tpvu5c6eCm","Pitch-Size-Color",55,"Brightness","Color RB","Brightness-Color RB",1,1,1,1
"11192","Main","Tpvu5c6eCm","Pitch-Size-Color",56,"Size","Speed","Size-Speed",0,0,1,0
"11193","Main","Tpvu5c6eCm","Pitch-Size-Color",57,"Size","Pitch","Pitch-Size",1,1,0,1
"11194","Main","Tpvu5c6eCm","Pitch-Size-Color",58,"Size","Brightness","Brightness-Size",1,1,0,1
"11195","Main","Tpvu5c6eCm","Pitch-Size-Color",59,"Noise","Color YB","Color YB-Noise",1,1,1,1
"11196","Main","Tpvu5c6eCm","Pitch-Size-Color",60,"Color RY","Size","Color RY-Size",1,1,1,1
"11197","Main","Tpvu5c6eCm","Pitch-Size-Color",61,"Amp","Color RB","Amp-Color RB",1,1,1,1
"11198","Main","Tpvu5c6eCm","Pitch-Size-Color",62,"Pitch","Size","Pitch-Size",0,0,1,0
"11199","Main","Tpvu5c6eCm","Pitch-Size-Color",63,"Color RY","Pitch","Color RY-Pitch",0,0,1,0
"11200","Main","Tpvu5c6eCm","Pitch-Size-Color",64,"Pitch","Size","Pitch-Size",0,0,1,0
"11201","Main","Tpvu5c6eCm","Pitch-Size-Color",65,"Pitch","Noise","Noise-Pitch",1,1,0,0
"11202","Main","Tpvu5c6eCm","Pitch-Size-Color",66,"Color RY","Pitch","Color RY-Pitch",1,1,0,1
"11203","Main","Tpvu5c6eCm","Pitch-Size-Color",67,"Size","Affect HS","Affect HS-Size",1,1,0,1
"11204","Main","Tpvu5c6eCm","Pitch-Size-Color",68,"Size","Noise","Noise-Size",1,1,0,1
"11205","Main","Tpvu5c6eCm","Pitch-Size-Color",69,"Color RY","Size","Color RY-Size",1,1,1,1
"11206","Main","Tpvu5c6eCm","Pitch-Size-Color",70,"Affect HS","Size","Affect HS-Size",1,1,0,1
"11207","Main","Tpvu5c6eCm","Pitch-Size-Color",71,"Speed","Pitch","Pitch-Speed",1,1,1,1
"11208","Main","Tpvu5c6eCm","Pitch-Size-Color",72,"Size","Pitch","Pitch-Size",1,1,0,1
"11209","Main","Tpvu5c6eCm","Pitch-Size-Color",73,"Noise","Pitch","Noise-Pitch",0,0,1,1
"11210","Main","Tpvu5c6eCm","Pitch-Size-Color",74,"Color RY","Shape","Color RY-Shape",0,0,0,0
"11211","Main","Tpvu5c6eCm","Pitch-Size-Color",75,"Size","Amp","Amp-Size",1,1,1,1
"11212","Main","Tpvu5c6eCm","Pitch-Size-Color",76,"Size","Speed","Size-Speed",1,1,0,1
"11213","Main","Tpvu5c6eCm","Pitch-Size-Color",77,"Color RY","Size","Color RY-Size",0,0,0,0
"11214","Main","Tpvu5c6eCm","Pitch-Size-Color",78,"Speed","Color RB","Color RB-Speed",1,1,1,1
"11215","Main","Tpvu5c6eCm","Pitch-Size-Color",79,"Pitch","Shape","Pitch-Shape",1,1,0,1
"11216","Main","Tpvu5c6eCm","Pitch-Size-Color",80,"Pitch","Color RY","Color RY-Pitch",1,1,0,1
"11217","Main","Tpvu5c6eCm","Pitch-Size-Color",81,"Pitch","Speed","Pitch-Speed",1,1,1,1
"11218","Main","Tpvu5c6eCm","Pitch-Size-Color",82,"Pitch","Color YB","Color YB-Pitch",0,0,0,0
"11219","Main","Tpvu5c6eCm","Pitch-Size-Color",83,"Shape","Size","Shape-Size",0,0,1,0
"11220","Main","Tpvu5c6eCm","Pitch-Size-Color",84,"Affect HS","Pitch","Affect HS-Pitch",0,0,0,0
"11221","Main","Tpvu5c6eCm","Pitch-Size-Color",85,"Pitch","Amp","Amp-Pitch",1,1,0,1
"11222","Main","Tpvu5c6eCm","Pitch-Size-Color",86,"Color RG","Speed","Color RG-Speed",1,1,1,1
"11223","Main","Tpvu5c6eCm","Pitch-Size-Color",87,"Pitch","Size","Pitch-Size",1,1,0,1
"11224","Main","Tpvu5c6eCm","Pitch-Size-Color",88,"Brightness","Pitch","Brightness-Pitch",1,1,1,1
"11225","Main","Tpvu5c6eCm","Pitch-Size-Color",89,"Amp","Size","Amp-Size",1,1,1,1
"11226","Main","Tpvu5c6eCm","Pitch-Size-Color",90,"Pitch","Shape","Pitch-Shape",0,0,1,0
"11227","Main","Tpvu5c6eCm","Pitch-Size-Color",91,"Brightness","Size","Brightness-Size",0,0,1,0
"11228","Main","Tpvu5c6eCm","Pitch-Size-Color",92,"Size","Color RB","Color RB-Size",0,0,1,0
"11229","Main","Tpvu5c6eCm","Pitch-Size-Color",93,"Pitch","Brightness","Brightness-Pitch",1,1,1,1
"11230","Main","Tpvu5c6eCm","Pitch-Size-Color",94,"Speed","Pitch","Pitch-Speed",1,1,1,1
"11231","Main","Tpvu5c6eCm","Pitch-Size-Color",95,"Size","Color YB","Color YB-Size",0,0,1,0
"11232","Main","Tpvu5c6eCm","Pitch-Size-Color",96,"Color RG","Pitch","Color RG-Pitch",0,0,1,1
"11233","Main","u6qaA4jvGl","Noise-Shape-Speed",1,"Noise","Affect EB","Affect EB-Noise",0,0,0,1
"11234","Main","u6qaA4jvGl","Noise-Shape-Speed",2,"Color YB","Noise","Color YB-Noise",0,0,0,0
"11235","Main","u6qaA4jvGl","Noise-Shape-Speed",3,"Pitch","Noise","Noise-Pitch",1,1,0,0
"11236","Main","u6qaA4jvGl","Noise-Shape-Speed",4,"Speed","Pitch","Pitch-Speed",1,1,1,1
"11237","Main","u6qaA4jvGl","Noise-Shape-Speed",5,"Shape","Noise","Noise-Shape",1,1,1,0
"11238","Main","u6qaA4jvGl","Noise-Shape-Speed",6,"Shape","Size","Shape-Size",1,1,0,1
"11239","Main","u6qaA4jvGl","Noise-Shape-Speed",7,"Speed","Pitch","Pitch-Speed",1,1,1,1
"11240","Main","u6qaA4jvGl","Noise-Shape-Speed",8,"Shape","Noise","Noise-Shape",1,1,1,0
"11241","Main","u6qaA4jvGl","Noise-Shape-Speed",9,"Speed","Noise","Noise-Speed",0,0,0,0
"11242","Main","u6qaA4jvGl","Noise-Shape-Speed",10,"Amp","Shape","Amp-Shape",1,1,1,1
"11243","Main","u6qaA4jvGl","Noise-Shape-Speed",11,"Brightness","Speed","Brightness-Speed",0,0,0,0
"11244","Main","u6qaA4jvGl","Noise-Shape-Speed",12,"Noise","Speed","Noise-Speed",0,0,0,0
"11245","Main","u6qaA4jvGl","Noise-Shape-Speed",13,"Shape","Affect EB","Affect EB-Shape",1,1,1,1
"11246","Main","u6qaA4jvGl","Noise-Shape-Speed",14,"Noise","Speed","Noise-Speed",1,1,1,1
"11247","Main","u6qaA4jvGl","Noise-Shape-Speed",15,"Affect EB","Noise","Affect EB-Noise",1,1,1,0
"11248","Main","u6qaA4jvGl","Noise-Shape-Speed",16,"Noise","Brightness","Brightness-Noise",1,1,1,1
"11249","Main","u6qaA4jvGl","Noise-Shape-Speed",17,"Pitch","Speed","Pitch-Speed",1,1,1,1
"11250","Main","u6qaA4jvGl","Noise-Shape-Speed",18,"Shape","Pitch","Pitch-Shape",1,1,0,1
"11251","Main","u6qaA4jvGl","Noise-Shape-Speed",19,"Size","Noise","Noise-Size",0,0,1,0
"11252","Main","u6qaA4jvGl","Noise-Shape-Speed",20,"Noise","Shape","Noise-Shape",1,1,1,0
"11253","Main","u6qaA4jvGl","Noise-Shape-Speed",21,"Shape","Speed","Shape-Speed",1,1,1,1
"11254","Main","u6qaA4jvGl","Noise-Shape-Speed",22,"Pitch","Noise","Noise-Pitch",0,0,1,1
"11255","Main","u6qaA4jvGl","Noise-Shape-Speed",23,"Speed","Color YB","Color YB-Speed",0,0,0,0
"11256","Main","u6qaA4jvGl","Noise-Shape-Speed",24,"Amp","Speed","Amp-Speed",1,1,1,1
"11257","Main","u6qaA4jvGl","Noise-Shape-Speed",25,"Affect EB","Shape","Affect EB-Shape",0,0,0,0
"11258","Main","u6qaA4jvGl","Noise-Shape-Speed",26,"Shape","Affect EB","Affect EB-Shape",1,1,1,1
"11259","Main","u6qaA4jvGl","Noise-Shape-Speed",27,"Brightness","Noise","Brightness-Noise",0,0,0,0
"11260","Main","u6qaA4jvGl","Noise-Shape-Speed",28,"Speed","Amp","Amp-Speed",0,0,0,0
"11261","Main","u6qaA4jvGl","Noise-Shape-Speed",29,"Affect EB","Speed","Affect EB-Speed",0,0,0,0
"11262","Main","u6qaA4jvGl","Noise-Shape-Speed",30,"Speed","Affect EB","Affect EB-Speed",1,1,1,1
"11263","Main","u6qaA4jvGl","Noise-Shape-Speed",31,"Speed","Noise","Noise-Speed",0,0,0,0
"11264","Main","u6qaA4jvGl","Noise-Shape-Speed",32,"Brightness","Speed","Brightness-Speed",0,0,0,0
"11265","Main","u6qaA4jvGl","Noise-Shape-Speed",33,"Brightness","Noise","Brightness-Noise",0,0,0,0
"11266","Main","u6qaA4jvGl","Noise-Shape-Speed",34,"Shape","Speed","Shape-Speed",1,1,1,1
"11267","Main","u6qaA4jvGl","Noise-Shape-Speed",35,"Size","Noise","Noise-Size",1,1,0,1
"11268","Main","u6qaA4jvGl","Noise-Shape-Speed",36,"Shape","Brightness","Brightness-Shape",1,1,1,1
"11269","Main","u6qaA4jvGl","Noise-Shape-Speed",37,"Pitch","Shape","Pitch-Shape",1,1,0,1
"11270","Main","u6qaA4jvGl","Noise-Shape-Speed",38,"Color YB","Speed","Color YB-Speed",0,0,0,0
"11271","Main","u6qaA4jvGl","Noise-Shape-Speed",39,"Shape","Amp","Amp-Shape",1,1,1,1
"11272","Main","u6qaA4jvGl","Noise-Shape-Speed",40,"Noise","Pitch","Noise-Pitch",0,0,1,1
"11273","Main","u6qaA4jvGl","Noise-Shape-Speed",41,"Noise","Color YB","Color YB-Noise",0,0,0,0
"11274","Main","u6qaA4jvGl","Noise-Shape-Speed",42,"Speed","Shape","Shape-Speed",1,1,1,1
"11275","Main","u6qaA4jvGl","Noise-Shape-Speed",43,"Pitch","Speed","Pitch-Speed",1,1,1,1
"11276","Main","u6qaA4jvGl","Noise-Shape-Speed",44,"Speed","Amp","Amp-Speed",1,1,1,1
"11277","Main","u6qaA4jvGl","Noise-Shape-Speed",45,"Shape","Speed","Shape-Speed",1,1,1,1
"11278","Main","u6qaA4jvGl","Noise-Shape-Speed",46,"Noise","Pitch","Noise-Pitch",0,0,1,1
"11279","Main","u6qaA4jvGl","Noise-Shape-Speed",47,"Color YB","Noise","Color YB-Noise",1,1,1,1
"11280","Main","u6qaA4jvGl","Noise-Shape-Speed",48,"Color YB","Shape","Color YB-Shape",0,0,0,0
"11281","Main","u6qaA4jvGl","Noise-Shape-Speed",49,"Noise","Speed","Noise-Speed",0,0,0,0
"11282","Main","u6qaA4jvGl","Noise-Shape-Speed",50,"Speed","Brightness","Brightness-Speed",1,1,1,1
"11283","Main","u6qaA4jvGl","Noise-Shape-Speed",51,"Noise","Amp","Amp-Noise",1,1,1,1
"11284","Main","u6qaA4jvGl","Noise-Shape-Speed",52,"Shape","Size","Shape-Size",1,1,0,1
"11285","Main","u6qaA4jvGl","Noise-Shape-Speed",53,"Affect EB","Speed","Affect EB-Speed",0,0,0,0
"11286","Main","u6qaA4jvGl","Noise-Shape-Speed",54,"Shape","Brightness","Brightness-Shape",1,1,1,1
"11287","Main","u6qaA4jvGl","Noise-Shape-Speed",55,"Affect EB","Noise","Affect EB-Noise",1,1,1,0
"11288","Main","u6qaA4jvGl","Noise-Shape-Speed",56,"Noise","Size","Noise-Size",0,0,1,0
"11289","Main","u6qaA4jvGl","Noise-Shape-Speed",57,"Amp","Noise","Amp-Noise",0,0,0,0
"11290","Main","u6qaA4jvGl","Noise-Shape-Speed",58,"Noise","Affect EB","Affect EB-Noise",0,0,0,1
"11291","Main","u6qaA4jvGl","Noise-Shape-Speed",59,"Size","Shape","Shape-Size",1,1,0,1
"11292","Main","u6qaA4jvGl","Noise-Shape-Speed",60,"Size","Shape","Shape-Size",1,1,0,1
"11293","Main","u6qaA4jvGl","Noise-Shape-Speed",61,"Speed","Affect EB","Affect EB-Speed",1,1,1,1
"11294","Main","u6qaA4jvGl","Noise-Shape-Speed",62,"Shape","Noise","Noise-Shape",0,0,0,1
"11295","Main","u6qaA4jvGl","Noise-Shape-Speed",63,"Shape","Color YB","Color YB-Shape",0,0,0,0
"11296","Main","u6qaA4jvGl","Noise-Shape-Speed",64,"Shape","Speed","Shape-Speed",1,1,1,1
"11297","Main","u6qaA4jvGl","Noise-Shape-Speed",65,"Size","Speed","Size-Speed",1,1,0,1
"11298","Main","u6qaA4jvGl","Noise-Shape-Speed",66,"Noise","Color YB","Color YB-Noise",0,0,0,0
"11299","Main","u6qaA4jvGl","Noise-Shape-Speed",67,"Color YB","Shape","Color YB-Shape",1,1,1,1
"11300","Main","u6qaA4jvGl","Noise-Shape-Speed",68,"Pitch","Shape","Pitch-Shape",1,1,0,1
"11301","Main","u6qaA4jvGl","Noise-Shape-Speed",69,"Noise","Shape","Noise-Shape",1,1,1,0
"11302","Main","u6qaA4jvGl","Noise-Shape-Speed",70,"Speed","Color YB","Color YB-Speed",0,0,0,0
"11303","Main","u6qaA4jvGl","Noise-Shape-Speed",71,"Noise","Amp","Amp-Noise",0,0,0,0
"11304","Main","u6qaA4jvGl","Noise-Shape-Speed",72,"Noise","Brightness","Brightness-Noise",1,1,1,1
"11305","Main","u6qaA4jvGl","Noise-Shape-Speed",73,"Noise","Shape","Noise-Shape",1,1,1,0
"11306","Main","u6qaA4jvGl","Noise-Shape-Speed",74,"Amp","Shape","Amp-Shape",0,0,0,0
"11307","Main","u6qaA4jvGl","Noise-Shape-Speed",75,"Amp","Noise","Amp-Noise",1,1,1,1
"11308","Main","u6qaA4jvGl","Noise-Shape-Speed",76,"Shape","Pitch","Pitch-Shape",1,1,0,1
"11309","Main","u6qaA4jvGl","Noise-Shape-Speed",77,"Shape","Noise","Noise-Shape",1,1,1,0
"11310","Main","u6qaA4jvGl","Noise-Shape-Speed",78,"Brightness","Shape","Brightness-Shape",0,0,0,0
"11311","Main","u6qaA4jvGl","Noise-Shape-Speed",79,"Size","Speed","Size-Speed",0,0,1,0
"11312","Main","u6qaA4jvGl","Noise-Shape-Speed",80,"Shape","Amp","Amp-Shape",1,1,1,1
"11313","Main","u6qaA4jvGl","Noise-Shape-Speed",81,"Speed","Size","Size-Speed",0,0,1,0
"11314","Main","u6qaA4jvGl","Noise-Shape-Speed",82,"Shape","Color YB","Color YB-Shape",0,0,0,0
"11315","Main","u6qaA4jvGl","Noise-Shape-Speed",83,"Speed","Shape","Shape-Speed",1,1,1,1
"11316","Main","u6qaA4jvGl","Noise-Shape-Speed",84,"Amp","Speed","Amp-Speed",1,1,1,1
"11317","Main","u6qaA4jvGl","Noise-Shape-Speed",85,"Brightness","Shape","Brightness-Shape",1,1,1,1
"11318","Main","u6qaA4jvGl","Noise-Shape-Speed",86,"Color YB","Speed","Color YB-Speed",0,0,0,0
"11319","Main","u6qaA4jvGl","Noise-Shape-Speed",87,"Noise","Size","Noise-Size",1,1,0,1
"11320","Main","u6qaA4jvGl","Noise-Shape-Speed",88,"Speed","Size","Size-Speed",0,0,1,0
"11321","Main","u6qaA4jvGl","Noise-Shape-Speed",89,"Affect EB","Shape","Affect EB-Shape",1,1,1,1
"11322","Main","u6qaA4jvGl","Noise-Shape-Speed",90,"Speed","Shape","Shape-Speed",1,1,1,1
"11323","Main","u6qaA4jvGl","Noise-Shape-Speed",91,"Noise","Speed","Noise-Speed",0,0,0,0
"11324","Main","u6qaA4jvGl","Noise-Shape-Speed",92,"Speed","Shape","Shape-Speed",1,1,1,1
"11325","Main","u6qaA4jvGl","Noise-Shape-Speed",93,"Speed","Noise","Noise-Speed",0,0,0,0
"11326","Main","u6qaA4jvGl","Noise-Shape-Speed",94,"Noise","Shape","Noise-Shape",1,1,1,0
"11327","Main","u6qaA4jvGl","Noise-Shape-Speed",95,"Speed","Brightness","Brightness-Speed",0,0,0,0
"11328","Main","u6qaA4jvGl","Noise-Shape-Speed",96,"Speed","Noise","Noise-Speed",1,1,1,1
"11329","Main","udVxIc6VyK","Brightness-Amp-Affect",1,"Amp","Size","Amp-Size",0,0,0,0
"11330","Main","udVxIc6VyK","Brightness-Amp-Affect",2,"Pitch","Brightness","Brightness-Pitch",1,1,1,1
"11331","Main","udVxIc6VyK","Brightness-Amp-Affect",3,"Color RY","Amp","Amp-Color RY",0,0,0,0
"11332","Main","udVxIc6VyK","Brightness-Amp-Affect",4,"Amp","Brightness","Amp-Brightness",0,0,0,0
"11333","Main","udVxIc6VyK","Brightness-Amp-Affect",5,"Brightness","Color RY","Brightness-Color RY",0,0,1,0
"11334","Main","udVxIc6VyK","Brightness-Amp-Affect",6,"Affect EB","Brightness","Affect EB-Brightness",1,1,1,1
"11335","Main","udVxIc6VyK","Brightness-Amp-Affect",7,"Pitch","Affect SC","Affect SC-Pitch",0,0,0,0
"11336","Main","udVxIc6VyK","Brightness-Amp-Affect",8,"Affect EB","Shape","Affect EB-Shape",1,1,1,1
"11337","Main","udVxIc6VyK","Brightness-Amp-Affect",9,"Shape","Brightness","Brightness-Shape",1,1,1,1
"11338","Main","udVxIc6VyK","Brightness-Amp-Affect",10,"Shape","Brightness","Brightness-Shape",1,1,1,1
