"Id"	"TrialNum"	"Focal1"	"Focal2"	"Focal3"	"Inducer"	"Concurrent"	"InducerL"	"InducerR"	"ConcurrentL"	"ConcurrentR"
"Pitch-Size-Color-31"	1	"Pitch"	"Size"	"Color"	"Noise"	"Color"	"Noise-Hum-H"	"Noise-Hum-L"	"Color-RB-L"	"Color-RB-H"
"Pitch-Size-Color-31"	2	"Pitch"	"Size"	"Color"	"Pitch"	"Speed"	"Pitch-Hum-H"	"Pitch-Hum-L"	"Speed-SP4-L"	"Speed-SP4-H"
"Pitch-Size-Color-31"	3	"Pitch"	"Size"	"Color"	"Noise"	"Size"	"Noise-Hum-H"	"Noise-Hum-L"	"Size-Triangles-L"	"Size-Triangles-H"
"Pitch-Size-Color-31"	4	"Pitch"	"Size"	"Color"	"Color"	"Pitch"	"Color-RB-L"	"Color-RB-H"	"Pitch-Tone-H"	"Pitch-Tone-L"
"Pitch-Size-Color-31"	5	"Pitch"	"Size"	"Color"	"Size"	"Color"	"Size-Circles-L"	"Size-Circles-H"	"Color-RB-H"	"Color-RB-L"
"Pitch-Size-Color-31"	6	"Pitch"	"Size"	"Color"	"Brightness"	"Size"	"Brightness-Circles-L"	"Brightness-Circles-H"	"Size-Squares-L"	"Size-Squares-H"
"Pitch-Size-Color-31"	7	"Pitch"	"Size"	"Color"	"Size"	"Speed"	"Size-Diamonds-H"	"Size-Diamonds-L"	"Speed-SP4-L"	"Speed-SP4-H"
"Pitch-Size-Color-31"	8	"Pitch"	"Size"	"Color"	"Shape"	"Color"	"Shape-BK4-L"	"Shape-BK4-H"	"Color-RG-H"	"Color-RG-L"
"Pitch-Size-Color-31"	9	"Pitch"	"Size"	"Color"	"Size"	"Pitch"	"Size-Diamonds-H"	"Size-Diamonds-L"	"Pitch-Tone-H"	"Pitch-Tone-L"
"Pitch-Size-Color-31"	10	"Pitch"	"Size"	"Color"	"Color"	"Brightness"	"Color-YB-L"	"Color-YB-H"	"Brightness-Circles-L"	"Brightness-Circles-H"
"Pitch-Size-Color-31"	11	"Pitch"	"Size"	"Color"	"Color"	"Pitch"	"Color-YB-H"	"Color-YB-L"	"Pitch-Hum-H"	"Pitch-Hum-L"
"Pitch-Size-Color-31"	12	"Pitch"	"Size"	"Color"	"Speed"	"Pitch"	"Speed-SP4-H"	"Speed-SP4-L"	"Pitch-Tone-L"	"Pitch-Tone-H"
"Pitch-Size-Color-31"	13	"Pitch"	"Size"	"Color"	"Affect"	"Pitch"	"Affect-HS-L"	"Affect-HS-H"	"Pitch-Piano-H"	"Pitch-Piano-L"
"Pitch-Size-Color-31"	14	"Pitch"	"Size"	"Color"	"Speed"	"Color"	"Speed-SP4-H"	"Speed-SP4-L"	"Color-RB-L"	"Color-RB-H"
"Pitch-Size-Color-31"	15	"Pitch"	"Size"	"Color"	"Size"	"Amp"	"Size-Circles-L"	"Size-Circles-H"	"Amp-Pulse-L"	"Amp-Pulse-H"
"Pitch-Size-Color-31"	16	"Pitch"	"Size"	"Color"	"Amp"	"Size"	"Amp-Pulse-H"	"Amp-Pulse-L"	"Size-Squares-H"	"Size-Squares-L"
"Pitch-Size-Color-31"	17	"Pitch"	"Size"	"Color"	"Amp"	"Size"	"Amp-Pulse-H"	"Amp-Pulse-L"	"Size-Triangles-H"	"Size-Triangles-L"
"Pitch-Size-Color-31"	18	"Pitch"	"Size"	"Color"	"Amp"	"Pitch"	"Amp-Pulse-H"	"Amp-Pulse-L"	"Pitch-Piano-L"	"Pitch-Piano-H"
"Pitch-Size-Color-31"	19	"Pitch"	"Size"	"Color"	"Color"	"Affect"	"Color-RY-L"	"Color-RY-H"	"Affect-HS-L"	"Affect-HS-H"
"Pitch-Size-Color-31"	20	"Pitch"	"Size"	"Color"	"Pitch"	"Brightness"	"Pitch-Hum-H"	"Pitch-Hum-L"	"Brightness-Circles-H"	"Brightness-Circles-L"
"Pitch-Size-Color-31"	21	"Pitch"	"Size"	"Color"	"Size"	"Color"	"Size-Diamonds-H"	"Size-Diamonds-L"	"Color-RG-L"	"Color-RG-H"
"Pitch-Size-Color-31"	22	"Pitch"	"Size"	"Color"	"Speed"	"Color"	"Speed-SP4-H"	"Speed-SP4-L"	"Color-RG-L"	"Color-RG-H"
"Pitch-Size-Color-31"	23	"Pitch"	"Size"	"Color"	"Affect"	"Color"	"Affect-HS-L"	"Affect-HS-H"	"Color-RG-H"	"Color-RG-L"
"Pitch-Size-Color-31"	24	"Pitch"	"Size"	"Color"	"Size"	"Amp"	"Size-Diamonds-L"	"Size-Diamonds-H"	"Amp-Pulse-H"	"Amp-Pulse-L"
"Pitch-Size-Color-31"	25	"Pitch"	"Size"	"Color"	"Pitch"	"Noise"	"Pitch-Pulse-L"	"Pitch-Pulse-H"	"Noise-Hum-H"	"Noise-Hum-L"
