,trialNum,rt,subject,condition,InducerL,InducerR,ConcurrentL,ConcurrentR,choice
53,54.0,4840.0,bEFXyDLRlM,Color-14,Color-RB-H,Color-RB-L,Noise-Piano-L,Noise-Piano-H,0
54,55.0,3178.0,bEFXyDLRlM,Color-14,Size-Triangles-L,Size-Triangles-H,Color-RG-H,Color-RG-L,1
55,56.0,4893.0,bEFXyDLRlM,Color-14,Color-RY-H,Color-RY-L,Amp-Piano-H,Amp-Piano-L,0
56,57.0,2377.0,bEFXyDLRlM,Color-14,Color-RG-L,Color-RG-H,Speed-SP2-H,Speed-SP2-L,1
57,58.0,5439.0,bEFXyDLRlM,Color-14,Amp-Piano-H,Amp-Piano-L,Color-RY-H,Color-RY-L,0
58,59.0,5627.0,bEFXyDLRlM,Color-14,Affect-PD-L,Affect-PD-H,Color-RG-H,Color-RG-L,1
59,60.0,2303.0,bEFXyDLRlM,Color-14,Size-Triangles-H,Size-Triangles-L,Color-RB-L,Color-RB-H,0
60,61.0,5423.0,bEFXyDLRlM,Color-14,Amp-Piano-L,Amp-Piano-H,Color-YB-L,Color-YB-H,0
61,62.0,4456.0,bEFXyDLRlM,Color-14,Noise-Piano-H,Noise-Piano-L,Color-RB-L,Color-RB-H,0
62,63.0,3290.0,bEFXyDLRlM,Color-14,Color-RY-H,Color-RY-L,Size-Triangles-H,Size-Triangles-L,0
63,64.0,3328.0,bEFXyDLRlM,Color-14,Color-RG-L,Color-RG-H,Size-Triangles-H,Size-Triangles-L,1
0,1.0,5615.0,bVcCUSDWIV,Color-53,Color-YB-H,Color-YB-L,Speed-SP2-L,Speed-SP2-H,1
1,2.0,8182.0,bVcCUSDWIV,Color-53,Color-RB-L,Color-RB-H,Amp-Tone-L,Amp-Tone-H,0
2,3.0,9074.0,bVcCUSDWIV,Color-53,Size-Diamonds-H,Size-Diamonds-L,Color-YB-L,Color-YB-H,0
3,4.0,5982.0,bVcCUSDWIV,Color-53,Speed-SP2-H,Speed-SP2-L,Color-YB-L,Color-YB-H,1
4,5.0,4999.0,bVcCUSDWIV,Color-53,Affect-SC-L,Affect-SC-H,Color-RB-L,Color-RB-H,0
5,6.0,11067.0,bVcCUSDWIV,Color-53,Noise-Piano-L,Noise-Piano-H,Color-RG-H,Color-RG-L,0
6,7.0,5767.0,bVcCUSDWIV,Color-53,Color-RB-L,Color-RB-H,Brightness-Squares-L,Brightness-Squares-H,0
7,8.0,8053.0,bVcCUSDWIV,Color-53,Brightness-Squares-H,Brightness-Squares-L,Color-YB-L,Color-YB-H,0
8,9.0,4364.0,bVcCUSDWIV,Color-53,Color-RB-L,Color-RB-H,Affect-SC-L,Affect-SC-H,0
9,10.0,7049.0,bVcCUSDWIV,Color-53,Amp-Tone-H,Amp-Tone-L,Color-YB-L,Color-YB-H,1
10,11.0,4156.0,bVcCUSDWIV,Color-53,Color-RY-H,Color-RY-L,Affect-SC-H,Affect-SC-L,0
11,12.0,10272.0,bVcCUSDWIV,Color-53,Color-RG-L,Color-RG-H,Shape-BK1-H,Shape-BK1-L,1
12,13.0,7366.0,bVcCUSDWIV,Color-53,Brightness-Squares-L,Brightness-Squares-H,Color-RG-H,Color-RG-L,0
13,14.0,4682.0,bVcCUSDWIV,Color-53,Shape-BK1-L,Shape-BK1-H,Color-RB-L,Color-RB-H,0
14,15.0,3454.0,bVcCUSDWIV,Color-53,Color-RB-L,Color-RB-H,Shape-BK1-L,Shape-BK1-H,0
15,16.0,6397.0,bVcCUSDWIV,Color-53,Color-RB-L,Color-RB-H,Noise-Piano-L,Noise-Piano-H,0
16,17.0,3592.0,bVcCUSDWIV,Color-53,Color-RG-L,Color-RG-H,Affect-SC-H,Affect-SC-L,0
17,18.0,6206.0,bVcCUSDWIV,Color-53,Brightness-Squares-L,Brightness-Squares-H,Color-RB-L,Color-RB-H,1
18,19.0,7812.0,bVcCUSDWIV,Color-53,Color-RG-L,Color-RG-H,Amp-Tone-H,Amp-Tone-L,0
19,20.0,5307.0,bVcCUSDWIV,Color-53,Color-YB-H,Color-YB-L,Noise-Piano-L,Noise-Piano-H,1
20,21.0,5162.0,bVcCUSDWIV,Color-53,Color-YB-H,Color-YB-L,Pitch-Tone-L,Pitch-Tone-H,1
21,22.0,9852.0,bVcCUSDWIV,Color-53,Color-RG-L,Color-RG-H,Brightness-Squares-H,Brightness-Squares-L,0
22,23.0,12228.0,bVcCUSDWIV,Color-53,Noise-Piano-L,Noise-Piano-H,Color-RB-L,Color-RB-H,0
23,24.0,5178.0,bVcCUSDWIV,Color-53,Shape-BK1-H,Shape-BK1-L,Color-YB-L,Color-YB-H,1
24,25.0,3910.0,bVcCUSDWIV,Color-53,Speed-SP2-L,Speed-SP2-H,Color-RG-H,Color-RG-L,0
25,26.0,5944.0,bVcCUSDWIV,Color-53,Color-RY-H,Color-RY-L,Noise-Piano-H,Noise-Piano-L,1
26,27.0,6125.0,bVcCUSDWIV,Color-53,Amp-Tone-L,Amp-Tone-H,Color-RG-H,Color-RG-L,0
27,28.0,3036.0,bVcCUSDWIV,Color-53,Color-YB-H,Color-YB-L,Brightness-Squares-L,Brightness-Squares-H,0
28,29.0,6883.0,bVcCUSDWIV,Color-53,Pitch-Tone-H,Pitch-Tone-L,Color-RY-H,Color-RY-L,1
29,30.0,6290.0,bVcCUSDWIV,Color-53,Color-RY-H,Color-RY-L,Size-Diamonds-H,Size-Diamonds-L,0
30,31.0,3568.0,bVcCUSDWIV,Color-53,Color-RY-H,Color-RY-L,Speed-SP2-H,Speed-SP2-L,1
31,32.0,5501.0,bVcCUSDWIV,Color-53,Amp-Tone-H,Amp-Tone-L,Color-RY-H,Color-RY-L,1
32,33.0,5239.0,bVcCUSDWIV,Color-53,Pitch-Tone-L,Pitch-Tone-H,Color-RG-H,Color-RG-L,0
33,34.0,4487.0,bVcCUSDWIV,Color-53,Color-RG-L,Color-RG-H,Pitch-Tone-H,Pitch-Tone-L,0
34,35.0,5526.0,bVcCUSDWIV,Color-53,Color-RB-L,Color-RB-H,Speed-SP2-L,Speed-SP2-H,0
35,36.0,6368.0,bVcCUSDWIV,Color-53,Color-YB-H,Color-YB-L,Size-Diamonds-L,Size-Diamonds-H,0
36,37.0,3444.0,bVcCUSDWIV,Color-53,Shape-BK1-H,Shape-BK1-L,Color-RY-H,Color-RY-L,0
37,38.0,3980.0,bVcCUSDWIV,Color-53,Color-RG-L,Color-RG-H,Size-Diamonds-H,Size-Diamonds-L,1
38,39.0,5214.0,bVcCUSDWIV,Color-53,Affect-SC-L,Affect-SC-H,Color-RG-H,Color-RG-L,0
39,40.0,12421.0,bVcCUSDWIV,Color-53,Color-RY-H,Color-RY-L,Amp-Tone-H,Amp-Tone-L,0
40,41.0,6869.0,bVcCUSDWIV,Color-53,Color-RY-H,Color-RY-L,Pitch-Tone-H,Pitch-Tone-L,1
41,42.0,8340.0,bVcCUSDWIV,Color-53,Color-RY-H,Color-RY-L,Shape-BK1-H,Shape-BK1-L,1
42,43.0,5199.0,bVcCUSDWIV,Color-53,Pitch-Tone-L,Pitch-Tone-H,Color-RB-L,Color-RB-H,0
43,44.0,3692.0,bVcCUSDWIV,Color-53,Size-Diamonds-L,Size-Diamonds-H,Color-RG-H,Color-RG-L,1
44,45.0,3578.0,bVcCUSDWIV,Color-53,Color-RG-L,Color-RG-H,Speed-SP2-H,Speed-SP2-L,0
45,46.0,3961.0,bVcCUSDWIV,Color-53,Color-YB-H,Color-YB-L,Shape-BK1-L,Shape-BK1-H,1
46,47.0,2958.0,bVcCUSDWIV,Color-53,Speed-SP2-L,Speed-SP2-H,Color-RB-L,Color-RB-H,0
47,48.0,4636.0,bVcCUSDWIV,Color-53,Amp-Tone-L,Amp-Tone-H,Color-RB-L,Color-RB-H,0
48,49.0,3546.0,bVcCUSDWIV,Color-53,Affect-SC-H,Affect-SC-L,Color-YB-L,Color-YB-H,1
49,50.0,3662.0,bVcCUSDWIV,Color-53,Color-RY-H,Color-RY-L,Brightness-Squares-H,Brightness-Squares-L,1
50,51.0,5231.0,bVcCUSDWIV,Color-53,Noise-Piano-H,Noise-Piano-L,Color-YB-L,Color-YB-H,1
51,52.0,3775.0,bVcCUSDWIV,Color-53,Color-RB-L,Color-RB-H,Size-Diamonds-L,Size-Diamonds-H,0
52,53.0,7396.0,bVcCUSDWIV,Color-53,Color-RG-L,Color-RG-H,Noise-Piano-H,Noise-Piano-L,0
53,54.0,2872.0,bVcCUSDWIV,Color-53,Size-Diamonds-L,Size-Diamonds-H,Color-RB-L,Color-RB-H,0
54,55.0,4938.0,bVcCUSDWIV,Color-53,Noise-Piano-H,Noise-Piano-L,Color-RY-H,Color-RY-L,1
55,56.0,5191.0,bVcCUSDWIV,Color-53,Pitch-Tone-H,Pitch-Tone-L,Color-YB-L,Color-YB-H,1
56,57.0,5607.0,bVcCUSDWIV,Color-53,Color-RB-L,Color-RB-H,Pitch-Tone-L,Pitch-Tone-H,0
57,58.0,5047.0,bVcCUSDWIV,Color-53,Brightness-Squares-H,Brightness-Squares-L,Color-RY-H,Color-RY-L,1
58,59.0,3901.0,bVcCUSDWIV,Color-53,Size-Diamonds-H,Size-Diamonds-L,Color-RY-H,Color-RY-L,0
59,60.0,2871.0,bVcCUSDWIV,Color-53,Affect-SC-H,Affect-SC-L,Color-RY-H,Color-RY-L,1
60,61.0,3500.0,bVcCUSDWIV,Color-53,Speed-SP2-H,Speed-SP2-L,Color-RY-H,Color-RY-L,1
61,62.0,4056.0,bVcCUSDWIV,Color-53,Color-YB-H,Color-YB-L,Amp-Tone-L,Amp-Tone-H,1
62,63.0,3220.0,bVcCUSDWIV,Color-53,Shape-BK1-L,Shape-BK1-H,Color-RG-H,Color-RG-L,0
63,64.0,3028.0,bVcCUSDWIV,Color-53,Color-YB-H,Color-YB-L,Affect-SC-L,Affect-SC-H,1
0,1.0,8587.0,d34fD28g2A,Color-15,Color-RY-H,Color-RY-L,Affect-PD-H,Affect-PD-L,1
1,2.0,9440.0,d34fD28g2A,Color-15,Shape-BK1-H,Shape-BK1-L,Color-RY-H,Color-RY-L,0
2,3.0,12982.0,d34fD28g2A,Color-15,Color-YB-H,Color-YB-L,Noise-Pulse-L,Noise-Pulse-H,0
3,4.0,7990.0,d34fD28g2A,Color-15,Affect-PD-L,Affect-PD-H,Color-RG-L,Color-RG-H,1
4,5.0,12752.0,d34fD28g2A,Color-15,Pitch-Piano-H,Pitch-Piano-L,Color-YB-L,Color-YB-H,1
5,6.0,10447.0,d34fD28g2A,Color-15,Color-YB-H,Color-YB-L,Brightness-Circles-L,Brightness-Circles-H,0
6,7.0,5627.0,d34fD28g2A,Color-15,Color-YB-H,Color-YB-L,Shape-BK1-L,Shape-BK1-H,1
7,8.0,9309.0,d34fD28g2A,Color-15,Speed-SP1-L,Speed-SP1-H,Color-RG-L,Color-RG-H,0
8,9.0,6448.0,d34fD28g2A,Color-15,Speed-SP1-H,Speed-SP1-L,Color-RY-H,Color-RY-L,0
9,10.0,8496.0,d34fD28g2A,Color-15,Pitch-Piano-H,Pitch-Piano-L,Color-RY-H,Color-RY-L,0
10,11.0,7928.0,d34fD28g2A,Color-15,Color-RG-L,Color-RG-H,Affect-PD-L,Affect-PD-H,1
11,12.0,11189.0,d34fD28g2A,Color-15,Size-Triangles-H,Size-Triangles-L,Color-YB-L,Color-YB-H,0
12,13.0,10525.0,d34fD28g2A,Color-15,Color-RY-H,Color-RY-L,Pitch-Piano-H,Pitch-Piano-L,0
13,14.0,9815.0,d34fD28g2A,Color-15,Brightness-Circles-L,Brightness-Circles-H,Color-RG-L,Color-RG-H,0
14,15.0,14255.0,d34fD28g2A,Color-15,Amp-Hum-H,Amp-Hum-L,Color-RY-H,Color-RY-L,0
15,16.0,14141.0,d34fD28g2A,Color-15,Color-RY-H,Color-RY-L,Noise-Pulse-H,Noise-Pulse-L,1
16,17.0,5886.0,d34fD28g2A,Color-15,Color-YB-H,Color-YB-L,Size-Triangles-L,Size-Triangles-H,0
17,18.0,7666.0,d34fD28g2A,Color-15,Brightness-Circles-H,Brightness-Circles-L,Color-RY-H,Color-RY-L,1
18,19.0,11015.0,d34fD28g2A,Color-15,Color-YB-H,Color-YB-L,Affect-PD-L,Affect-PD-H,1
19,20.0,10549.0,d34fD28g2A,Color-15,Color-RB-L,Color-RB-H,Affect-PD-H,Affect-PD-L,0
20,21.0,8017.0,d34fD28g2A,Color-15,Color-RB-L,Color-RB-H,Noise-Pulse-H,Noise-Pulse-L,0
21,22.0,7539.0,d34fD28g2A,Color-15,Color-RY-H,Color-RY-L,Size-Triangles-H,Size-Triangles-L,1
22,23.0,8771.0,d34fD28g2A,Color-15,Pitch-Piano-L,Pitch-Piano-H,Color-RB-H,Color-RB-L,1
23,24.0,6409.0,d34fD28g2A,Color-15,Color-RB-L,Color-RB-H,Shape-BK1-H,Shape-BK1-L,1
24,25.0,13203.0,d34fD28g2A,Color-15,Noise-Pulse-H,Noise-Pulse-L,Color-YB-L,Color-YB-H,0
25,26.0,9738.0,d34fD28g2A,Color-15,Color-YB-H,Color-YB-L,Pitch-Piano-L,Pitch-Piano-H,1
26,27.0,6297.0,d34fD28g2A,Color-15,Speed-SP1-H,Speed-SP1-L,Color-YB-L,Color-YB-H,1
27,28.0,8373.0,d34fD28g2A,Color-15,Color-RB-L,Color-RB-H,Speed-SP1-H,Speed-SP1-L,1
28,29.0,13914.0,d34fD28g2A,Color-15,Noise-Pulse-L,Noise-Pulse-H,Color-RG-L,Color-RG-H,0
29,30.0,5552.0,d34fD28g2A,Color-15,Size-Triangles-H,Size-Triangles-L,Color-RY-H,Color-RY-L,1
30,31.0,6920.0,d34fD28g2A,Color-15,Color-YB-H,Color-YB-L,Speed-SP1-L,Speed-SP1-H,1
31,32.0,5572.0,d34fD28g2A,Color-15,Color-RG-L,Color-RG-H,Speed-SP1-L,Speed-SP1-H,0
32,33.0,6459.0,d34fD28g2A,Color-15,Color-YB-H,Color-YB-L,Amp-Hum-L,Amp-Hum-H,1
33,34.0,6116.0,d34fD28g2A,Color-15,Brightness-Circles-H,Brightness-Circles-L,Color-YB-L,Color-YB-H,0
34,35.0,6739.0,d34fD28g2A,Color-15,Shape-BK1-L,Shape-BK1-H,Color-RG-L,Color-RG-H,0
35,36.0,6217.0,d34fD28g2A,Color-15,Color-RB-L,Color-RB-H,Pitch-Piano-H,Pitch-Piano-L,1
36,37.0,6691.0,d34fD28g2A,Color-15,Affect-PD-H,Affect-PD-L,Color-RY-H,Color-RY-L,1
37,38.0,9692.0,d34fD28g2A,Color-15,Color-RG-L,Color-RG-H,Brightness-Circles-L,Brightness-Circles-H,0
38,39.0,4832.0,d34fD28g2A,Color-15,Color-RY-H,Color-RY-L,Speed-SP1-H,Speed-SP1-L,0
39,40.0,9147.0,d34fD28g2A,Color-15,Color-RB-L,Color-RB-H,Size-Triangles-H,Size-Triangles-L,0
40,41.0,6768.0,d34fD28g2A,Color-15,Pitch-Piano-L,Pitch-Piano-H,Color-RG-L,Color-RG-H,0
41,42.0,4384.0,d34fD28g2A,Color-15,Color-RY-H,Color-RY-L,Shape-BK1-H,Shape-BK1-L,0
42,43.0,5229.0,d34fD28g2A,Color-15,Shape-BK1-H,Shape-BK1-L,Color-YB-L,Color-YB-H,1
43,44.0,6779.0,d34fD28g2A,Color-15,Color-RB-L,Color-RB-H,Amp-Hum-H,Amp-Hum-L,1
44,45.0,11577.0,d34fD28g2A,Color-15,Color-RB-L,Color-RB-H,Brightness-Circles-H,Brightness-Circles-L,0
45,46.0,6160.0,d34fD28g2A,Color-15,Shape-BK1-L,Shape-BK1-H,Color-RB-H,Color-RB-L,1
46,47.0,4051.0,d34fD28g2A,Color-15,Size-Triangles-L,Size-Triangles-H,Color-RB-H,Color-RB-L,0
47,48.0,7856.0,d34fD28g2A,Color-15,Amp-Hum-H,Amp-Hum-L,Color-YB-L,Color-YB-H,1
48,49.0,5321.0,d34fD28g2A,Color-15,Speed-SP1-L,Speed-SP1-H,Color-RB-H,Color-RB-L,1
49,50.0,7284.0,d34fD28g2A,Color-15,Color-RG-L,Color-RG-H,Size-Triangles-L,Size-Triangles-H,1
50,51.0,5902.0,d34fD28g2A,Color-15,Color-RG-L,Color-RG-H,Noise-Pulse-L,Noise-Pulse-H,0
51,52.0,7351.0,d34fD28g2A,Color-15,Noise-Pulse-L,Noise-Pulse-H,Color-RB-H,Color-RB-L,0
52,53.0,7791.0,d34fD28g2A,Color-15,Color-RY-H,Color-RY-L,Amp-Hum-H,Amp-Hum-L,0
53,54.0,4375.0,d34fD28g2A,Color-15,Affect-PD-L,Affect-PD-H,Color-RB-H,Color-RB-L,0
54,55.0,7393.0,d34fD28g2A,Color-15,Affect-PD-H,Affect-PD-L,Color-YB-L,Color-YB-H,1
55,56.0,8070.0,d34fD28g2A,Color-15,Color-RG-L,Color-RG-H,Amp-Hum-L,Amp-Hum-H,0
56,57.0,6797.0,d34fD28g2A,Color-15,Amp-Hum-L,Amp-Hum-H,Color-RG-L,Color-RG-H,0
57,58.0,11551.0,d34fD28g2A,Color-15,Color-RG-L,Color-RG-H,Pitch-Piano-L,Pitch-Piano-H,0
58,59.0,5562.0,d34fD28g2A,Color-15,Brightness-Circles-L,Brightness-Circles-H,Color-RB-H,Color-RB-L,0
59,60.0,6779.0,d34fD28g2A,Color-15,Color-RY-H,Color-RY-L,Brightness-Circles-H,Brightness-Circles-L,0
60,61.0,4132.0,d34fD28g2A,Color-15,Color-RG-L,Color-RG-H,Shape-BK1-L,Shape-BK1-H,0
61,62.0,11452.0,d34fD28g2A,Color-15,Noise-Pulse-H,Noise-Pulse-L,Color-RY-H,Color-RY-L,0
62,63.0,6630.0,d34fD28g2A,Color-15,Size-Triangles-L,Size-Triangles-H,Color-RG-L,Color-RG-H,1
63,64.0,7147.0,d34fD28g2A,Color-15,Amp-Hum-L,Amp-Hum-H,Color-RB-H,Color-RB-L,1
0,1.0,5451.0,dP0LJSbWRa,Color-59,Amp-Tone-L,Amp-Tone-H,Color-YB-L,Color-YB-H,0
1,2.0,5531.0,dP0LJSbWRa,Color-59,Size-Circles-L,Size-Circles-H,Color-YB-L,Color-YB-H,0
2,3.0,6373.0,dP0LJSbWRa,Color-59,Pitch-Hum-H,Pitch-Hum-L,Color-RG-H,Color-RG-L,0
3,4.0,7789.0,dP0LJSbWRa,Color-59,Color-RG-H,Color-RG-L,Affect-HS-H,Affect-HS-L,1
4,5.0,3319.0,dP0LJSbWRa,Color-59,Affect-HS-L,Affect-HS-H,Color-RY-H,Color-RY-L,0
5,6.0,12303.0,dP0LJSbWRa,Color-59,Pitch-Hum-L,Pitch-Hum-H,Color-YB-L,Color-YB-H,1
6,7.0,5418.0,dP0LJSbWRa,Color-59,Shape-BK2-L,Shape-BK2-H,Color-RY-H,Color-RY-L,1
7,8.0,9684.0,dP0LJSbWRa,Color-59,Color-YB-L,Color-YB-H,Noise-Pulse-L,Noise-Pulse-H,0
8,9.0,4609.0,dP0LJSbWRa,Color-59,Brightness-Circles-H,Brightness-Circles-L,Color-RB-L,Color-RB-H,1
9,10.0,4767.0,dP0LJSbWRa,Color-59,Brightness-Circles-L,Brightness-Circles-H,Color-RY-H,Color-RY-L,0
10,11.0,4554.0,dP0LJSbWRa,Color-59,Amp-Tone-H,Amp-Tone-L,Color-RB-L,Color-RB-H,1
11,12.0,3536.0,dP0LJSbWRa,Color-59,Speed-SP1-H,Speed-SP1-L,Color-RB-L,Color-RB-H,1
12,13.0,3670.0,dP0LJSbWRa,Color-59,Color-RB-H,Color-RB-L,Size-Circles-L,Size-Circles-H,1
13,14.0,7804.0,dP0LJSbWRa,Color-59,Color-RB-H,Color-RB-L,Pitch-Hum-L,Pitch-Hum-H,1
14,15.0,9255.0,dP0LJSbWRa,Color-59,Color-YB-L,Color-YB-H,Pitch-Hum-L,Pitch-Hum-H,1
15,16.0,4855.0,dP0LJSbWRa,Color-59,Size-Circles-H,Size-Circles-L,Color-RG-H,Color-RG-L,0
16,17.0,6781.0,dP0LJSbWRa,Color-59,Color-RY-L,Color-RY-H,Noise-Pulse-H,Noise-Pulse-L,0
17,18.0,3282.0,dP0LJSbWRa,Color-59,Color-RY-L,Color-RY-H,Speed-SP1-H,Speed-SP1-L,1
18,19.0,2816.0,dP0LJSbWRa,Color-59,Shape-BK2-H,Shape-BK2-L,Color-RB-L,Color-RB-H,1
19,20.0,4822.0,dP0LJSbWRa,Color-59,Color-RG-H,Color-RG-L,Pitch-Hum-H,Pitch-Hum-L,1
20,21.0,2418.0,dP0LJSbWRa,Color-59,Color-RB-H,Color-RB-L,Brightness-Circles-L,Brightness-Circles-H,1
21,22.0,4623.0,dP0LJSbWRa,Color-59,Noise-Pulse-H,Noise-Pulse-L,Color-RG-H,Color-RG-L,1
22,23.0,3470.0,dP0LJSbWRa,Color-59,Speed-SP1-L,Speed-SP1-H,Color-YB-L,Color-YB-H,0
23,24.0,4686.0,dP0LJSbWRa,Color-59,Brightness-Circles-H,Brightness-Circles-L,Color-RG-H,Color-RG-L,1
24,25.0,2965.0,dP0LJSbWRa,Color-59,Color-RY-L,Color-RY-H,Shape-BK2-H,Shape-BK2-L,1
25,26.0,2502.0,dP0LJSbWRa,Color-59,Color-YB-L,Color-YB-H,Shape-BK2-L,Shape-BK2-H,0
26,27.0,1815.0,dP0LJSbWRa,Color-59,Color-YB-L,Color-YB-H,Brightness-Circles-L,Brightness-Circles-H,0
27,28.0,4691.0,dP0LJSbWRa,Color-59,Color-RG-H,Color-RG-L,Amp-Tone-H,Amp-Tone-L,0
28,29.0,2208.0,dP0LJSbWRa,Color-59,Brightness-Circles-L,Brightness-Circles-H,Color-YB-L,Color-YB-H,0
29,30.0,1986.0,dP0LJSbWRa,Color-59,Color-YB-L,Color-YB-H,Speed-SP1-L,Speed-SP1-H,0
30,31.0,2052.0,dP0LJSbWRa,Color-59,Color-YB-L,Color-YB-H,Affect-HS-L,Affect-HS-H,0
31,32.0,5304.0,dP0LJSbWRa,Color-59,Speed-SP1-H,Speed-SP1-L,Color-RG-H,Color-RG-L,0
32,33.0,6195.0,dP0LJSbWRa,Color-59,Noise-Pulse-H,Noise-Pulse-L,Color-RB-L,Color-RB-H,0
33,34.0,2123.0,dP0LJSbWRa,Color-59,Affect-HS-L,Affect-HS-H,Color-YB-L,Color-YB-H,0
34,35.0,5354.0,dP0LJSbWRa,Color-59,Affect-HS-H,Affect-HS-L,Color-RB-L,Color-RB-H,1
35,36.0,4325.0,dP0LJSbWRa,Color-59,Pitch-Hum-L,Pitch-Hum-H,Color-RY-H,Color-RY-L,0
36,37.0,2183.0,dP0LJSbWRa,Color-59,Color-RY-L,Color-RY-H,Brightness-Circles-H,Brightness-Circles-L,0
37,38.0,3938.0,dP0LJSbWRa,Color-59,Color-RB-H,Color-RB-L,Noise-Pulse-L,Noise-Pulse-H,0
38,39.0,2373.0,dP0LJSbWRa,Color-59,Color-RB-H,Color-RB-L,Affect-HS-L,Affect-HS-H,1
39,40.0,6936.0,dP0LJSbWRa,Color-59,Color-RY-L,Color-RY-H,Pitch-Hum-H,Pitch-Hum-L,0
40,41.0,33727.0,dP0LJSbWRa,Color-59,Color-RB-H,Color-RB-L,Shape-BK2-L,Shape-BK2-H,1
41,42.0,2802.0,dP0LJSbWRa,Color-59,Color-RG-H,Color-RG-L,Speed-SP1-H,Speed-SP1-L,0
42,43.0,3991.0,dP0LJSbWRa,Color-59,Amp-Tone-H,Amp-Tone-L,Color-RG-H,Color-RG-L,0
43,44.0,3881.0,dP0LJSbWRa,Color-59,Pitch-Hum-H,Pitch-Hum-L,Color-RB-L,Color-RB-H,0
44,45.0,3778.0,dP0LJSbWRa,Color-59,Size-Circles-L,Size-Circles-H,Color-RY-H,Color-RY-L,1
45,46.0,3927.0,dP0LJSbWRa,Color-59,Noise-Pulse-L,Noise-Pulse-H,Color-RY-H,Color-RY-L,0
46,47.0,4185.0,dP0LJSbWRa,Color-59,Color-RB-H,Color-RB-L,Amp-Tone-L,Amp-Tone-H,1
47,48.0,1960.0,dP0LJSbWRa,Color-59,Color-YB-L,Color-YB-H,Size-Circles-L,Size-Circles-H,0
48,49.0,1992.0,dP0LJSbWRa,Color-59,Color-RG-H,Color-RG-L,Shape-BK2-H,Shape-BK2-L,0
49,50.0,4490.0,dP0LJSbWRa,Color-59,Noise-Pulse-L,Noise-Pulse-H,Color-YB-L,Color-YB-H,1
50,51.0,2684.0,dP0LJSbWRa,Color-59,Shape-BK2-L,Shape-BK2-H,Color-YB-L,Color-YB-H,0
51,52.0,3847.0,dP0LJSbWRa,Color-59,Color-RG-H,Color-RG-L,Noise-Pulse-H,Noise-Pulse-L,1
52,53.0,2950.0,dP0LJSbWRa,Color-59,Color-RG-H,Color-RG-L,Size-Circles-H,Size-Circles-L,0
53,54.0,5409.0,dP0LJSbWRa,Color-59,Color-RY-L,Color-RY-H,Amp-Tone-H,Amp-Tone-L,1
54,55.0,3002.0,dP0LJSbWRa,Color-59,Color-RG-H,Color-RG-L,Brightness-Circles-H,Brightness-Circles-L,0
55,56.0,4115.0,dP0LJSbWRa,Color-59,Amp-Tone-L,Amp-Tone-H,Color-RY-H,Color-RY-L,1
56,57.0,2488.0,dP0LJSbWRa,Color-59,Size-Circles-H,Size-Circles-L,Color-RB-L,Color-RB-H,1
57,58.0,3558.0,dP0LJSbWRa,Color-59,Color-YB-L,Color-YB-H,Amp-Tone-L,Amp-Tone-H,0
58,59.0,2570.0,dP0LJSbWRa,Color-59,Shape-BK2-H,Shape-BK2-L,Color-RG-H,Color-RG-L,0
59,60.0,3465.0,dP0LJSbWRa,Color-59,Color-RY-L,Color-RY-H,Size-Circles-H,Size-Circles-L,1
60,61.0,2598.0,dP0LJSbWRa,Color-59,Color-RB-H,Color-RB-L,Speed-SP1-L,Speed-SP1-H,1
61,62.0,8807.0,dP0LJSbWRa,Color-59,Affect-HS-H,Affect-HS-L,Color-RG-H,Color-RG-L,1
62,63.0,3120.0,dP0LJSbWRa,Color-59,Color-RY-L,Color-RY-H,Affect-HS-H,Affect-HS-L,0
63,64.0,2425.0,dP0LJSbWRa,Color-59,Speed-SP1-L,Speed-SP1-H,Color-RY-H,Color-RY-L,1
0,1.0,7224.0,dYRdtf1coT,Color-27,Color-RB-L,Color-RB-H,Pitch-Piano-H,Pitch-Piano-L,0
1,2.0,4719.0,dYRdtf1coT,Color-27,Color-RY-H,Color-RY-L,Pitch-Piano-L,Pitch-Piano-H,1
2,3.0,4494.0,dYRdtf1coT,Color-27,Color-RG-H,Color-RG-L,Shape-BK1-H,Shape-BK1-L,0
3,4.0,6842.0,dYRdtf1coT,Color-27,Speed-SP3-L,Speed-SP3-H,Color-RB-H,Color-RB-L,1
4,5.0,4416.0,dYRdtf1coT,Color-27,Affect-PD-H,Affect-PD-L,Color-RG-H,Color-RG-L,1
5,6.0,3853.0,dYRdtf1coT,Color-27,Color-YB-L,Color-YB-H,Size-Diamonds-L,Size-Diamonds-H,1
6,7.0,26207.0,dYRdtf1coT,Color-27,Color-RY-H,Color-RY-L,Brightness-Circles-L,Brightness-Circles-H,0
7,8.0,9870.0,dYRdtf1coT,Color-27,Noise-Piano-H,Noise-Piano-L,Color-RY-L,Color-RY-H,1
8,9.0,13673.0,dYRdtf1coT,Color-27,Color-RB-L,Color-RB-H,Shape-BK1-H,Shape-BK1-L,0
9,10.0,6055.0,dYRdtf1coT,Color-27,Brightness-Circles-H,Brightness-Circles-L,Color-RY-L,Color-RY-H,0
10,11.0,2524.0,dYRdtf1coT,Color-27,Color-RY-H,Color-RY-L,Shape-BK1-L,Shape-BK1-H,0
11,12.0,111230.0,dYRdtf1coT,Color-27,Color-RY-H,Color-RY-L,Noise-Piano-L,Noise-Piano-H,0
