,trialNum,rt,subject,condition,InducerL,InducerR,ConcurrentL,ConcurrentR,choice
25,26.0,4593.0,5P5Px641Uv,Noise-Shape-Speed-4,Speed-SP2-H,Speed-SP2-L,Size-Squares-H,Size-Squares-L,0
26,27.0,12522.0,5P5Px641Uv,Noise-Shape-Speed-4,Noise-Pulse-L,Noise-Pulse-H,Affect-EB-L,Affect-EB-H,1
27,28.0,5235.0,5P5Px641Uv,Noise-Shape-Speed-4,Speed-SP2-H,Speed-SP2-L,Color-RY-L,Color-RY-H,0
28,29.0,9439.0,5P5Px641Uv,Noise-Shape-Speed-4,Pitch-Piano-H,Pitch-Piano-L,Noise-Piano-L,Noise-Piano-H,1
29,30.0,5263.0,5P5Px641Uv,Noise-Shape-Speed-4,Color-RY-L,Color-RY-H,Noise-Piano-H,Noise-Piano-L,1
30,31.0,9060.0,5P5Px641Uv,Noise-Shape-Speed-4,Noise-Tone-H,Noise-Tone-L,Shape-BK2-H,Shape-BK2-L,0
31,32.0,3947.0,5P5Px641Uv,Noise-Shape-Speed-4,Affect-EB-H,Affect-EB-L,Speed-SP4-L,Speed-SP4-H,1
32,33.0,5538.0,5P5Px641Uv,Noise-Shape-Speed-4,Amp-Piano-L,Amp-Piano-H,Speed-SP4-L,Speed-SP4-H,0
33,34.0,5732.0,5P5Px641Uv,Noise-Shape-Speed-4,Shape-BK2-H,Shape-BK2-L,Noise-Hum-H,Noise-Hum-L,0
34,35.0,7821.0,5P5Px641Uv,Noise-Shape-Speed-4,Speed-SP2-H,Speed-SP2-L,Noise-Tone-L,Noise-Tone-H,1
35,36.0,4940.0,5P5Px641Uv,Noise-Shape-Speed-4,Noise-Tone-L,Noise-Tone-H,Speed-SP1-L,Speed-SP1-H,0
36,37.0,6152.0,5P5Px641Uv,Noise-Shape-Speed-4,Noise-Tone-L,Noise-Tone-H,Shape-BK3-L,Shape-BK3-H,0
37,38.0,3148.0,5P5Px641Uv,Noise-Shape-Speed-4,Shape-BK1-H,Shape-BK1-L,Brightness-Diamonds-H,Brightness-Diamonds-L,1
38,39.0,5868.0,5P5Px641Uv,Noise-Shape-Speed-4,Amp-Piano-L,Amp-Piano-H,Shape-BK2-L,Shape-BK2-H,0
39,40.0,4661.0,5P5Px641Uv,Noise-Shape-Speed-4,Brightness-Diamonds-H,Brightness-Diamonds-L,Speed-SP1-H,Speed-SP1-L,1
40,41.0,3110.0,5P5Px641Uv,Noise-Shape-Speed-4,Speed-SP3-L,Speed-SP3-H,Brightness-Diamonds-L,Brightness-Diamonds-H,1
41,42.0,4903.0,5P5Px641Uv,Noise-Shape-Speed-4,Noise-Tone-H,Noise-Tone-L,Shape-BK2-H,Shape-BK2-L,0
42,43.0,5097.0,5P5Px641Uv,Noise-Shape-Speed-4,Noise-Tone-L,Noise-Tone-H,Size-Squares-H,Size-Squares-L,0
43,44.0,2953.0,5P5Px641Uv,Noise-Shape-Speed-4,Brightness-Diamonds-H,Brightness-Diamonds-L,Speed-SP4-L,Speed-SP4-H,0
44,45.0,5391.0,5P5Px641Uv,Noise-Shape-Speed-4,Amp-Piano-H,Amp-Piano-L,Shape-BK3-H,Shape-BK3-L,0
45,46.0,6055.0,5P5Px641Uv,Noise-Shape-Speed-4,Speed-SP1-L,Speed-SP1-H,Noise-Piano-L,Noise-Piano-H,0
46,47.0,12640.0,5P5Px641Uv,Noise-Shape-Speed-4,Noise-Pulse-H,Noise-Pulse-L,Pitch-Piano-H,Pitch-Piano-L,0
47,48.0,4729.0,5P5Px641Uv,Noise-Shape-Speed-4,Shape-BK1-H,Shape-BK1-L,Speed-SP1-L,Speed-SP1-H,1
48,49.0,3968.0,5P5Px641Uv,Noise-Shape-Speed-4,Size-Squares-H,Size-Squares-L,Shape-BK2-L,Shape-BK2-H,1
49,50.0,10640.0,5P5Px641Uv,Noise-Shape-Speed-4,Noise-Pulse-L,Noise-Pulse-H,Amp-Piano-H,Amp-Piano-L,1
50,51.0,73256.0,5P5Px641Uv,Noise-Shape-Speed-4,Brightness-Diamonds-L,Brightness-Diamonds-H,Shape-BK2-H,Shape-BK2-L,0
51,52.0,5706.0,5P5Px641Uv,Noise-Shape-Speed-4,Noise-Pulse-H,Noise-Pulse-L,Shape-BK2-H,Shape-BK2-L,0
52,53.0,4885.0,5P5Px641Uv,Noise-Shape-Speed-4,Shape-BK4-L,Shape-BK4-H,Amp-Piano-L,Amp-Piano-H,0
53,54.0,6007.0,5P5Px641Uv,Noise-Shape-Speed-4,Noise-Tone-L,Noise-Tone-H,Affect-EB-H,Affect-EB-L,1
54,55.0,6885.0,5P5Px641Uv,Noise-Shape-Speed-4,Speed-SP2-L,Speed-SP2-H,Affect-EB-L,Affect-EB-H,0
55,56.0,4682.0,5P5Px641Uv,Noise-Shape-Speed-4,Affect-EB-L,Affect-EB-H,Shape-BK2-L,Shape-BK2-H,0
56,57.0,2368.0,5P5Px641Uv,Noise-Shape-Speed-4,Speed-SP3-L,Speed-SP3-H,Shape-BK2-L,Shape-BK2-H,0
57,58.0,4466.0,5P5Px641Uv,Noise-Shape-Speed-4,Speed-SP1-L,Speed-SP1-H,Noise-Hum-H,Noise-Hum-L,1
58,59.0,2837.0,5P5Px641Uv,Noise-Shape-Speed-4,Shape-BK2-L,Shape-BK2-H,Speed-SP1-H,Speed-SP1-L,1
59,60.0,3715.0,5P5Px641Uv,Noise-Shape-Speed-4,Shape-BK4-H,Shape-BK4-L,Brightness-Diamonds-L,Brightness-Diamonds-H,0
60,61.0,5400.0,5P5Px641Uv,Noise-Shape-Speed-4,Noise-Pulse-H,Noise-Pulse-L,Brightness-Diamonds-H,Brightness-Diamonds-L,1
61,62.0,6210.0,5P5Px641Uv,Noise-Shape-Speed-4,Noise-Tone-L,Noise-Tone-H,Amp-Piano-L,Amp-Piano-H,0
62,63.0,5549.0,5P5Px641Uv,Noise-Shape-Speed-4,Speed-SP1-H,Speed-SP1-L,Shape-BK3-L,Shape-BK3-H,1
63,64.0,6983.0,5P5Px641Uv,Noise-Shape-Speed-4,Size-Squares-L,Size-Squares-H,Noise-Piano-H,Noise-Piano-L,1
64,65.0,22457.0,5P5Px641Uv,Noise-Shape-Speed-4,Shape-BK4-L,Shape-BK4-H,Size-Squares-L,Size-Squares-H,0
65,66.0,3413.0,5P5Px641Uv,Noise-Shape-Speed-4,Shape-BK4-H,Shape-BK4-L,Speed-SP1-H,Speed-SP1-L,0
66,67.0,2610.0,5P5Px641Uv,Noise-Shape-Speed-4,Shape-BK2-L,Shape-BK2-H,Speed-SP4-L,Speed-SP4-H,0
67,68.0,6418.0,5P5Px641Uv,Noise-Shape-Speed-4,Pitch-Piano-L,Pitch-Piano-H,Shape-BK2-H,Shape-BK2-L,1
68,69.0,3733.0,5P5Px641Uv,Noise-Shape-Speed-4,Shape-BK1-L,Shape-BK1-H,Size-Squares-L,Size-Squares-H,0
69,70.0,4447.0,5P5Px641Uv,Noise-Shape-Speed-4,Shape-BK4-L,Shape-BK4-H,Affect-EB-H,Affect-EB-L,1
70,71.0,5226.0,5P5Px641Uv,Noise-Shape-Speed-4,Shape-BK4-H,Shape-BK4-L,Noise-Tone-H,Noise-Tone-L,0
71,72.0,4962.0,5P5Px641Uv,Noise-Shape-Speed-4,Pitch-Piano-L,Pitch-Piano-H,Shape-BK3-L,Shape-BK3-H,0
72,73.0,9089.0,5P5Px641Uv,Noise-Shape-Speed-4,Noise-Tone-H,Noise-Tone-L,Pitch-Piano-H,Pitch-Piano-L,0
73,74.0,150719.0,5P5Px641Uv,Noise-Shape-Speed-4,Shape-BK4-L,Shape-BK4-H,Color-RY-H,Color-RY-L,1
74,75.0,5332.0,5P5Px641Uv,Noise-Shape-Speed-4,Speed-SP3-L,Speed-SP3-H,Amp-Piano-H,Amp-Piano-L,1
75,76.0,5784.0,5P5Px641Uv,Noise-Shape-Speed-4,Affect-EB-H,Affect-EB-L,Shape-BK3-H,Shape-BK3-L,0
76,77.0,3028.0,5P5Px641Uv,Noise-Shape-Speed-4,Speed-SP2-L,Speed-SP2-H,Shape-BK2-L,Shape-BK2-H,0
77,78.0,5178.0,5P5Px641Uv,Noise-Shape-Speed-4,Size-Squares-L,Size-Squares-H,Speed-SP4-H,Speed-SP4-L,1
78,79.0,5371.0,5P5Px641Uv,Noise-Shape-Speed-4,Affect-EB-L,Affect-EB-H,Noise-Piano-H,Noise-Piano-L,1
79,80.0,12696.0,5P5Px641Uv,Noise-Shape-Speed-4,Amp-Piano-H,Amp-Piano-L,Noise-Piano-H,Noise-Piano-L,0
80,81.0,4053.0,5P5Px641Uv,Noise-Shape-Speed-4,Speed-SP3-H,Speed-SP3-L,Color-RY-L,Color-RY-H,1
81,82.0,3821.0,5P5Px641Uv,Noise-Shape-Speed-4,Size-Squares-L,Size-Squares-H,Shape-BK3-H,Shape-BK3-L,1
82,83.0,3148.0,5P5Px641Uv,Noise-Shape-Speed-4,Color-RY-L,Color-RY-H,Speed-SP1-L,Speed-SP1-H,0
83,84.0,8355.0,5P5Px641Uv,Noise-Shape-Speed-4,Pitch-Piano-L,Pitch-Piano-H,Noise-Hum-H,Noise-Hum-L,1
84,85.0,4452.0,5P5Px641Uv,Noise-Shape-Speed-4,Noise-Tone-L,Noise-Tone-H,Speed-SP4-H,Speed-SP4-L,1
85,86.0,5048.0,5P5Px641Uv,Noise-Shape-Speed-4,Speed-SP2-H,Speed-SP2-L,Pitch-Piano-L,Pitch-Piano-H,1
86,87.0,2856.0,5P5Px641Uv,Noise-Shape-Speed-4,Speed-SP3-H,Speed-SP3-L,Size-Squares-H,Size-Squares-L,0
87,88.0,4785.0,5P5Px641Uv,Noise-Shape-Speed-4,Shape-BK1-L,Shape-BK1-H,Amp-Piano-L,Amp-Piano-H,0
88,89.0,3381.0,5P5Px641Uv,Noise-Shape-Speed-4,Color-RY-H,Color-RY-L,Shape-BK3-H,Shape-BK3-L,0
89,90.0,7516.0,5P5Px641Uv,Noise-Shape-Speed-4,Noise-Tone-H,Noise-Tone-L,Brightness-Diamonds-H,Brightness-Diamonds-L,1
90,91.0,5966.0,5P5Px641Uv,Noise-Shape-Speed-4,Brightness-Diamonds-H,Brightness-Diamonds-L,Noise-Piano-L,Noise-Piano-H,1
91,92.0,4119.0,5P5Px641Uv,Noise-Shape-Speed-4,Shape-BK4-H,Shape-BK4-L,Pitch-Piano-H,Pitch-Piano-L,0
92,93.0,6882.0,5P5Px641Uv,Noise-Shape-Speed-4,Noise-Pulse-H,Noise-Pulse-L,Speed-SP1-L,Speed-SP1-H,1
93,94.0,3937.0,5P5Px641Uv,Noise-Shape-Speed-4,Affect-EB-H,Affect-EB-L,Noise-Hum-L,Noise-Hum-H,1
94,95.0,4142.0,5P5Px641Uv,Noise-Shape-Speed-4,Noise-Pulse-L,Noise-Pulse-H,Color-RY-L,Color-RY-H,0
95,96.0,4346.0,5P5Px641Uv,Noise-Shape-Speed-4,Shape-BK1-H,Shape-BK1-L,Noise-Tone-H,Noise-Tone-L,0
0,1.0,9152.0,8G0bMGKrqI,Noise-Brightness-Color-1,Shape-BK1-L,Shape-BK1-H,Brightness-Squares-H,Brightness-Squares-L,0
1,2.0,6547.0,8G0bMGKrqI,Noise-Brightness-Color-1,Speed-SP2-H,Speed-SP2-L,Brightness-Squares-L,Brightness-Squares-H,1
2,3.0,8713.0,8G0bMGKrqI,Noise-Brightness-Color-1,Size-Circles-L,Size-Circles-H,Color-RY-H,Color-RY-L,0
3,4.0,7412.0,8G0bMGKrqI,Noise-Brightness-Color-1,Noise-Hum-L,Noise-Hum-H,Brightness-Circles-H,Brightness-Circles-L,0
4,5.0,11789.0,8G0bMGKrqI,Noise-Brightness-Color-1,Size-Circles-H,Size-Circles-L,Noise-Tone-L,Noise-Tone-H,1
5,6.0,8967.0,8G0bMGKrqI,Noise-Brightness-Color-1,Brightness-Triangles-H,Brightness-Triangles-L,Size-Circles-H,Size-Circles-L,0
6,7.0,6689.0,8G0bMGKrqI,Noise-Brightness-Color-1,Brightness-Diamonds-H,Brightness-Diamonds-L,Noise-Pulse-L,Noise-Pulse-H,0
7,8.0,17102.0,8G0bMGKrqI,Noise-Brightness-Color-1,Noise-Hum-H,Noise-Hum-L,Color-RB-L,Color-RB-H,1
8,9.0,8248.0,8G0bMGKrqI,Noise-Brightness-Color-1,Noise-Piano-L,Noise-Piano-H,Affect-HS-L,Affect-HS-H,1
9,10.0,5821.0,8G0bMGKrqI,Noise-Brightness-Color-1,Noise-Hum-H,Noise-Hum-L,Shape-BK1-L,Shape-BK1-H,1
10,11.0,6674.0,8G0bMGKrqI,Noise-Brightness-Color-1,Affect-HS-L,Affect-HS-H,Noise-Tone-L,Noise-Tone-H,1
11,12.0,5911.0,8G0bMGKrqI,Noise-Brightness-Color-1,Brightness-Diamonds-H,Brightness-Diamonds-L,Noise-Hum-H,Noise-Hum-L,1
12,13.0,6970.0,8G0bMGKrqI,Noise-Brightness-Color-1,Brightness-Diamonds-L,Brightness-Diamonds-H,Color-RG-H,Color-RG-L,0
13,14.0,6212.0,8G0bMGKrqI,Noise-Brightness-Color-1,Affect-HS-H,Affect-HS-L,Color-RY-L,Color-RY-H,0
14,15.0,18287.0,8G0bMGKrqI,Noise-Brightness-Color-1,Noise-Hum-L,Noise-Hum-H,Amp-Piano-H,Amp-Piano-L,0
15,16.0,8383.0,8G0bMGKrqI,Noise-Brightness-Color-1,Affect-HS-H,Affect-HS-L,Noise-Pulse-H,Noise-Pulse-L,1
16,17.0,4926.0,8G0bMGKrqI,Noise-Brightness-Color-1,Affect-HS-H,Affect-HS-L,Brightness-Squares-H,Brightness-Squares-L,0
17,18.0,6749.0,8G0bMGKrqI,Noise-Brightness-Color-1,Color-YB-L,Color-YB-H,Amp-Piano-H,Amp-Piano-L,1
18,19.0,5031.0,8G0bMGKrqI,Noise-Brightness-Color-1,Brightness-Diamonds-L,Brightness-Diamonds-H,Shape-BK1-L,Shape-BK1-H,1
19,20.0,6738.0,8G0bMGKrqI,Noise-Brightness-Color-1,Color-RG-L,Color-RG-H,Brightness-Squares-H,Brightness-Squares-L,0
20,21.0,8603.0,8G0bMGKrqI,Noise-Brightness-Color-1,Size-Circles-H,Size-Circles-L,Color-RB-L,Color-RB-H,0
21,22.0,7417.0,8G0bMGKrqI,Noise-Brightness-Color-1,Amp-Piano-L,Amp-Piano-H,Color-RB-H,Color-RB-L,1
22,23.0,13570.0,8G0bMGKrqI,Noise-Brightness-Color-1,Noise-Piano-H,Noise-Piano-L,Pitch-Tone-H,Pitch-Tone-L,0
23,24.0,11588.0,8G0bMGKrqI,Noise-Brightness-Color-1,Noise-Piano-H,Noise-Piano-L,Speed-SP2-L,Speed-SP2-H,1
24,25.0,5927.0,8G0bMGKrqI,Noise-Brightness-Color-1,Pitch-Tone-H,Pitch-Tone-L,Brightness-Circles-H,Brightness-Circles-L,0
25,26.0,35078.0,8G0bMGKrqI,Noise-Brightness-Color-1,Noise-Piano-L,Noise-Piano-H,Amp-Piano-L,Amp-Piano-H,1
26,27.0,11064.0,8G0bMGKrqI,Noise-Brightness-Color-1,Pitch-Tone-L,Pitch-Tone-H,Color-RY-H,Color-RY-L,0
27,28.0,11505.0,8G0bMGKrqI,Noise-Brightness-Color-1,Speed-SP2-H,Speed-SP2-L,Noise-Pulse-L,Noise-Pulse-H,0
28,29.0,4916.0,8G0bMGKrqI,Noise-Brightness-Color-1,Color-RG-L,Color-RG-H,Shape-BK1-L,Shape-BK1-H,0
29,30.0,4618.0,8G0bMGKrqI,Noise-Brightness-Color-1,Brightness-Diamonds-L,Brightness-Diamonds-H,Color-RY-L,Color-RY-H,1
30,31.0,11620.0,8G0bMGKrqI,Noise-Brightness-Color-1,Color-RG-H,Color-RG-L,Pitch-Tone-L,Pitch-Tone-H,0
31,32.0,8304.0,8G0bMGKrqI,Noise-Brightness-Color-1,Speed-SP2-H,Speed-SP2-L,Noise-Tone-H,Noise-Tone-L,0
32,33.0,6070.0,8G0bMGKrqI,Noise-Brightness-Color-1,Color-YB-H,Color-YB-L,Noise-Hum-L,Noise-Hum-H,0
33,34.0,9216.0,8G0bMGKrqI,Noise-Brightness-Color-1,Color-RG-H,Color-RG-L,Noise-Tone-L,Noise-Tone-H,1
34,35.0,8195.0,8G0bMGKrqI,Noise-Brightness-Color-1,Speed-SP2-H,Speed-SP2-L,Brightness-Circles-H,Brightness-Circles-L,0
35,36.0,6432.0,8G0bMGKrqI,Noise-Brightness-Color-1,Color-RG-H,Color-RG-L,Speed-SP2-L,Speed-SP2-H,0
36,37.0,5620.0,8G0bMGKrqI,Noise-Brightness-Color-1,Shape-BK1-L,Shape-BK1-H,Noise-Tone-H,Noise-Tone-L,1
37,38.0,7143.0,8G0bMGKrqI,Noise-Brightness-Color-1,Color-RG-L,Color-RG-H,Amp-Piano-L,Amp-Piano-H,1
38,39.0,13617.0,8G0bMGKrqI,Noise-Brightness-Color-1,Pitch-Tone-H,Pitch-Tone-L,Noise-Tone-H,Noise-Tone-L,0
39,40.0,6751.0,8G0bMGKrqI,Noise-Brightness-Color-1,Affect-HS-L,Affect-HS-H,Color-RB-H,Color-RB-L,1
40,41.0,7690.0,8G0bMGKrqI,Noise-Brightness-Color-1,Noise-Hum-H,Noise-Hum-L,Brightness-Squares-L,Brightness-Squares-H,0
41,42.0,11149.0,8G0bMGKrqI,Noise-Brightness-Color-1,Shape-BK1-L,Shape-BK1-H,Brightness-Circles-L,Brightness-Circles-H,1
42,43.0,4947.0,8G0bMGKrqI,Noise-Brightness-Color-1,Brightness-Diamonds-L,Brightness-Diamonds-H,Affect-HS-L,Affect-HS-H,0
43,44.0,5879.0,8G0bMGKrqI,Noise-Brightness-Color-1,Speed-SP2-L,Speed-SP2-H,Color-RB-L,Color-RB-H,0
44,45.0,6256.0,8G0bMGKrqI,Noise-Brightness-Color-1,Noise-Piano-H,Noise-Piano-L,Brightness-Diamonds-H,Brightness-Diamonds-L,1
45,46.0,10195.0,8G0bMGKrqI,Noise-Brightness-Color-1,Amp-Piano-H,Amp-Piano-L,Noise-Tone-L,Noise-Tone-H,0
46,47.0,4790.0,8G0bMGKrqI,Noise-Brightness-Color-1,Color-YB-H,Color-YB-L,Speed-SP2-H,Speed-SP2-L,0
47,48.0,7771.0,8G0bMGKrqI,Noise-Brightness-Color-1,Color-RG-L,Color-RG-H,Noise-Pulse-H,Noise-Pulse-L,1
48,49.0,4593.0,8G0bMGKrqI,Noise-Brightness-Color-1,Brightness-Triangles-L,Brightness-Triangles-H,Affect-HS-L,Affect-HS-H,0
49,50.0,6309.0,8G0bMGKrqI,Noise-Brightness-Color-1,Size-Circles-H,Size-Circles-L,Noise-Pulse-H,Noise-Pulse-L,0
50,51.0,5460.0,8G0bMGKrqI,Noise-Brightness-Color-1,Shape-BK1-H,Shape-BK1-L,Color-RY-L,Color-RY-H,1
51,52.0,3766.0,8G0bMGKrqI,Noise-Brightness-Color-1,Color-YB-L,Color-YB-H,Brightness-Diamonds-L,Brightness-Diamonds-H,0
52,53.0,7305.0,8G0bMGKrqI,Noise-Brightness-Color-1,Amp-Piano-H,Amp-Piano-L,Brightness-Squares-H,Brightness-Squares-L,0
53,54.0,10120.0,8G0bMGKrqI,Noise-Brightness-Color-1,Amp-Piano-L,Amp-Piano-H,Noise-Pulse-H,Noise-Pulse-L,1
54,55.0,6849.0,8G0bMGKrqI,Noise-Brightness-Color-1,Color-RG-H,Color-RG-L,Size-Circles-H,Size-Circles-L,1
55,56.0,6771.0,8G0bMGKrqI,Noise-Brightness-Color-1,Noise-Hum-L,Noise-Hum-H,Color-RY-H,Color-RY-L,1
56,57.0,4805.0,8G0bMGKrqI,Noise-Brightness-Color-1,Affect-HS-L,Affect-HS-H,Brightness-Circles-L,Brightness-Circles-H,0
57,58.0,4329.0,8G0bMGKrqI,Noise-Brightness-Color-1,Size-Circles-L,Size-Circles-H,Brightness-Circles-H,Brightness-Circles-L,1
58,59.0,8642.0,8G0bMGKrqI,Noise-Brightness-Color-1,Size-Circles-L,Size-Circles-H,Brightness-Squares-L,Brightness-Squares-H,0
59,60.0,3012.0,8G0bMGKrqI,Noise-Brightness-Color-1,Color-YB-L,Color-YB-H,Shape-BK1-L,Shape-BK1-H,1
60,61.0,4446.0,8G0bMGKrqI,Noise-Brightness-Color-1,Brightness-Diamonds-L,Brightness-Diamonds-H,Color-RB-H,Color-RB-L,0
61,62.0,5038.0,8G0bMGKrqI,Noise-Brightness-Color-1,Brightness-Diamonds-H,Brightness-Diamonds-L,Pitch-Tone-L,Pitch-Tone-H,1
62,63.0,5025.0,8G0bMGKrqI,Noise-Brightness-Color-1,Brightness-Triangles-L,Brightness-Triangles-H,Amp-Piano-L,Amp-Piano-H,0
63,64.0,5062.0,8G0bMGKrqI,Noise-Brightness-Color-1,Speed-SP2-H,Speed-SP2-L,Color-RY-H,Color-RY-L,1
64,65.0,6439.0,8G0bMGKrqI,Noise-Brightness-Color-1,Noise-Hum-L,Noise-Hum-H,Size-Circles-H,Size-Circles-L,1
65,66.0,5053.0,8G0bMGKrqI,Noise-Brightness-Color-1,Color-YB-H,Color-YB-L,Pitch-Tone-H,Pitch-Tone-L,0
66,67.0,4334.0,8G0bMGKrqI,Noise-Brightness-Color-1,Brightness-Diamonds-L,Brightness-Diamonds-H,Noise-Tone-H,Noise-Tone-L,0
67,68.0,8546.0,8G0bMGKrqI,Noise-Brightness-Color-1,Noise-Piano-L,Noise-Piano-H,Size-Circles-H,Size-Circles-L,1
68,69.0,3942.0,8G0bMGKrqI,Noise-Brightness-Color-1,Color-YB-L,Color-YB-H,Affect-HS-H,Affect-HS-L,1
69,70.0,4259.0,8G0bMGKrqI,Noise-Brightness-Color-1,Color-RG-L,Color-RG-H,Brightness-Diamonds-L,Brightness-Diamonds-H,1
70,71.0,4478.0,8G0bMGKrqI,Noise-Brightness-Color-1,Amp-Piano-L,Amp-Piano-H,Brightness-Circles-L,Brightness-Circles-H,0
71,72.0,5405.0,8G0bMGKrqI,Noise-Brightness-Color-1,Noise-Hum-L,Noise-Hum-H,Affect-HS-H,Affect-HS-L,0
72,73.0,4349.0,8G0bMGKrqI,Noise-Brightness-Color-1,Pitch-Tone-H,Pitch-Tone-L,Brightness-Squares-L,Brightness-Squares-H,1
73,74.0,11236.0,8G0bMGKrqI,Noise-Brightness-Color-1,Noise-Hum-H,Noise-Hum-L,Speed-SP2-H,Speed-SP2-L,0
74,75.0,4272.0,8G0bMGKrqI,Noise-Brightness-Color-1,Brightness-Triangles-H,Brightness-Triangles-L,Pitch-Tone-H,Pitch-Tone-L,0
75,76.0,4791.0,8G0bMGKrqI,Noise-Brightness-Color-1,Noise-Hum-H,Noise-Hum-L,Brightness-Diamonds-H,Brightness-Diamonds-L,1
76,77.0,4273.0,8G0bMGKrqI,Noise-Brightness-Color-1,Color-YB-H,Color-YB-L,Size-Circles-L,Size-Circles-H,1
77,78.0,4406.0,8G0bMGKrqI,Noise-Brightness-Color-1,Color-RG-H,Color-RG-L,Noise-Hum-H,Noise-Hum-L,0
78,79.0,3477.0,8G0bMGKrqI,Noise-Brightness-Color-1,Color-RG-L,Color-RG-H,Affect-HS-H,Affect-HS-L,0
79,80.0,2952.0,8G0bMGKrqI,Noise-Brightness-Color-1,Color-RG-H,Color-RG-L,Brightness-Circles-L,Brightness-Circles-H,0
80,81.0,7247.0,8G0bMGKrqI,Noise-Brightness-Color-1,Pitch-Tone-L,Pitch-Tone-H,Noise-Pulse-L,Noise-Pulse-H,1
81,82.0,4251.0,8G0bMGKrqI,Noise-Brightness-Color-1,Brightness-Triangles-H,Brightness-Triangles-L,Noise-Hum-L,Noise-Hum-H,0
82,83.0,3868.0,8G0bMGKrqI,Noise-Brightness-Color-1,Brightness-Triangles-H,Brightness-Triangles-L,Speed-SP2-H,Speed-SP2-L,0
83,84.0,9052.0,8G0bMGKrqI,Noise-Brightness-Color-1,Noise-Hum-H,Noise-Hum-L,Pitch-Tone-L,Pitch-Tone-H,0
84,85.0,6157.0,8G0bMGKrqI,Noise-Brightness-Color-1,Pitch-Tone-L,Pitch-Tone-H,Color-RB-L,Color-RB-H,1
85,86.0,5446.0,8G0bMGKrqI,Noise-Brightness-Color-1,Amp-Piano-H,Amp-Piano-L,Color-RY-L,Color-RY-H,0
86,87.0,5025.0,8G0bMGKrqI,Noise-Brightness-Color-1,Noise-Piano-L,Noise-Piano-H,Color-RG-L,Color-RG-H,0
87,88.0,3630.0,8G0bMGKrqI,Noise-Brightness-Color-1,Brightness-Triangles-L,Brightness-Triangles-H,Shape-BK1-H,Shape-BK1-L,0
88,89.0,5907.0,8G0bMGKrqI,Noise-Brightness-Color-1,Noise-Piano-H,Noise-Piano-L,Shape-BK1-H,Shape-BK1-L,0
89,90.0,4930.0,8G0bMGKrqI,Noise-Brightness-Color-1,Brightness-Diamonds-H,Brightness-Diamonds-L,Size-Circles-L,Size-Circles-H,1
90,91.0,3709.0,8G0bMGKrqI,Noise-Brightness-Color-1,Shape-BK1-H,Shape-BK1-L,Color-RB-H,Color-RB-L,0
91,92.0,4777.0,8G0bMGKrqI,Noise-Brightness-Color-1,Noise-Hum-L,Noise-Hum-H,Color-RG-L,Color-RG-H,0
92,93.0,6570.0,8G0bMGKrqI,Noise-Brightness-Color-1,Brightness-Diamonds-L,Brightness-Diamonds-H,Amp-Piano-H,Amp-Piano-L,1
93,94.0,4689.0,8G0bMGKrqI,Noise-Brightness-Color-1,Brightness-Diamonds-H,Brightness-Diamonds-L,Speed-SP2-H,Speed-SP2-L,0
94,95.0,8833.0,8G0bMGKrqI,Noise-Brightness-Color-1,Brightness-Triangles-L,Brightness-Triangles-H,Color-RG-L,Color-RG-H,1
95,96.0,6204.0,8G0bMGKrqI,Noise-Brightness-Color-1,Shape-BK1-L,Shape-BK1-H,Noise-Pulse-L,Noise-Pulse-H,0
0,1.0,10799.0,8yAeOPk8tR,Noise-Brightness-Color-9,Noise-Piano-L,Noise-Piano-H,Size-Triangles-H,Size-Triangles-L,0
1,2.0,6374.0,8yAeOPk8tR,Noise-Brightness-Color-9,Noise-Tone-H,Noise-Tone-L,Shape-BK3-H,Shape-BK3-L,0
2,3.0,7106.0,8yAeOPk8tR,Noise-Brightness-Color-9,Color-RB-L,Color-RB-H,Brightness-Diamonds-H,Brightness-Diamonds-L,0
3,4.0,3494.0,8yAeOPk8tR,Noise-Brightness-Color-9,Brightness-Circles-L,Brightness-Circles-H,Color-RY-L,Color-RY-H,1
4,5.0,3471.0,8yAeOPk8tR,Noise-Brightness-Color-9,Brightness-Diamonds-L,Brightness-Diamonds-H,Color-RY-H,Color-RY-L,0
5,6.0,6822.0,8yAeOPk8tR,Noise-Brightness-Color-9,Speed-SP1-L,Speed-SP1-H,Color-RY-L,Color-RY-H,0
6,7.0,10068.0,8yAeOPk8tR,Noise-Brightness-Color-9,Noise-Piano-H,Noise-Piano-L,Pitch-Tone-L,Pitch-Tone-H,0
7,8.0,5016.0,8yAeOPk8tR,Noise-Brightness-Color-9,Size-Triangles-L,Size-Triangles-H,Color-RY-L,Color-RY-H,1
8,9.0,4188.0,8yAeOPk8tR,Noise-Brightness-Color-9,Color-RY-L,Color-RY-H,Brightness-Squares-L,Brightness-Squares-H,0
9,10.0,12074.0,8yAeOPk8tR,Noise-Brightness-Color-9,Shape-BK3-L,Shape-BK3-H,Noise-Pulse-H,Noise-Pulse-L,0
10,11.0,6018.0,8yAeOPk8tR,Noise-Brightness-Color-9,Shape-BK3-H,Shape-BK3-L,Color-YB-L,Color-YB-H,1
11,12.0,5152.0,8yAeOPk8tR,Noise-Brightness-Color-9,Size-Triangles-L,Size-Triangles-H,Brightness-Squares-H,Brightness-Squares-L,1
