"X","trialNum","rt","subject","condition","InducerL","InducerR","ConcurrentL","ConcurrentR","choice"
93,94,6079,"bxP51g5RkS","Amp-Size-Speed-15","Size-Circles-L","Size-Circles-H","Pitch-Tone-H","Pitch-Tone-L",0
94,95,9021,"bxP51g5RkS","Amp-Size-Speed-15","Amp-Pulse-L","Amp-Pulse-H","Pitch-Tone-L","Pitch-Tone-H",0
95,96,5490,"bxP51g5RkS","Amp-Size-Speed-15","Color-RY-H","Color-RY-L","Amp-Hum-H","Amp-Hum-L",1
0,1,11127,"byIL3yGQkg","Brightness-Amp-Affect-22","Brightness-Triangles-L","Brightness-Triangles-H","Noise-Pulse-L","Noise-Pulse-H",0
1,2,5274,"byIL3yGQkg","Brightness-Amp-Affect-22","Affect-EB-L","Affect-EB-H","Brightness-Circles-H","Brightness-Circles-L",1
2,3,6320,"byIL3yGQkg","Brightness-Amp-Affect-22","Color-RG-L","Color-RG-H","Amp-Piano-H","Amp-Piano-L",0
3,4,8019,"byIL3yGQkg","Brightness-Amp-Affect-22","Amp-Hum-H","Amp-Hum-L","Pitch-Tone-H","Pitch-Tone-L",1
4,5,5812,"byIL3yGQkg","Brightness-Amp-Affect-22","Shape-BK2-L","Shape-BK2-H","Affect-SC-L","Affect-SC-H",0
5,6,5569,"byIL3yGQkg","Brightness-Amp-Affect-22","Amp-Tone-L","Amp-Tone-H","Speed-SP3-H","Speed-SP3-L",1
6,7,5897,"byIL3yGQkg","Brightness-Amp-Affect-22","Affect-EB-H","Affect-EB-L","Noise-Pulse-H","Noise-Pulse-L",0
7,8,7039,"byIL3yGQkg","Brightness-Amp-Affect-22","Affect-PD-L","Affect-PD-H","Size-Squares-L","Size-Squares-H",0
8,9,6065,"byIL3yGQkg","Brightness-Amp-Affect-22","Amp-Hum-H","Amp-Hum-L","Speed-SP3-L","Speed-SP3-H",1
9,10,3740,"byIL3yGQkg","Brightness-Amp-Affect-22","Affect-PD-L","Affect-PD-H","Color-RG-H","Color-RG-L",0
10,11,3966,"byIL3yGQkg","Brightness-Amp-Affect-22","Size-Squares-H","Size-Squares-L","Brightness-Circles-L","Brightness-Circles-H",1
11,12,5270,"byIL3yGQkg","Brightness-Amp-Affect-22","Amp-Tone-H","Amp-Tone-L","Color-RG-H","Color-RG-L",1
12,13,4558,"byIL3yGQkg","Brightness-Amp-Affect-22","Amp-Tone-H","Amp-Tone-L","Affect-EB-L","Affect-EB-H",1
13,14,5620,"byIL3yGQkg","Brightness-Amp-Affect-22","Affect-PD-H","Affect-PD-L","Amp-Hum-H","Amp-Hum-L",0
14,15,4590,"byIL3yGQkg","Brightness-Amp-Affect-22","Brightness-Triangles-H","Brightness-Triangles-L","Color-RG-L","Color-RG-H",0
15,16,6062,"byIL3yGQkg","Brightness-Amp-Affect-22","Noise-Pulse-L","Noise-Pulse-H","Brightness-Diamonds-H","Brightness-Diamonds-L",0
16,17,6017,"byIL3yGQkg","Brightness-Amp-Affect-22","Affect-PD-L","Affect-PD-H","Noise-Pulse-H","Noise-Pulse-L",0
17,18,4991,"byIL3yGQkg","Brightness-Amp-Affect-22","Pitch-Tone-L","Pitch-Tone-H","Affect-SC-H","Affect-SC-L",1
18,19,3754,"byIL3yGQkg","Brightness-Amp-Affect-22","Size-Squares-H","Size-Squares-L","Brightness-Diamonds-H","Brightness-Diamonds-L",0
19,20,3826,"byIL3yGQkg","Brightness-Amp-Affect-22","Brightness-Squares-L","Brightness-Squares-H","Color-RG-H","Color-RG-L",0
20,21,3661,"byIL3yGQkg","Brightness-Amp-Affect-22","Amp-Tone-L","Amp-Tone-H","Shape-BK2-L","Shape-BK2-H",0
21,22,12245,"byIL3yGQkg","Brightness-Amp-Affect-22","Pitch-Tone-H","Pitch-Tone-L","Amp-Pulse-H","Amp-Pulse-L",0
22,23,4143,"byIL3yGQkg","Brightness-Amp-Affect-22","Brightness-Triangles-L","Brightness-Triangles-H","Affect-SC-L","Affect-SC-H",0
23,24,5532,"byIL3yGQkg","Brightness-Amp-Affect-22","Shape-BK2-L","Shape-BK2-H","Amp-Piano-L","Amp-Piano-H",0
24,25,10893,"byIL3yGQkg","Brightness-Amp-Affect-22","Affect-EB-H","Affect-EB-L","Amp-Pulse-L","Amp-Pulse-H",0
25,26,6539,"byIL3yGQkg","Brightness-Amp-Affect-22","Pitch-Tone-H","Pitch-Tone-L","Amp-Piano-L","Amp-Piano-H",1
26,27,3982,"byIL3yGQkg","Brightness-Amp-Affect-22","Speed-SP3-H","Speed-SP3-L","Brightness-Diamonds-H","Brightness-Diamonds-L",0
27,28,5072,"byIL3yGQkg","Brightness-Amp-Affect-22","Affect-EB-H","Affect-EB-L","Size-Squares-L","Size-Squares-H",1
28,29,5527,"byIL3yGQkg","Brightness-Amp-Affect-22","Speed-SP3-L","Speed-SP3-H","Amp-Piano-L","Amp-Piano-H",0
29,30,5769,"byIL3yGQkg","Brightness-Amp-Affect-22","Brightness-Squares-H","Brightness-Squares-L","Size-Squares-L","Size-Squares-H",0
30,31,4651,"byIL3yGQkg","Brightness-Amp-Affect-22","Shape-BK2-L","Shape-BK2-H","Amp-Pulse-H","Amp-Pulse-L",1
31,32,3726,"byIL3yGQkg","Brightness-Amp-Affect-22","Affect-EB-L","Affect-EB-H","Speed-SP3-L","Speed-SP3-H",0
32,33,6444,"byIL3yGQkg","Brightness-Amp-Affect-22","Amp-Hum-H","Amp-Hum-L","Brightness-Triangles-H","Brightness-Triangles-L",0
33,34,4693,"byIL3yGQkg","Brightness-Amp-Affect-22","Brightness-Triangles-L","Brightness-Triangles-H","Speed-SP3-H","Speed-SP3-L",1
34,35,4191,"byIL3yGQkg","Brightness-Amp-Affect-22","Affect-EB-L","Affect-EB-H","Brightness-Diamonds-L","Brightness-Diamonds-H",0
35,36,5613,"byIL3yGQkg","Brightness-Amp-Affect-22","Amp-Tone-L","Amp-Tone-H","Brightness-Triangles-L","Brightness-Triangles-H",0
36,37,3311,"byIL3yGQkg","Brightness-Amp-Affect-22","Brightness-Triangles-H","Brightness-Triangles-L","Shape-BK2-H","Shape-BK2-L",0
37,38,3816,"byIL3yGQkg","Brightness-Amp-Affect-22","Speed-SP3-L","Speed-SP3-H","Affect-HS-H","Affect-HS-L",1
38,39,5416,"byIL3yGQkg","Brightness-Amp-Affect-22","Brightness-Triangles-H","Brightness-Triangles-L","Amp-Pulse-H","Amp-Pulse-L",0
39,40,8904,"byIL3yGQkg","Brightness-Amp-Affect-22","Color-RG-H","Color-RG-L","Affect-SC-H","Affect-SC-L",0
40,41,4340,"byIL3yGQkg","Brightness-Amp-Affect-22","Brightness-Squares-L","Brightness-Squares-H","Amp-Hum-H","Amp-Hum-L",1
41,42,4627,"byIL3yGQkg","Brightness-Amp-Affect-22","Amp-Hum-L","Amp-Hum-H","Size-Squares-H","Size-Squares-L",1
42,43,7840,"byIL3yGQkg","Brightness-Amp-Affect-22","Amp-Hum-L","Amp-Hum-H","Affect-SC-L","Affect-SC-H",0
43,44,3578,"byIL3yGQkg","Brightness-Amp-Affect-22","Affect-EB-H","Affect-EB-L","Color-RG-H","Color-RG-L",1
44,45,5350,"byIL3yGQkg","Brightness-Amp-Affect-22","Affect-PD-L","Affect-PD-H","Pitch-Tone-H","Pitch-Tone-L",0
45,46,4290,"byIL3yGQkg","Brightness-Amp-Affect-22","Pitch-Tone-L","Pitch-Tone-H","Brightness-Diamonds-H","Brightness-Diamonds-L",1
46,47,4237,"byIL3yGQkg","Brightness-Amp-Affect-22","Brightness-Triangles-H","Brightness-Triangles-L","Amp-Piano-L","Amp-Piano-H",1
47,48,4815,"byIL3yGQkg","Brightness-Amp-Affect-22","Speed-SP3-H","Speed-SP3-L","Amp-Pulse-H","Amp-Pulse-L",0
48,49,3970,"byIL3yGQkg","Brightness-Amp-Affect-22","Color-RG-L","Color-RG-H","Affect-HS-L","Affect-HS-H",1
49,50,4424,"byIL3yGQkg","Brightness-Amp-Affect-22","Speed-SP3-H","Speed-SP3-L","Affect-SC-L","Affect-SC-H",1
50,51,4293,"byIL3yGQkg","Brightness-Amp-Affect-22","Affect-EB-L","Affect-EB-H","Amp-Hum-L","Amp-Hum-H",0
51,52,7268,"byIL3yGQkg","Brightness-Amp-Affect-22","Amp-Tone-L","Amp-Tone-H","Pitch-Tone-L","Pitch-Tone-H",0
52,53,3800,"byIL3yGQkg","Brightness-Amp-Affect-22","Size-Squares-H","Size-Squares-L","Amp-Piano-H","Amp-Piano-L",0
53,54,3921,"byIL3yGQkg","Brightness-Amp-Affect-22","Brightness-Triangles-H","Brightness-Triangles-L","Affect-HS-H","Affect-HS-L",0
54,55,5484,"byIL3yGQkg","Brightness-Amp-Affect-22","Brightness-Triangles-H","Brightness-Triangles-L","Amp-Hum-H","Amp-Hum-L",0
55,56,4424,"byIL3yGQkg","Brightness-Amp-Affect-22","Amp-Tone-H","Amp-Tone-L","Size-Squares-L","Size-Squares-H",1
56,57,4681,"byIL3yGQkg","Brightness-Amp-Affect-22","Amp-Hum-H","Amp-Hum-L","Shape-BK2-L","Shape-BK2-H",1
57,58,5220,"byIL3yGQkg","Brightness-Amp-Affect-22","Shape-BK2-H","Shape-BK2-L","Brightness-Diamonds-L","Brightness-Diamonds-H",1
58,59,4747,"byIL3yGQkg","Brightness-Amp-Affect-22","Brightness-Squares-H","Brightness-Squares-L","Noise-Pulse-L","Noise-Pulse-H",0
59,60,4166,"byIL3yGQkg","Brightness-Amp-Affect-22","Affect-PD-H","Affect-PD-L","Brightness-Triangles-H","Brightness-Triangles-L",0
60,61,3831,"byIL3yGQkg","Brightness-Amp-Affect-22","Affect-PD-H","Affect-PD-L","Shape-BK2-L","Shape-BK2-H",0
61,62,4727,"byIL3yGQkg","Brightness-Amp-Affect-22","Color-RG-L","Color-RG-H","Amp-Pulse-L","Amp-Pulse-H",0
62,63,6717,"byIL3yGQkg","Brightness-Amp-Affect-22","Shape-BK2-H","Shape-BK2-L","Affect-HS-H","Affect-HS-L",0
63,64,4200,"byIL3yGQkg","Brightness-Amp-Affect-22","Brightness-Squares-L","Brightness-Squares-H","Affect-EB-L","Affect-EB-H",0
64,65,4308,"byIL3yGQkg","Brightness-Amp-Affect-22","Size-Squares-L","Size-Squares-H","Amp-Pulse-L","Amp-Pulse-H",0
65,66,8143,"byIL3yGQkg","Brightness-Amp-Affect-22","Noise-Pulse-H","Noise-Pulse-L","Amp-Pulse-L","Amp-Pulse-H",1
66,67,3364,"byIL3yGQkg","Brightness-Amp-Affect-22","Speed-SP3-L","Speed-SP3-H","Brightness-Circles-L","Brightness-Circles-H",0
67,68,3726,"byIL3yGQkg","Brightness-Amp-Affect-22","Color-RG-H","Color-RG-L","Brightness-Circles-H","Brightness-Circles-L",1
68,69,3218,"byIL3yGQkg","Brightness-Amp-Affect-22","Brightness-Triangles-H","Brightness-Triangles-L","Affect-EB-H","Affect-EB-L",0
69,70,8774,"byIL3yGQkg","Brightness-Amp-Affect-22","Affect-EB-H","Affect-EB-L","Amp-Piano-H","Amp-Piano-L",0
70,71,6956,"byIL3yGQkg","Brightness-Amp-Affect-22","Noise-Pulse-H","Noise-Pulse-L","Affect-SC-H","Affect-SC-L",0
71,72,3968,"byIL3yGQkg","Brightness-Amp-Affect-22","Affect-EB-H","Affect-EB-L","Pitch-Tone-H","Pitch-Tone-L",0
72,73,3340,"byIL3yGQkg","Brightness-Amp-Affect-22","Affect-EB-L","Affect-EB-H","Brightness-Triangles-L","Brightness-Triangles-H",0
73,74,3120,"byIL3yGQkg","Brightness-Amp-Affect-22","Color-RG-H","Color-RG-L","Brightness-Diamonds-L","Brightness-Diamonds-H",0
74,75,7475,"byIL3yGQkg","Brightness-Amp-Affect-22","Amp-Hum-L","Amp-Hum-H","Noise-Pulse-L","Noise-Pulse-H",0
75,76,4156,"byIL3yGQkg","Brightness-Amp-Affect-22","Amp-Hum-H","Amp-Hum-L","Brightness-Circles-H","Brightness-Circles-L",0
76,77,6707,"byIL3yGQkg","Brightness-Amp-Affect-22","Noise-Pulse-H","Noise-Pulse-L","Affect-HS-L","Affect-HS-H",0
77,78,6660,"byIL3yGQkg","Brightness-Amp-Affect-22","Noise-Pulse-L","Noise-Pulse-H","Brightness-Circles-L","Brightness-Circles-H",1
78,79,7086,"byIL3yGQkg","Brightness-Amp-Affect-22","Amp-Hum-L","Amp-Hum-H","Color-RG-H","Color-RG-L",0
79,80,4500,"byIL3yGQkg","Brightness-Amp-Affect-22","Amp-Hum-L","Amp-Hum-H","Brightness-Diamonds-L","Brightness-Diamonds-H",0
80,81,9015,"byIL3yGQkg","Brightness-Amp-Affect-22","Amp-Tone-H","Amp-Tone-L","Noise-Pulse-H","Noise-Pulse-L",1
81,82,12586,"byIL3yGQkg","Brightness-Amp-Affect-22","Noise-Pulse-L","Noise-Pulse-H","Amp-Piano-H","Amp-Piano-L",1
82,83,3681,"byIL3yGQkg","Brightness-Amp-Affect-22","Size-Squares-L","Size-Squares-H","Affect-HS-L","Affect-HS-H",0
83,84,5084,"byIL3yGQkg","Brightness-Amp-Affect-22","Brightness-Triangles-L","Brightness-Triangles-H","Pitch-Tone-L","Pitch-Tone-H",0
84,85,4020,"byIL3yGQkg","Brightness-Amp-Affect-22","Brightness-Squares-H","Brightness-Squares-L","Pitch-Tone-L","Pitch-Tone-H",1
85,86,3527,"byIL3yGQkg","Brightness-Amp-Affect-22","Brightness-Squares-L","Brightness-Squares-H","Shape-BK2-L","Shape-BK2-H",0
86,87,9374,"byIL3yGQkg","Brightness-Amp-Affect-22","Size-Squares-L","Size-Squares-H","Affect-SC-H","Affect-SC-L",1
87,88,2430,"byIL3yGQkg","Brightness-Amp-Affect-22","Shape-BK2-H","Shape-BK2-L","Brightness-Circles-H","Brightness-Circles-L",0
88,89,2814,"byIL3yGQkg","Brightness-Amp-Affect-22","Brightness-Squares-H","Brightness-Squares-L","Speed-SP3-H","Speed-SP3-L",0
89,90,3686,"byIL3yGQkg","Brightness-Amp-Affect-22","Pitch-Tone-L","Pitch-Tone-H","Brightness-Circles-L","Brightness-Circles-H",0
90,91,3311,"byIL3yGQkg","Brightness-Amp-Affect-22","Affect-EB-L","Affect-EB-H","Shape-BK2-H","Shape-BK2-L",1
91,92,4218,"byIL3yGQkg","Brightness-Amp-Affect-22","Amp-Hum-L","Amp-Hum-H","Affect-EB-H","Affect-EB-L",1
92,93,2821,"byIL3yGQkg","Brightness-Amp-Affect-22","Brightness-Triangles-L","Brightness-Triangles-H","Size-Squares-L","Size-Squares-H",0
93,94,3967,"byIL3yGQkg","Brightness-Amp-Affect-22","Pitch-Tone-L","Pitch-Tone-H","Affect-HS-L","Affect-HS-H",0
94,95,4912,"byIL3yGQkg","Brightness-Amp-Affect-22","Affect-PD-H","Affect-PD-L","Speed-SP3-L","Speed-SP3-H",0
95,96,4085,"byIL3yGQkg","Brightness-Amp-Affect-22","Amp-Hum-H","Amp-Hum-L","Affect-HS-H","Affect-HS-L",0
0,1,3314,"Cb51VAuDU8","Amp-Size-Speed-20","Affect-EB-L","Affect-EB-H","Size-Circles-L","Size-Circles-H",0
1,2,5883,"Cb51VAuDU8","Amp-Size-Speed-20","Amp-Tone-H","Amp-Tone-L","Size-Circles-L","Size-Circles-H",1
2,3,5401,"Cb51VAuDU8","Amp-Size-Speed-20","Affect-EB-H","Affect-EB-L","Amp-Pulse-H","Amp-Pulse-L",0
3,4,7650,"Cb51VAuDU8","Amp-Size-Speed-20","Amp-Tone-L","Amp-Tone-H","Pitch-Hum-H","Pitch-Hum-L",0
4,5,4398,"Cb51VAuDU8","Amp-Size-Speed-20","Color-YB-H","Color-YB-L","Amp-Piano-L","Amp-Piano-H",1
5,6,5737,"Cb51VAuDU8","Amp-Size-Speed-20","Brightness-Squares-L","Brightness-Squares-H","Amp-Piano-H","Amp-Piano-L",1
6,7,4196,"Cb51VAuDU8","Amp-Size-Speed-20","Brightness-Squares-L","Brightness-Squares-H","Speed-SP1-L","Speed-SP1-H",0
7,8,3190,"Cb51VAuDU8","Amp-Size-Speed-20","Size-Diamonds-L","Size-Diamonds-H","Speed-SP4-L","Speed-SP4-H",0
8,9,3038,"Cb51VAuDU8","Amp-Size-Speed-20","Size-Triangles-H","Size-Triangles-L","Affect-EB-H","Affect-EB-L",0
9,10,3694,"Cb51VAuDU8","Amp-Size-Speed-20","Amp-Hum-L","Amp-Hum-H","Size-Diamonds-H","Size-Diamonds-L",1
10,11,9025,"Cb51VAuDU8","Amp-Size-Speed-20","Speed-SP2-H","Speed-SP2-L","Brightness-Squares-L","Brightness-Squares-H",1
11,12,4685,"Cb51VAuDU8","Amp-Size-Speed-20","Size-Diamonds-L","Size-Diamonds-H","Amp-Tone-L","Amp-Tone-H",0
12,13,2433,"Cb51VAuDU8","Amp-Size-Speed-20","Affect-EB-L","Affect-EB-H","Speed-SP4-H","Speed-SP4-L",1
13,14,3886,"Cb51VAuDU8","Amp-Size-Speed-20","Amp-Hum-H","Amp-Hum-L","Brightness-Squares-H","Brightness-Squares-L",0
14,15,5695,"Cb51VAuDU8","Amp-Size-Speed-20","Shape-BK3-L","Shape-BK3-H","Amp-Piano-H","Amp-Piano-L",0
15,16,3898,"Cb51VAuDU8","Amp-Size-Speed-20","Size-Triangles-H","Size-Triangles-L","Shape-BK3-L","Shape-BK3-H",1
16,17,3498,"Cb51VAuDU8","Amp-Size-Speed-20","Color-YB-L","Color-YB-H","Speed-SP4-L","Speed-SP4-H",0
17,18,7705,"Cb51VAuDU8","Amp-Size-Speed-20","Amp-Hum-H","Amp-Hum-L","Pitch-Hum-H","Pitch-Hum-L",1
18,19,8157,"Cb51VAuDU8","Amp-Size-Speed-20","Speed-SP2-L","Speed-SP2-H","Noise-Tone-H","Noise-Tone-L",1
19,20,3173,"Cb51VAuDU8","Amp-Size-Speed-20","Size-Diamonds-L","Size-Diamonds-H","Affect-EB-L","Affect-EB-H",0
20,21,4235,"Cb51VAuDU8","Amp-Size-Speed-20","Speed-SP2-H","Speed-SP2-L","Amp-Tone-L","Amp-Tone-H",1
21,22,5080,"Cb51VAuDU8","Amp-Size-Speed-20","Amp-Hum-L","Amp-Hum-H","Affect-EB-L","Affect-EB-H",0
22,23,2908,"Cb51VAuDU8","Amp-Size-Speed-20","Size-Diamonds-H","Size-Diamonds-L","Speed-SP4-H","Speed-SP4-L",0
23,24,4730,"Cb51VAuDU8","Amp-Size-Speed-20","Size-Diamonds-H","Size-Diamonds-L","Amp-Piano-L","Amp-Piano-H",1
24,25,4929,"Cb51VAuDU8","Amp-Size-Speed-20","Speed-SP2-L","Speed-SP2-H","Pitch-Hum-H","Pitch-Hum-L",0
25,26,3722,"Cb51VAuDU8","Amp-Size-Speed-20","Shape-BK3-L","Shape-BK3-H","Size-Circles-L","Size-Circles-H",1
26,27,6112,"Cb51VAuDU8","Amp-Size-Speed-20","Speed-SP4-L","Speed-SP4-H","Size-Squares-L","Size-Squares-H",1
27,28,2977,"Cb51VAuDU8","Amp-Size-Speed-20","Size-Triangles-L","Size-Triangles-H","Brightness-Squares-H","Brightness-Squares-L",1
28,29,4855,"Cb51VAuDU8","Amp-Size-Speed-20","Brightness-Squares-H","Brightness-Squares-L","Amp-Pulse-L","Amp-Pulse-H",0
29,30,7635,"Cb51VAuDU8","Amp-Size-Speed-20","Speed-SP3-H","Speed-SP3-L","Size-Diamonds-L","Size-Diamonds-H",0
30,31,4289,"Cb51VAuDU8","Amp-Size-Speed-20","Amp-Hum-H","Amp-Hum-L","Speed-SP4-L","Speed-SP4-H",1
31,32,16495,"Cb51VAuDU8","Amp-Size-Speed-20","Amp-Tone-H","Amp-Tone-L","Color-YB-H","Color-YB-L",0
32,33,5299,"Cb51VAuDU8","Amp-Size-Speed-20","Size-Triangles-L","Size-Triangles-H","Noise-Tone-H","Noise-Tone-L",0
33,34,5461,"Cb51VAuDU8","Amp-Size-Speed-20","Brightness-Squares-L","Brightness-Squares-H","Size-Squares-L","Size-Squares-H",0
34,35,6953,"Cb51VAuDU8","Amp-Size-Speed-20","Noise-Tone-L","Noise-Tone-H","Speed-SP1-H","Speed-SP1-L",1
35,36,3578,"Cb51VAuDU8","Amp-Size-Speed-20","Brightness-Squares-L","Brightness-Squares-H","Speed-SP4-H","Speed-SP4-L",1
36,37,3548,"Cb51VAuDU8","Amp-Size-Speed-20","Shape-BK3-H","Shape-BK3-L","Size-Squares-H","Size-Squares-L",1
37,38,5163,"Cb51VAuDU8","Amp-Size-Speed-20","Amp-Tone-H","Amp-Tone-L","Affect-EB-L","Affect-EB-H",1
38,39,3388,"Cb51VAuDU8","Amp-Size-Speed-20","Pitch-Hum-H","Pitch-Hum-L","Size-Squares-L","Size-Squares-H",0
39,40,4187,"Cb51VAuDU8","Amp-Size-Speed-20","Speed-SP2-L","Speed-SP2-H","Color-YB-L","Color-YB-H",0
40,41,3752,"Cb51VAuDU8","Amp-Size-Speed-20","Size-Diamonds-H","Size-Diamonds-L","Noise-Tone-L","Noise-Tone-H",0
41,42,6158,"Cb51VAuDU8","Amp-Size-Speed-20","Speed-SP4-H","Speed-SP4-L","Amp-Pulse-L","Amp-Pulse-H",1
42,43,3832,"Cb51VAuDU8","Amp-Size-Speed-20","Amp-Tone-H","Amp-Tone-L","Size-Diamonds-L","Size-Diamonds-H",1
43,44,4134,"Cb51VAuDU8","Amp-Size-Speed-20","Noise-Tone-L","Noise-Tone-H","Size-Circles-H","Size-Circles-L",0
44,45,4039,"Cb51VAuDU8","Amp-Size-Speed-20","Size-Diamonds-H","Size-Diamonds-L","Speed-SP1-H","Speed-SP1-L",1
45,46,4208,"Cb51VAuDU8","Amp-Size-Speed-20","Amp-Hum-H","Amp-Hum-L","Shape-BK3-H","Shape-BK3-L",0
46,47,8597,"Cb51VAuDU8","Amp-Size-Speed-20","Noise-Tone-L","Noise-Tone-H","Size-Squares-L","Size-Squares-H",1
47,48,2509,"Cb51VAuDU8","Amp-Size-Speed-20","Brightness-Squares-H","Brightness-Squares-L","Size-Circles-H","Size-Circles-L",0
48,49,5694,"Cb51VAuDU8","Amp-Size-Speed-20","Size-Triangles-H","Size-Triangles-L","Amp-Tone-L","Amp-Tone-H",1
49,50,6677,"Cb51VAuDU8","Amp-Size-Speed-20","Speed-SP3-L","Speed-SP3-H","Brightness-Squares-L","Brightness-Squares-H",0
50,51,2573,"Cb51VAuDU8","Amp-Size-Speed-20","Affect-EB-H","Affect-EB-L","Speed-SP1-L","Speed-SP1-H",1
51,52,2782,"Cb51VAuDU8","Amp-Size-Speed-20","Speed-SP2-H","Speed-SP2-L","Affect-EB-H","Affect-EB-L",0
52,53,10626,"Cb51VAuDU8","Amp-Size-Speed-20","Amp-Hum-L","Amp-Hum-H","Noise-Tone-L","Noise-Tone-H",1
53,54,9726,"Cb51VAuDU8","Amp-Size-Speed-20","Size-Triangles-L","Size-Triangles-H","Pitch-Hum-H","Pitch-Hum-L",0
54,55,4318,"Cb51VAuDU8","Amp-Size-Speed-20","Amp-Tone-H","Amp-Tone-L","Size-Squares-H","Size-Squares-L",0
55,56,2272,"Cb51VAuDU8","Amp-Size-Speed-20","Size-Diamonds-H","Size-Diamonds-L","Brightness-Squares-H","Brightness-Squares-L",0
56,57,3550,"Cb51VAuDU8","Amp-Size-Speed-20","Size-Triangles-L","Size-Triangles-H","Speed-SP4-L","Speed-SP4-H",1
57,58,3467,"Cb51VAuDU8","Amp-Size-Speed-20","Size-Diamonds-L","Size-Diamonds-H","Color-YB-L","Color-YB-H",1
58,59,4885,"Cb51VAuDU8","Amp-Size-Speed-20","Amp-Tone-L","Amp-Tone-H","Speed-SP4-L","Speed-SP4-H",0
59,60,3769,"Cb51VAuDU8","Amp-Size-Speed-20","Size-Diamonds-L","Size-Diamonds-H","Shape-BK3-L","Shape-BK3-H",1
60,61,4615,"Cb51VAuDU8","Amp-Size-Speed-20","Speed-SP3-L","Speed-SP3-H","Amp-Tone-L","Amp-Tone-H",0
61,62,3722,"Cb51VAuDU8","Amp-Size-Speed-20","Size-Diamonds-H","Size-Diamonds-L","Pitch-Hum-H","Pitch-Hum-L",1
62,63,3726,"Cb51VAuDU8","Amp-Size-Speed-20","Size-Triangles-H","Size-Triangles-L","Color-YB-L","Color-YB-H",0
63,64,2807,"Cb51VAuDU8","Amp-Size-Speed-20","Shape-BK3-L","Shape-BK3-H","Speed-SP4-H","Speed-SP4-L",1
64,65,4767,"Cb51VAuDU8","Amp-Size-Speed-20","Amp-Tone-H","Amp-Tone-L","Speed-SP4-H","Speed-SP4-L",0
65,66,2313,"Cb51VAuDU8","Amp-Size-Speed-20","Speed-SP3-H","Speed-SP3-L","Color-YB-H","Color-YB-L",0
66,67,3613,"Cb51VAuDU8","Amp-Size-Speed-20","Pitch-Hum-L","Pitch-Hum-H","Size-Circles-H","Size-Circles-L",0
67,68,4279,"Cb51VAuDU8","Amp-Size-Speed-20","Noise-Tone-L","Noise-Tone-H","Speed-SP4-L","Speed-SP4-H",0
68,69,9649,"Cb51VAuDU8","Amp-Size-Speed-20","Speed-SP3-L","Speed-SP3-H","Shape-BK3-H","Shape-BK3-L",0
69,70,5340,"Cb51VAuDU8","Amp-Size-Speed-20","Amp-Tone-L","Amp-Tone-H","Brightness-Squares-H","Brightness-Squares-L",1
70,71,8724,"Cb51VAuDU8","Amp-Size-Speed-20","Pitch-Hum-L","Pitch-Hum-H","Amp-Piano-H","Amp-Piano-L",0
71,72,4633,"Cb51VAuDU8","Amp-Size-Speed-20","Affect-EB-H","Affect-EB-L","Size-Squares-H","Size-Squares-L",0
72,73,3413,"Cb51VAuDU8","Amp-Size-Speed-20","Shape-BK3-L","Shape-BK3-H","Amp-Pulse-L","Amp-Pulse-H",0
73,74,3382,"Cb51VAuDU8","Amp-Size-Speed-20","Amp-Tone-L","Amp-Tone-H","Shape-BK3-L","Shape-BK3-H",0
74,75,3052,"Cb51VAuDU8","Amp-Size-Speed-20","Affect-EB-L","Affect-EB-H","Amp-Piano-L","Amp-Piano-H",0
75,76,6631,"Cb51VAuDU8","Amp-Size-Speed-20","Pitch-Hum-H","Pitch-Hum-L","Amp-Pulse-L","Amp-Pulse-H",0
76,77,34653,"Cb51VAuDU8","Amp-Size-Speed-20","Amp-Tone-H","Amp-Tone-L","Speed-SP1-L","Speed-SP1-H",1
77,78,4541,"Cb51VAuDU8","Amp-Size-Speed-20","Speed-SP3-H","Speed-SP3-L","Noise-Tone-H","Noise-Tone-L",0
78,79,4230,"Cb51VAuDU8","Amp-Size-Speed-20","Color-YB-L","Color-YB-H","Size-Squares-H","Size-Squares-L",0
79,80,5957,"Cb51VAuDU8","Amp-Size-Speed-20","Speed-SP4-H","Speed-SP4-L","Amp-Piano-H","Amp-Piano-L",0
80,81,4334,"Cb51VAuDU8","Amp-Size-Speed-20","Color-YB-L","Color-YB-H","Speed-SP1-H","Speed-SP1-L",1
81,82,3203,"Cb51VAuDU8","Amp-Size-Speed-20","Speed-SP2-L","Speed-SP2-H","Size-Diamonds-L","Size-Diamonds-H",0
82,83,3724,"Cb51VAuDU8","Amp-Size-Speed-20","Size-Diamonds-L","Size-Diamonds-H","Amp-Pulse-H","Amp-Pulse-L",1
83,84,3998,"Cb51VAuDU8","Amp-Size-Speed-20","Amp-Hum-L","Amp-Hum-H","Color-YB-H","Color-YB-L",1
84,85,2601,"Cb51VAuDU8","Amp-Size-Speed-20","Speed-SP3-L","Speed-SP3-H","Affect-EB-H","Affect-EB-L",1
85,86,7499,"Cb51VAuDU8","Amp-Size-Speed-20","Pitch-Hum-H","Pitch-Hum-L","Speed-SP4-L","Speed-SP4-H",1
86,87,12731,"Cb51VAuDU8","Amp-Size-Speed-20","Noise-Tone-H","Noise-Tone-L","Amp-Piano-L","Amp-Piano-H",0
